2014 SVI Mobile Homes Data and Encoding,2015 SVI Mobile Homes Data and Encoding,2016 SVI Mobile Homes Data and Encoding,2017 SVI Mobile Homes Data and Encoding,2018 SVI Mobile Homes Data and Encoding,2019 SVI Mobile Homes Data and Encoding,2020 SVI Mobile Homes Data and Encoding
90.42,90.85,91.28,91.98,92.68,91.64,90.61
30.88,35.05,39.22,42.31,45.4,49.15,52.9
49.7,51.37,53.04,48.47,43.9,41.38,38.86
30.88,32.65,34.42,33.42,32.41,33.94,35.46
80.61,85.6,90.58,89.82,89.05,87.14,85.23
71.6,71.95,72.3,70.63,68.96,73.32,77.69
50.43,60.58,70.74,71.71,72.68,76.86,81.03
51.83,59.44,67.05,68.62,70.2,69.22,68.24
14.61,17.88,21.14,22.67,24.2,22.86,21.51
20.73,18.66,16.59,17.34,18.08,17.94,17.79
63.71,62.67,61.64,64.42,67.21,62.52,57.83
39.22,34.17,29.13,26.84,24.55,24.88,25.21
81.34,84.46,87.58,89.08,90.58,91.36,92.14
52.98,52.07,51.16,51.72,52.28,56.14,59.99
64.25,63.67,63.1,64.86,66.63,64.33,62.03
92.74,91.8,90.86,90.27,89.68,91.58,93.48
92.23,92.16,92.1,93.17,94.24,93.76,93.28
54.54,55.34,56.13,57.99,59.85,57.39,54.93
46.42,46.54,46.67,48.85,51.03,50.76,50.48
64.79,65.71,66.63,68.21,69.79,69.64,69.48
80.32,79.48,78.64,76.36,74.08,73.85,73.62
69.12,72.66,76.19,75.89,75.58,74.03,72.47
71.03,70.24,69.44,70.49,71.54,73.2,74.86
58.55,54.86,51.16,52.91,54.66,56.58,58.5
68.23,69.73,71.22,70.41,69.6,71.76,73.93
86.31,85.13,83.95,84.15,84.34,87.43,90.52
83.38,86.85,90.32,90.74,91.15,91.48,91.82
91.18,91.9,92.61,91.6,90.58,91.74,92.9
61.45,60.74,60.04,58.42,56.8,58.01,59.23
57.53,55.48,53.42,53.14,52.85,56.94,61.04
65.81,67.43,69.05,70.64,72.24,67.5,62.76
4.97,5.03,5.09,5.44,5.79,5.86,5.92
77.24,76.61,75.99,79.86,83.73,83.93,84.12
57.91,59.64,61.38,63.74,66.09,66.53,66.96
60.68,60.16,59.63,59.89,60.14,60.21,60.28
35.24,37.9,40.56,38.48,36.39,38.16,39.94
57.91,57.83,57.75,58.52,59.28,59.26,59.23
80.9,78.68,76.47,77.46,78.45,76.79,75.14
53.61,54.14,54.66,52.56,50.46,50.84,51.21
46.42,44.47,42.53,45.82,49.12,52.27,55.41
70.61,70.2,69.79,69.99,70.2,69.22,68.24
95.51,95.4,95.29,95.6,95.92,95.19,94.46
87.49,84.88,82.27,82.27,82.27,83.94,85.61
85.67,88.48,91.28,90.68,90.07,89.38,88.7
42.73,44.26,45.78,44.66,43.55,47.38,51.21
16.14,16.53,16.91,16.2,15.5,14.32,13.14
79.4,81.87,84.34,84.98,85.61,85.66,85.71
82.39,81.82,81.25,81.55,81.85,82.98,84.12
62.97,60.17,57.37,57.72,58.07,61.2,64.32
80.9,82.36,83.83,84.56,85.29,85.61,85.93
43.52,38.06,32.6,34.49,36.39,41.44,46.5
84.88,86.0,87.11,87.12,87.14,87.73,88.32
86.5,86.6,86.69,86.6,86.5,89.21,91.92
92.61,92.14,91.66,89.18,86.69,82.98,79.28
84.88,85.48,86.09,87.04,88.0,88.7,89.4
80.61,77.82,75.04,75.06,75.07,72.64,70.21
88.95,91.15,93.35,93.28,93.22,92.68,92.14
86.5,85.42,84.34,84.84,85.35,85.02,84.69
82.62,78.75,74.88,77.06,79.24,78.1,76.96
20.73,20.46,20.18,19.97,19.77,19.11,18.46
44.13,43.33,42.53,42.06,41.58,37.8,34.02
63.71,63.22,62.72,60.76,58.8,60.29,61.78
64.79,62.62,60.46,57.77,55.08,58.43,61.78
78.86,78.1,77.33,80.53,83.73,85.42,87.11
68.42,68.12,67.81,67.99,68.16,66.75,65.34
54.54,53.28,52.02,50.57,49.12,43.99,38.86
73.93,73.64,73.35,72.8,72.24,73.55,74.86
72.75,73.9,75.04,71.81,68.58,68.25,67.92
76.85,81.52,86.18,86.6,87.01,86.0,84.98
24.51,24.75,24.99,23.74,22.48,23.49,24.51
78.32,78.31,78.29,77.89,77.49,78.38,79.28
60.68,62.1,63.51,66.36,69.21,63.38,57.54
48.97,49.36,49.76,52.0,54.25,52.54,50.83
98.19,97.47,96.75,96.21,95.67,95.58,95.48
84.88,85.62,86.37,86.98,87.58,86.6,85.61
21.2,22.33,23.46,23.46,23.46,21.31,19.16
75.01,74.18,73.35,71.9,70.46,68.5,66.55
92.93,93.64,94.36,94.57,94.78,93.62,92.46
52.21,50.2,48.2,48.92,49.63,50.68,51.72
86.5,83.28,80.07,77.82,75.58,79.22,82.85
94.72,96.2,97.68,96.76,95.83,96.2,96.56
93.51,91.1,88.7,91.02,93.35,88.26,83.16
83.7,84.9,86.09,85.42,84.75,87.81,90.87
41.77,37.36,32.95,33.64,34.32,38.34,42.36
88.19,87.04,85.9,84.08,82.27,83.75,85.23
69.12,70.79,72.46,72.86,73.26,69.3,65.34
40.75,41.99,43.23,43.0,42.76,42.86,42.97
18.15,17.53,16.91,17.5,18.08,16.47,14.86
88.76,87.0,85.23,86.4,87.58,89.5,91.41
80.04,80.64,81.25,84.3,87.36,88.27,89.18
56.06,56.91,57.75,56.92,56.1,55.31,54.52
3.57,3.44,3.31,3.24,3.18,3.37,3.56
78.86,78.29,77.71,79.68,81.66,80.08,78.49
84.08,84.44,84.81,83.08,81.34,81.77,82.21
53.9,54.44,54.98,55.03,55.08,53.54,52.01
29.26,30.06,30.85,31.3,31.74,31.79,31.83
57.91,57.45,56.99,54.22,51.45,49.47,47.49
82.62,77.98,73.35,73.11,72.87,75.52,78.17
70.33,70.69,71.06,72.16,73.26,73.6,73.93
87.49,87.2,86.91,89.3,91.69,92.07,92.46
74.37,79.24,84.11,83.19,82.27,84.96,87.65
58.29,56.32,54.35,54.72,55.08,56.14,57.19
48.97,46.32,43.68,44.34,44.99,43.98,42.97
84.75,83.51,82.27,85.5,88.73,89.9,91.06
52.56,51.74,50.91,52.99,55.08,59.35,63.62
84.43,77.34,70.26,70.36,70.46,70.94,71.42
9.39,9.35,9.3,8.38,7.45,7.41,7.38
38.65,38.44,38.24,37.32,36.39,35.2,34.02
84.43,82.25,80.07,81.33,82.59,85.0,87.4
73.0,76.94,80.87,79.74,78.61,80.04,81.48
77.01,76.38,75.74,76.61,77.49,78.52,79.54
85.2,80.7,76.19,76.95,77.71,75.09,72.47
46.0,43.84,41.67,42.61,43.55,46.2,48.85
38.65,49.14,59.63,59.89,60.14,58.32,56.49
96.37,95.73,95.1,94.76,94.43,95.3,96.18
63.93,66.78,69.63,69.79,69.95,73.46,76.96
37.85,49.96,62.08,53.37,44.67,47.1,49.52
95.29,94.92,94.56,93.08,91.6,91.24,90.87
92.93,91.84,90.74,90.12,89.49,88.38,87.27
41.39,42.54,43.68,45.54,47.41,45.98,44.56
62.27,59.63,56.99,58.14,59.28,60.0,60.73
31.33,30.48,29.64,30.69,31.74,31.79,31.83
10.35,10.3,10.25,10.34,10.44,10.02,9.61
69.95,68.88,67.81,67.22,66.63,66.8,66.96
83.06,78.86,74.66,73.64,72.62,69.95,67.28
73.26,70.86,68.45,68.83,69.21,69.6,69.99
61.45,61.42,61.38,59.73,58.07,59.03,59.99
48.36,48.86,49.35,49.49,49.63,49.13,48.63
29.8,29.46,29.13,30.64,32.16,31.77,31.38
80.04,74.07,68.1,72.98,77.87,76.92,75.97
36.9,40.06,43.23,48.04,52.85,51.84,50.83
51.83,52.62,53.42,52.85,52.28,51.14,50.0
75.9,76.81,77.71,76.79,75.87,73.23,70.59
93.66,94.01,94.36,94.17,93.98,93.3,92.62
75.9,72.67,69.44,68.45,67.46,68.14,68.81
88.09,85.96,83.83,85.39,86.95,88.83,90.71
64.25,64.92,65.58,66.68,67.78,68.29,68.81
88.54,90.1,91.66,89.34,87.01,82.65,78.29
50.43,52.15,53.87,54.26,54.66,55.04,55.41
77.62,77.88,78.13,78.5,78.86,75.54,72.22
65.14,64.12,63.1,58.88,54.66,50.22,45.77
75.01,75.18,75.36,76.61,77.87,80.04,82.21
56.99,55.43,53.87,55.34,56.8,52.39,47.99
78.1,78.67,79.24,76.95,74.66,72.62,70.59
81.41,80.49,79.56,78.53,77.49,77.32,77.15
47.53,46.98,46.42,48.44,50.46,44.94,39.43
67.56,70.72,73.89,72.88,71.86,71.04,70.21
55.27,55.34,55.4,48.49,41.58,40.51,39.43
85.8,88.89,91.98,91.47,90.96,89.72,88.48
63.71,63.4,63.1,65.28,67.46,67.94,68.43
7.55,7.24,6.94,6.51,6.08,6.0,5.92
22.73,23.38,24.04,30.82,37.6,38.52,39.43
60.04,64.92,69.79,72.1,74.4,74.1,73.81
50.02,51.72,53.42,51.27,49.12,47.65,46.18
82.23,83.95,85.67,83.1,80.52,73.36,66.2
67.43,72.26,77.08,73.77,70.46,75.35,80.24
62.62,59.01,55.4,56.1,56.8,55.86,54.93
29.26,28.75,28.24,29.04,29.83,31.05,32.27
7.55,10.73,13.91,12.97,12.03,12.27,12.51
72.17,75.23,78.29,75.26,72.24,81.2,90.17
54.31,51.6,48.9,51.14,53.39,60.13,66.87
23.91,28.02,32.12,36.35,40.59,46.74,52.9
95.51,85.54,75.58,74.83,74.08,76.55,79.03
74.37,76.25,78.13,75.18,72.24,69.6,66.96
4.97,5.34,5.7,5.74,5.79,5.86,5.92
31.77,31.66,31.55,33.62,35.69,34.28,32.88
35.24,35.21,35.18,39.19,43.2,46.02,48.85
45.5,41.34,37.19,48.0,58.8,55.0,51.21
17.83,17.37,16.91,16.46,16.01,14.98,13.94
67.56,66.44,65.33,65.06,64.79,67.14,69.48
44.41,46.66,48.9,47.96,47.02,46.6,46.18
77.62,76.68,75.74,72.76,69.79,78.66,87.52
78.57,81.61,84.65,83.16,81.66,78.0,74.35
60.04,61.23,62.43,60.49,58.55,57.2,55.86
65.14,68.53,71.92,73.5,75.07,71.5,67.92
69.95,68.74,67.53,65.74,63.96,63.57,63.18
80.61,81.52,82.43,85.12,87.81,89.46,91.12
46.42,47.66,48.9,48.6,48.3,46.43,44.56
26.07,26.85,27.63,26.66,25.69,26.34,26.99
77.24,75.74,74.24,72.35,70.46,68.87,67.28
54.54,55.6,56.67,57.61,58.55,55.72,52.9
65.81,64.79,63.77,63.17,62.56,63.01,63.46
64.25,61.94,59.63,61.28,62.94,63.2,63.46
32.92,28.19,23.46,24.32,25.18,30.56,35.93
37.22,31.47,25.72,21.41,17.1,17.16,17.22
27.28,37.31,47.34,47.61,47.88,51.65,55.41
12.77,12.86,12.96,13.1,13.24,12.19,11.14
59.76,59.04,58.33,54.3,50.27,47.54,44.81
94.11,93.36,92.61,90.91,89.21,89.08,88.96
89.49,89.38,89.27,87.28,85.29,82.16,79.03
76.25,79.53,82.81,85.4,88.0,85.74,83.48
19.17,19.96,20.76,22.48,24.2,21.95,19.7
67.43,67.39,67.34,66.32,65.3,65.18,65.05
66.73,64.92,63.1,60.95,58.8,59.22,59.64
37.22,37.51,37.79,43.34,48.9,47.54,46.18
75.01,73.74,72.46,72.16,71.86,73.82,75.78
90.64,89.56,88.48,87.04,85.61,86.0,86.38
30.28,29.71,29.13,29.71,30.28,26.3,22.31
42.73,44.7,46.67,46.46,46.26,48.74,51.21
41.77,42.72,43.68,43.79,43.9,40.63,37.36
90.0,89.64,89.27,88.14,87.01,85.39,83.77
64.25,63.48,62.72,62.64,62.56,62.3,62.03
36.04,34.49,32.95,34.99,37.03,38.48,39.94
26.07,24.54,23.02,21.1,19.17,25.72,32.27
48.97,43.38,37.79,35.1,32.41,31.9,31.38
32.41,39.54,46.67,46.34,46.0,40.51,35.01
65.14,60.27,55.4,53.84,52.28,50.9,49.52
90.42,90.07,89.72,90.21,90.7,90.94,91.18
8.76,9.03,9.3,9.5,9.71,10.18,10.66
81.41,82.44,83.48,83.22,82.97,82.0,81.03
45.5,50.24,54.98,68.78,82.59,77.15,71.71
50.02,57.68,65.33,67.64,69.95,67.32,64.7
46.0,43.84,41.67,41.38,41.1,41.1,41.09
55.68,62.56,69.44,73.19,76.95,73.96,70.97
92.49,91.26,90.04,90.74,91.44,91.79,92.14
63.26,63.18,63.1,64.5,65.9,66.05,66.2
75.9,75.07,74.24,73.46,72.68,71.45,70.21
69.75,69.77,69.79,71.02,72.24,70.97,69.7
86.31,83.84,81.38,78.62,75.87,75.37,74.86
64.25,60.62,56.99,57.77,58.55,58.68,58.82
81.92,84.15,86.37,86.53,86.69,85.84,84.98
37.85,34.11,30.37,30.33,30.28,32.87,35.46
97.45,97.1,96.75,96.24,95.73,97.46,99.2
73.58,75.03,76.47,74.17,71.86,70.78,69.7
49.35,49.35,49.35,47.38,45.4,44.18,42.97
63.93,63.32,62.72,55.51,48.3,54.29,60.28
74.37,73.04,71.7,73.05,74.4,72.91,71.42
69.95,69.2,68.45,71.08,73.7,74.28,74.86
89.68,89.19,88.7,88.64,88.57,90.16,91.76
66.13,69.22,72.3,69.88,67.46,74.47,81.48
11.65,11.74,11.84,12.21,12.58,13.72,14.86
50.02,50.83,51.64,46.11,40.59,47.76,54.93
67.21,66.02,64.82,62.05,59.28,59.05,58.82
80.32,80.53,80.74,80.05,79.37,78.37,77.37
58.87,61.32,63.77,64.68,65.58,61.04,56.49
67.21,64.96,62.72,65.09,67.46,67.94,68.43
68.83,67.73,66.63,66.36,66.09,63.94,61.78
37.22,37.2,37.19,37.92,38.65,31.31,23.97
15.7,16.3,16.91,16.2,15.5,20.0,24.51
61.45,58.42,55.4,43.91,32.41,47.41,62.41
71.03,71.86,72.68,73.19,73.7,76.36,79.03
67.56,67.94,68.32,73.46,78.61,77.6,76.58
57.91,63.48,69.05,60.66,52.28,45.57,38.86
94.33,94.22,94.11,93.26,92.42,81.92,71.42
33.91,34.54,35.18,34.15,33.11,33.56,34.02
21.68,18.67,15.66,14.78,13.91,17.71,21.51
29.8,31.37,32.95,36.55,40.15,38.76,37.36
39.92,38.1,36.29,34.86,33.43,37.05,40.67
63.93,63.18,62.43,65.29,68.16,68.93,69.7
69.95,78.43,86.91,89.26,91.6,89.36,87.11
70.23,69.34,68.45,70.34,72.24,69.4,66.55
83.06,82.49,81.92,82.0,82.08,82.35,82.62
90.64,90.69,90.74,90.72,90.7,94.19,97.68
95.07,94.71,94.36,94.04,93.73,93.35,92.97
84.08,82.17,80.26,80.64,81.03,80.32,79.6
34.29,34.16,34.03,34.17,34.32,32.47,30.62
86.85,87.02,87.2,87.5,87.81,84.93,82.05
57.53,58.31,59.09,58.58,58.07,56.3,54.52
97.9,98.82,99.75,99.8,99.84,95.2,90.55
26.07,26.3,26.52,24.99,23.46,23.22,22.98
54.31,56.03,57.75,49.17,40.59,31.45,22.31
41.39,44.79,48.2,46.6,44.99,43.04,41.09
24.51,25.52,26.52,25.85,25.18,26.58,27.98
82.62,85.82,89.02,91.12,93.22,91.6,89.97
90.42,86.95,83.48,84.24,85.0,86.26,87.52
95.89,95.88,95.86,96.38,96.91,96.44,95.96
71.28,74.6,77.91,72.84,67.78,70.33,72.88
34.29,39.74,45.18,49.92,54.66,50.22,45.77
65.14,67.94,70.74,71.49,72.24,69.76,67.28
37.85,35.82,33.78,35.69,37.6,42.05,46.5
95.32,94.72,94.11,93.33,92.55,91.07,89.59
50.43,58.32,66.22,63.04,59.85,64.78,69.7
39.51,39.06,38.62,40.34,42.06,44.78,47.49
65.81,64.66,63.51,60.57,57.62,61.16,64.7
71.03,67.92,64.82,60.81,56.8,49.89,42.97
66.73,65.78,64.82,64.31,63.8,61.9,59.99
66.73,66.68,66.63,64.78,62.94,64.57,66.2
61.73,60.88,60.04,60.68,61.32,61.34,61.36
66.13,68.2,70.26,70.74,71.22,70.71,70.21
48.97,49.16,49.35,48.61,47.88,48.94,50.0
36.39,34.26,32.12,37.31,42.5,37.39,32.27
76.6,75.63,74.66,74.66,74.66,73.56,72.47
72.56,72.78,73.0,72.0,71.0,72.04,73.07
89.27,90.36,91.44,92.84,94.24,96.08,97.93
28.91,29.88,30.85,38.12,45.4,41.75,38.1
12.77,13.09,13.4,14.18,14.96,14.45,13.94
71.98,70.04,68.1,61.18,54.25,61.34,68.43
61.73,66.0,70.26,69.74,69.21,69.01,68.81
69.95,70.26,70.58,70.39,70.2,72.06,73.93
75.9,74.63,73.35,72.8,72.24,71.42,70.59
92.23,91.68,91.12,92.63,94.14,93.96,93.79
75.01,75.37,75.74,74.3,72.87,71.73,70.59
54.86,57.24,59.63,58.63,57.62,52.06,46.5
73.58,73.46,73.35,77.34,81.34,78.24,75.14
87.49,87.74,88.0,88.2,88.41,88.22,88.03
39.92,38.56,37.19,35.31,33.43,33.72,34.02
80.32,81.12,81.92,85.04,88.16,83.88,79.6
74.37,81.05,87.74,86.44,85.13,81.65,78.17
32.92,34.29,35.66,35.21,34.77,33.07,31.38
66.51,66.37,66.22,76.26,86.31,87.74,89.18
91.53,91.9,92.26,92.01,91.75,91.76,91.76
59.76,64.7,69.63,71.86,74.08,71.26,68.43
60.68,56.16,51.64,51.33,51.03,58.61,66.2
58.87,57.31,55.75,53.6,51.45,48.82,46.18
16.84,20.44,24.04,29.86,35.69,50.0,64.32
89.11,86.72,84.34,83.0,81.66,78.0,74.35
19.17,19.68,20.18,21.33,22.48,19.23,15.98
33.91,32.38,30.85,32.43,34.0,34.01,34.02
79.08,78.86,78.64,79.31,79.97,78.67,77.37
98.95,98.78,98.6,98.28,97.96,98.38,98.79
90.19,85.9,81.6,84.24,86.88,89.92,92.97
89.11,89.84,90.58,90.98,91.37,88.88,86.38
48.97,47.38,45.78,45.02,44.25,45.01,45.77
73.93,68.01,62.08,62.0,61.92,58.89,55.86
83.38,80.4,77.43,77.79,78.16,73.04,67.92
49.7,51.14,52.59,50.0,47.41,42.76,38.1
59.76,65.84,71.92,73.16,74.4,71.02,67.63
94.24,94.18,94.11,95.22,96.34,96.34,96.34
56.99,56.37,55.75,53.82,51.89,48.83,45.77
53.33,52.49,51.64,51.54,51.45,51.73,52.01
84.88,83.98,83.09,83.62,84.15,73.98,63.81
37.22,38.22,39.22,39.9,40.59,43.38,46.18
69.75,74.37,78.99,74.6,70.2,57.98,45.77
61.1,62.96,64.82,74.91,85.0,85.82,86.63
43.52,45.66,47.79,50.32,52.85,55.34,57.83
77.01,74.84,72.68,71.57,70.46,68.71,66.96
36.04,33.44,30.85,30.56,30.28,35.68,41.09
7.13,7.03,6.94,7.05,7.16,7.44,7.73
23.3,22.94,22.57,23.02,23.46,22.88,22.31
62.02,55.46,48.9,45.24,41.58,36.92,32.27
37.85,45.64,53.42,51.94,50.46,49.66,48.85
46.9,52.14,57.37,56.22,55.08,56.01,56.94
71.6,72.47,73.35,73.66,73.96,72.84,71.71
27.28,28.2,29.13,30.07,31.01,30.82,30.62
12.77,12.86,12.96,13.44,13.91,13.52,13.14
97.55,97.62,97.68,95.96,94.24,94.67,95.1
83.06,85.13,87.2,87.28,87.36,84.53,81.7
88.09,87.0,85.9,84.08,82.27,81.58,80.9
60.04,55.25,50.46,51.66,52.85,59.7,66.55
77.87,79.13,80.39,76.5,72.62,70.71,68.81
56.99,57.18,57.37,56.74,56.1,55.0,53.91
86.5,85.96,85.42,84.7,83.99,83.88,83.77
47.18,48.26,49.35,50.62,51.89,52.28,52.67
83.06,81.9,80.74,80.96,81.18,81.1,81.03
87.04,86.14,85.23,85.77,86.31,83.6,80.9
60.04,65.98,71.92,71.73,71.54,70.62,69.7
56.99,58.31,59.63,60.95,62.27,59.91,57.54
44.13,44.66,45.18,45.72,46.26,46.02,45.77
53.61,57.14,60.68,58.74,56.8,54.58,52.36
45.11,43.95,42.79,45.1,47.41,47.28,47.14
19.48,20.12,20.76,22.66,24.55,23.03,21.51
15.15,16.33,17.51,22.1,26.68,30.35,34.02
46.0,45.89,45.78,45.38,44.99,47.91,50.83
10.35,10.6,10.86,10.28,9.71,8.92,8.12
88.54,88.78,89.02,88.8,88.57,89.64,90.71
44.41,47.28,50.14,43.87,37.6,40.29,42.97
91.75,91.44,91.12,90.91,90.7,89.7,88.7
74.88,72.97,71.06,69.42,67.78,69.38,70.97
70.61,68.3,66.0,64.47,62.94,64.0,65.05
51.83,50.36,48.9,48.16,47.41,47.45,47.49
97.77,97.65,97.52,97.14,96.75,93.96,91.18
72.17,71.69,71.22,77.78,84.34,86.0,87.65
22.73,25.71,28.69,27.96,27.22,19.55,11.87
19.48,18.2,16.91,15.08,13.24,14.61,15.98
7.55,8.22,8.88,9.66,10.44,9.92,9.39
56.35,53.76,51.16,50.14,49.12,45.1,41.09
98.89,98.36,97.84,98.72,99.59,99.67,99.75
12.26,11.78,11.3,11.18,11.05,11.46,11.87
81.15,77.7,74.24,71.92,69.6,68.44,67.28
71.28,70.17,69.05,68.82,68.58,67.77,66.96
57.53,54.78,52.02,53.55,55.08,55.0,54.93
85.2,86.84,88.48,84.04,79.59,75.9,72.22
37.85,35.94,34.03,31.24,28.46,27.39,26.32
21.2,24.42,27.63,24.06,20.5,18.86,17.22
53.33,50.99,48.65,44.88,41.1,38.06,35.01
42.73,40.98,39.22,37.8,36.39,26.18,15.98
1.4,1.24,1.08,1.23,1.37,1.61,1.85
49.35,45.51,41.67,42.44,43.2,40.06,36.92
72.75,69.9,67.05,72.38,77.71,80.74,83.77
6.3,6.62,6.94,7.05,7.16,7.27,7.38
79.24,79.24,79.24,77.3,75.36,75.67,75.97
28.91,32.04,35.18,34.3,33.43,30.7,27.98
36.39,38.27,40.15,38.12,36.1,39.23,42.36
6.3,6.0,5.7,5.27,4.84,5.08,5.32
31.33,31.96,32.6,31.8,31.01,27.76,24.51
58.87,55.96,53.04,55.2,57.37,56.61,55.86
5.99,6.46,6.94,6.36,5.79,5.33,4.87
2.39,1.92,1.46,2.32,3.18,3.37,3.56
23.91,25.22,26.52,27.96,29.39,26.18,22.98
37.85,33.49,29.13,33.68,38.24,43.44,48.63
13.69,13.8,13.91,13.91,13.91,13.75,13.59
40.75,39.68,38.62,38.43,38.24,38.17,38.1
28.91,28.0,27.09,27.78,28.46,27.39,26.32
49.35,48.78,48.2,47.23,46.26,44.62,42.97
14.61,15.6,16.59,18.55,20.5,20.77,21.04
47.53,45.38,43.23,43.22,43.2,45.6,47.99
43.52,43.6,43.68,41.42,39.16,36.59,34.02
61.1,59.23,57.37,56.92,56.48,51.98,47.49
39.51,38.88,38.24,39.42,40.59,40.84,41.09
50.02,49.46,48.9,49.26,49.63,49.24,48.85
44.41,46.3,48.2,47.8,47.41,46.28,45.16
27.63,26.09,24.55,25.88,27.22,28.17,29.12
24.9,23.74,22.57,23.56,24.55,25.77,26.99
25.44,26.26,27.09,27.78,28.46,27.89,27.31
30.88,32.65,34.42,33.92,33.43,33.16,32.88
84.08,80.39,76.7,75.2,73.7,74.84,75.97
17.22,17.69,18.15,19.32,20.5,17.98,15.47
42.34,38.76,35.18,39.72,44.25,51.37,58.5
80.61,81.71,82.81,85.2,87.58,86.64,85.71
53.9,53.47,53.04,53.22,53.39,51.93,50.48
72.56,72.96,73.35,77.09,80.83,80.54,80.24
1.05,0.85,0.64,0.43,0.22,0.2,0.19
46.42,46.54,46.67,45.28,43.9,42.96,42.01
19.17,22.44,25.72,37.01,48.3,46.73,45.16
60.68,60.84,61.0,63.15,65.3,62.26,59.23
88.19,87.44,86.69,88.7,90.7,91.8,92.9
40.46,41.07,41.67,43.84,46.0,44.74,43.48
92.2,91.12,90.04,88.36,86.69,89.13,91.57
95.77,96.16,96.56,96.77,96.98,96.55,96.12
93.76,93.68,93.6,93.62,93.63,93.46,93.28
71.28,70.36,69.44,70.33,71.22,71.84,72.47
50.97,47.63,44.29,47.28,50.27,46.14,42.01
81.41,80.84,80.26,81.83,83.41,83.51,83.61
59.41,62.82,66.22,68.51,70.81,65.02,59.23
86.5,85.42,84.34,82.29,80.23,83.94,87.65
6.3,5.7,5.09,4.96,4.84,4.85,4.87
0.67,0.66,0.64,0.82,0.99,0.97,0.95
77.01,82.44,87.87,80.78,73.7,74.58,75.46
18.15,14.72,11.3,11.66,12.03,12.81,13.59
77.24,75.74,74.24,74.66,75.07,77.85,80.62
98.06,97.58,97.1,96.12,95.13,94.26,93.38
62.97,63.24,63.51,62.89,62.27,62.73,63.18
73.93,70.08,66.22,60.44,54.66,57.15,59.64
1.78,1.8,1.81,1.96,2.1,1.98,1.85
6.3,6.0,5.7,5.27,4.84,5.88,6.91
82.39,81.99,81.6,78.33,75.07,75.82,76.58
20.73,25.18,29.64,32.2,34.77,33.52,32.27
72.56,71.89,71.22,71.54,71.86,72.61,73.36
38.43,35.9,33.37,31.38,29.39,30.01,30.62
69.12,64.58,60.04,61.7,63.36,64.35,65.34
43.52,44.65,45.78,45.89,46.0,45.58,45.16
20.73,21.88,23.02,20.55,18.08,18.89,19.7
84.88,81.76,78.64,78.75,78.86,77.0,75.14
44.41,44.79,45.18,47.72,50.27,49.56,48.85
80.04,84.62,89.21,85.9,82.59,79.28,75.97
76.85,75.02,73.19,73.03,72.87,73.34,73.81
6.65,6.68,6.72,6.94,7.16,7.78,8.4
1.4,1.61,1.81,1.85,1.88,1.42,0.95
75.55,75.64,75.74,77.55,79.37,79.48,79.6
48.97,47.38,45.78,43.44,41.1,48.48,55.86
55.68,55.72,55.75,55.41,55.08,53.54,52.01
18.59,17.12,15.66,16.04,16.43,15.18,13.94
58.29,59.38,60.46,63.55,66.63,68.95,71.26
34.73,35.96,37.19,34.47,31.74,31.01,30.27
25.44,21.18,16.91,19.7,22.48,20.82,19.16
31.77,30.7,29.64,31.54,33.43,28.7,23.97
75.9,78.64,81.38,81.98,82.59,80.38,78.17
1.4,1.61,1.81,1.85,1.88,1.86,1.85
47.18,52.08,56.99,58.28,59.57,56.74,53.91
78.1,81.1,84.11,84.86,85.61,83.54,81.48
16.14,16.1,16.05,15.24,14.42,15.42,16.42
43.52,39.24,34.96,39.08,43.2,41.32,39.43
84.08,83.58,83.09,83.92,84.75,83.12,81.48
36.9,40.6,44.29,44.84,45.4,49.66,53.91
40.75,42.79,44.83,47.64,50.46,52.01,53.56
46.42,49.73,53.04,57.34,61.64,62.63,63.62
23.3,24.14,24.99,21.25,17.51,15.32,13.14
47.18,41.94,36.71,37.16,37.6,40.54,43.48
48.36,43.79,39.22,40.4,41.58,44.93,48.28
44.13,49.76,55.4,59.17,62.94,61.61,60.28
30.28,29.12,27.95,29.12,30.28,31.85,33.42
61.1,59.72,58.33,55.59,52.85,52.03,51.21
87.17,88.33,89.49,89.89,90.29,89.43,88.57
86.5,84.38,82.27,82.66,83.06,81.33,79.6
14.61,15.13,15.66,12.46,9.26,9.96,10.66
71.98,66.81,61.64,63.61,65.58,66.06,66.55
36.39,38.48,40.56,33.62,26.68,24.5,22.31
3.28,3.68,4.08,4.0,3.92,3.93,3.95
57.53,57.93,58.33,57.0,55.68,53.7,51.72
2.39,2.85,3.31,4.38,5.44,3.93,2.42
39.51,38.65,37.79,48.82,59.85,59.34,58.82
8.76,9.03,9.3,8.98,8.66,7.62,6.59
50.43,51.04,51.64,53.87,56.1,59.26,62.41
42.73,42.76,42.79,44.1,45.4,43.88,42.36
90.86,89.78,88.7,89.42,90.13,88.62,87.11
89.11,88.56,88.0,88.0,88.0,85.2,82.4
18.15,19.16,20.18,19.42,18.66,20.08,21.51
85.2,82.8,80.39,78.41,76.44,74.9,73.36
69.6,66.68,63.77,63.02,62.27,65.35,68.43
19.48,21.76,24.04,21.9,19.77,19.74,19.7
8.76,8.82,8.88,9.66,10.44,10.02,9.61
73.26,72.97,72.68,67.47,62.27,65.54,68.81
83.38,85.62,87.87,87.5,87.14,85.63,84.12
87.17,87.14,87.11,86.23,85.35,85.64,85.93
