2014 SVI Limited English Ability Data and Encoding,2015 SVI Limited English Ability Data and Encoding,2016 SVI Limited English Ability Data and Encoding,2017 SVI Limited English Ability Data and Encoding,2018 SVI Limited English Ability Data and Encoding,2019 SVI Limited English Ability Data and Encoding,2020 SVI Limited English Ability Data and Encoding
27.6,28.11,28.62,17.84,7.07,7.83,8.59
50.53,50.0,49.47,50.3,51.13,53.12,55.12
51.64,49.22,46.8,53.84,60.87,60.96,61.04
79.05,79.44,79.82,80.47,81.12,78.68,76.23
95.32,95.62,95.92,96.02,96.12,95.68,95.23
89.78,90.34,90.89,90.58,90.26,88.91,87.56
80.74,76.2,71.67,76.03,80.39,78.31,76.23
72.21,70.6,68.99,61.96,54.92,57.98,61.04
68.8,46.45,24.1,41.0,57.91,44.54,31.16
90.0,89.32,88.63,89.03,89.43,91.48,93.54
83.86,86.44,89.02,90.61,92.2,91.24,90.29
99.43,99.49,99.55,99.18,98.82,98.06,97.29
50.68,46.1,41.52,53.55,65.58,72.54,79.5
93.63,93.22,92.8,92.68,92.55,91.5,90.45
58.71,46.78,34.86,17.43,0.0,0.0,0.0
85.0,85.0,85.0,83.06,81.12,81.3,81.48
78.73,79.26,79.78,79.72,79.66,80.06,80.46
93.82,93.71,93.6,93.63,93.66,93.84,94.02
84.43,83.14,81.85,79.62,77.4,73.63,69.86
28.11,41.78,55.46,27.73,0.0,38.12,76.23
83.99,84.22,84.46,82.79,81.12,80.31,79.5
56.96,61.88,66.79,64.95,63.1,62.07,61.04
87.39,88.14,88.89,89.16,89.43,87.98,86.54
91.44,91.29,91.15,90.98,90.8,90.15,89.5
84.18,84.9,85.61,81.51,77.4,81.36,85.33
95.42,96.18,96.94,93.87,90.8,90.84,90.87
95.0,95.54,96.08,96.58,97.07,96.88,96.69
69.18,70.76,72.33,74.32,76.31,76.27,76.23
82.49,83.57,84.65,83.29,81.92,84.9,87.87
88.86,85.85,82.84,81.61,80.39,81.69,83.0
90.54,91.14,91.75,92.15,92.55,93.5,94.46
90.26,90.54,90.83,92.06,93.28,93.5,93.73
59.5,55.56,51.61,46.74,41.87,50.25,58.63
99.46,99.44,99.43,99.46,99.49,99.43,99.36
94.11,90.94,87.77,87.98,88.19,89.0,89.82
15.73,16.83,17.92,26.87,35.82,33.49,31.16
22.03,22.46,22.89,26.3,29.7,30.43,31.16
98.57,98.71,98.85,98.76,98.66,97.96,97.26
86.47,89.54,92.61,90.78,88.95,85.22,81.48
91.02,91.07,91.12,92.0,92.87,92.68,92.49
56.99,59.18,61.38,69.39,77.4,78.45,79.5
53.01,55.26,57.5,63.27,69.05,69.46,69.86
97.99,98.23,98.47,98.38,98.28,98.36,98.44
62.53,68.07,73.61,76.63,79.66,77.94,76.23
73.64,70.04,66.44,70.68,74.91,79.29,83.67
88.0,88.11,88.22,88.58,88.95,89.05,89.15
96.63,96.16,95.7,94.36,93.03,91.74,90.45
84.81,86.62,88.44,89.76,91.09,90.98,90.87
79.31,80.17,81.03,78.67,76.31,75.46,74.6
90.35,90.04,89.72,89.99,90.26,85.87,81.48
99.68,99.6,99.52,99.48,99.43,99.48,99.52
85.1,85.48,85.86,87.4,88.95,88.41,87.87
72.27,73.21,74.15,70.67,67.18,65.66,64.13
75.42,80.12,84.81,73.96,63.1,62.07,61.04
98.19,98.49,98.79,98.1,97.42,97.5,97.58
96.91,95.27,93.63,89.59,85.55,87.68,89.82
93.19,89.7,86.21,84.48,82.74,83.2,83.67
97.42,97.72,98.03,97.08,96.12,96.52,96.91
95.61,95.29,94.97,97.22,99.46,99.35,99.24
98.03,98.08,98.12,98.25,98.38,98.15,97.93
93.76,93.9,94.05,92.16,90.26,89.48,88.7
97.64,97.53,97.42,97.58,97.74,97.66,97.58
37.98,28.19,18.4,20.55,22.7,15.65,8.59
87.58,87.76,87.93,87.39,86.85,86.46,86.06
78.45,72.02,65.58,69.42,73.26,71.56,69.86
87.36,85.37,83.38,69.15,54.92,64.76,74.6
96.02,95.66,95.29,95.7,96.12,95.72,95.32
71.28,61.84,52.4,49.41,46.42,48.96,51.5
93.89,92.55,91.21,92.24,93.28,93.58,93.89
75.1,76.17,77.24,80.82,84.4,85.23,86.06
96.59,96.44,96.28,96.14,95.99,95.76,95.54
96.66,96.01,95.35,90.91,86.47,80.54,74.6
90.13,90.14,90.16,90.48,90.8,89.34,87.87
99.3,99.25,99.2,99.18,99.17,99.09,99.01
89.91,88.82,87.74,84.83,81.92,83.99,86.06
84.62,85.34,86.06,82.27,78.48,80.46,82.43
81.38,81.01,80.64,79.56,78.48,74.17,69.86
85.32,82.3,79.27,77.79,76.31,76.95,77.59
72.68,78.22,83.76,84.08,84.4,77.13,69.86
88.79,89.6,90.42,91.31,92.2,92.24,92.27
55.05,65.73,76.41,78.04,79.66,74.76,69.86
92.68,92.55,92.42,92.48,92.55,92.63,92.71
86.06,86.26,86.47,83.8,81.12,80.31,79.5
87.23,87.0,86.76,86.16,85.55,83.0,80.46
97.13,97.32,97.52,97.88,98.25,98.49,98.73
97.84,97.62,97.39,97.69,97.99,97.18,96.37
85.77,85.93,86.09,86.7,87.3,87.16,87.01
99.87,99.84,99.81,99.76,99.71,99.7,99.68
90.32,89.08,87.84,89.67,91.5,91.6,91.69
96.78,97.42,98.06,98.66,99.27,99.28,99.3
73.93,69.17,64.41,62.64,60.87,72.56,84.25
96.53,96.52,96.5,96.6,96.69,96.34,95.99
88.16,88.97,89.78,88.76,87.74,89.89,92.04
81.41,81.71,82.01,81.2,80.39,76.57,72.76
88.57,89.02,89.46,89.02,88.57,88.22,87.87
86.56,88.06,89.56,88.43,87.3,85.78,84.25
83.7,83.86,84.02,82.97,81.92,81.7,81.48
93.44,93.63,93.82,93.64,93.47,94.11,94.75
92.65,93.38,94.11,94.64,95.16,93.82,92.49
76.7,78.57,80.45,83.19,85.93,86.0,86.06
97.2,98.08,98.95,99.08,99.2,98.84,98.47
82.87,88.68,94.49,93.34,92.2,92.24,92.27
50.75,52.08,53.42,34.1,14.77,28.87,42.97
98.12,98.17,98.22,98.33,98.44,98.36,98.28
84.21,82.34,80.48,80.07,79.66,78.62,77.59
91.95,91.9,91.85,91.9,91.95,87.48,83.0
96.82,97.48,98.15,96.66,95.16,94.7,94.24
86.5,87.01,87.52,87.63,87.74,87.65,87.56
92.61,92.92,93.22,94.54,95.86,96.28,96.69
78.22,78.38,78.54,77.97,77.4,75.08,72.76
99.75,99.7,99.65,99.66,99.68,99.65,99.62
88.19,88.35,88.51,86.18,83.86,84.06,84.25
91.24,91.05,90.86,90.75,90.64,91.07,91.5
74.79,76.53,78.26,77.83,77.4,78.0,78.61
85.96,86.6,87.23,85.54,83.86,83.14,82.43
76.41,76.57,76.73,76.52,76.31,71.16,66.01
94.68,94.22,93.76,94.88,95.99,95.75,95.51
99.94,99.97,100.0,99.98,99.97,99.98,100.0
81.63,82.03,82.43,79.92,77.4,78.45,79.5
80.96,79.94,78.92,78.7,78.48,76.54,74.6
35.98,36.14,36.29,18.14,0.0,0.0,0.0
77.01,80.56,84.11,85.92,87.74,88.88,90.01
87.2,87.46,87.71,87.95,88.19,85.31,82.43
75.14,70.1,65.07,55.74,46.42,50.77,55.12
94.08,95.92,97.77,94.02,90.26,85.36,80.46
88.98,89.54,90.1,90.05,90.0,91.14,92.27
95.29,95.34,95.38,94.12,92.87,91.44,90.01
89.88,89.91,89.94,88.84,87.74,88.22,88.7
84.91,84.83,84.75,84.84,84.94,85.98,87.01
80.29,74.66,69.02,66.06,63.1,67.93,72.76
91.75,92.01,92.26,93.34,94.43,95.62,96.82
88.7,88.89,89.08,87.32,85.55,83.52,81.48
85.99,81.34,76.7,77.05,77.4,80.2,83.0
99.62,99.76,99.9,99.78,99.65,99.8,99.94
81.09,78.66,76.22,63.67,51.13,25.56,0.0
81.76,83.03,84.3,81.39,78.48,77.35,76.23
84.5,85.47,86.44,86.0,85.55,79.16,72.76
93.22,84.22,75.23,80.58,85.93,90.91,95.89
95.64,96.21,96.78,97.1,97.42,96.48,95.54
90.96,90.75,90.54,85.83,81.12,83.22,85.33
93.12,93.33,93.54,92.63,91.72,91.7,91.69
64.22,65.92,67.62,64.24,60.87,60.96,61.04
94.65,93.76,92.87,94.18,95.48,95.12,94.75
79.75,70.22,60.68,57.8,54.92,51.14,47.36
98.25,98.41,98.57,97.87,97.17,97.33,97.49
82.81,81.2,79.59,77.95,76.31,74.54,72.76
89.05,88.24,87.42,85.91,84.4,87.2,90.01
87.97,88.11,88.25,87.78,87.3,86.92,86.54
85.71,87.02,88.32,88.64,88.95,90.06,91.18
95.1,94.42,93.73,92.84,91.95,90.98,90.01
94.56,92.32,90.07,89.88,89.68,91.61,93.54
90.42,91.86,93.31,92.93,92.55,92.86,93.16
76.47,77.68,78.89,78.14,77.4,69.22,61.04
0.0,44.3,88.6,92.01,95.42,47.71,0.0
77.78,77.27,76.76,75.83,74.91,74.76,74.6
91.09,90.07,89.05,83.76,78.48,78.54,78.61
82.74,80.42,78.1,70.6,63.1,68.85,74.6
88.32,88.51,88.7,89.48,90.26,90.35,90.45
94.97,95.42,95.86,90.7,85.55,87.52,89.5
77.4,84.0,90.61,90.44,90.26,90.98,91.69
24.36,25.79,27.22,48.87,70.52,73.38,76.23
94.43,92.57,90.7,87.28,83.86,86.28,88.7
85.86,85.62,85.39,87.82,90.26,90.56,90.87
94.33,94.44,94.56,94.49,94.43,92.65,90.87
99.9,99.88,99.87,99.88,99.9,99.88,99.87
82.3,80.32,78.35,78.42,78.48,82.51,86.54
91.31,90.53,89.75,92.94,96.12,94.46,92.81
91.79,92.06,92.33,92.6,92.87,93.12,93.38
73.45,76.44,79.43,77.87,76.31,80.28,84.25
79.78,83.42,87.07,87.63,88.19,87.6,87.01
90.07,90.51,90.96,89.13,87.3,90.06,92.81
70.77,74.5,78.22,80.48,82.74,68.93,55.12
91.21,90.72,90.23,90.24,90.26,90.14,90.01
99.36,99.34,99.33,99.11,98.89,99.22,99.55
77.27,76.9,76.54,69.82,63.1,60.86,58.63
76.44,38.22,0.0,17.91,35.82,36.45,37.08
91.69,91.0,90.32,89.26,88.19,88.67,89.15
94.59,94.44,94.3,94.43,94.56,94.74,94.91
54.09,40.98,27.86,25.28,22.7,23.43,24.16
86.28,82.34,78.41,81.98,85.55,87.52,89.5
89.49,87.72,85.96,83.94,81.92,81.19,80.46
98.34,97.94,97.55,97.88,98.22,98.52,98.82
72.87,68.58,64.28,62.58,60.87,54.12,47.36
39.32,44.36,49.41,50.27,51.13,56.09,61.04
86.41,87.25,88.09,88.33,88.57,85.78,83.0
75.49,75.34,75.2,71.19,67.18,66.6,66.01
63.83,68.26,72.68,72.19,71.7,74.65,77.59
98.95,99.03,99.11,98.88,98.66,98.36,98.06
96.94,96.84,96.75,96.44,96.12,95.18,94.24
86.25,84.88,83.51,83.68,83.86,82.16,80.46
95.57,96.0,96.43,96.62,96.82,96.82,96.82
99.97,99.96,99.94,99.97,100.0,99.98,99.97
65.2,61.18,57.15,49.51,41.87,48.5,55.12
63.77,64.47,65.17,65.38,65.58,63.31,61.04
98.44,98.36,98.28,98.2,98.12,95.46,92.81
81.85,83.76,85.67,80.99,76.31,76.95,77.59
73.13,44.43,15.73,11.4,7.07,11.55,16.04
98.85,99.12,99.4,99.24,99.08,98.92,98.76
85.42,84.06,82.71,78.81,74.91,71.52,68.14
0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.57,82.92,84.27,80.84,77.4,76.0,74.6
82.2,82.09,81.98,79.69,77.4,75.08,72.76
67.11,63.15,59.18,60.02,60.87,66.13,71.39
84.15,84.18,84.21,85.53,86.85,86.93,87.01
12.93,15.03,17.13,15.95,14.77,7.38,0.0
18.08,22.44,26.81,40.86,54.92,67.21,79.5
65.78,67.64,69.5,75.31,81.12,79.87,78.61
89.97,90.3,90.64,90.16,89.68,87.5,85.33
90.51,92.71,94.91,95.2,95.48,93.33,91.18
94.46,94.96,95.45,94.0,92.55,92.86,93.16
88.38,86.93,85.48,83.3,81.12,79.87,78.61
58.87,58.32,57.78,66.34,74.91,73.84,72.76
91.91,90.34,88.76,90.9,93.03,93.64,94.24
96.69,95.94,95.19,95.34,95.48,96.2,96.91
89.68,89.98,90.29,90.9,91.5,90.76,90.01
86.63,88.34,90.04,59.87,29.7,38.53,47.36
100.0,99.98,99.97,99.96,99.94,99.92,99.9
86.85,87.2,87.55,80.4,73.26,62.38,51.5
93.47,87.7,81.92,52.31,22.7,26.93,31.16
71.0,75.71,80.42,47.6,14.77,15.4,16.04
97.17,95.32,93.47,93.56,93.66,93.24,92.81
86.98,85.14,83.29,86.64,90.0,92.88,95.77
94.49,94.25,94.01,94.03,94.05,93.97,93.89
77.68,78.08,78.48,78.48,78.48,79.47,80.46
95.16,94.04,92.93,91.6,90.26,70.88,51.5
93.7,94.19,94.68,95.08,95.48,96.24,97.01
68.45,65.69,62.94,42.82,22.7,23.43,24.16
98.41,98.17,97.93,97.37,96.82,97.12,97.42
85.13,83.54,81.95,80.8,79.66,79.58,79.5
95.99,95.56,95.13,94.84,94.56,94.05,93.54
59.82,62.59,65.36,70.84,76.31,77.46,78.61
50.84,57.03,63.23,64.4,65.58,65.8,66.01
66.51,66.9,67.3,64.09,60.87,58.0,55.12
92.74,94.56,96.37,96.42,96.47,94.64,92.81
95.54,95.84,96.15,96.31,96.47,96.53,96.59
99.4,99.34,99.27,99.04,98.82,98.71,98.6
74.43,73.72,73.0,70.09,67.18,65.66,64.13
84.65,84.51,84.37,84.96,85.55,85.44,85.33
76.79,79.59,82.39,83.4,84.4,83.7,83.0
90.19,91.77,93.35,93.96,94.56,94.51,94.46
93.31,92.29,91.28,91.26,91.24,91.21,91.18
68.39,73.52,78.64,80.94,83.25,85.4,87.56
99.84,99.8,99.75,99.76,99.78,99.76,99.75
91.05,91.36,91.66,92.66,93.66,93.41,93.16
90.64,90.66,90.67,91.31,91.95,92.66,93.38
76.57,77.62,78.67,77.49,76.31,72.23,68.14
82.08,79.82,77.55,80.97,84.4,84.04,83.67
98.15,98.32,98.5,98.31,98.12,97.24,96.37
85.45,85.38,85.32,84.86,84.4,84.32,84.25
78.51,80.55,82.59,84.26,85.93,84.18,82.43
98.22,97.85,97.48,97.45,97.42,98.0,98.57
79.56,79.97,80.39,81.82,83.25,85.56,87.87
68.55,65.02,61.48,65.26,69.05,71.82,74.6
99.04,99.2,99.36,99.18,99.01,98.52,98.03
84.56,82.56,80.55,74.8,69.05,70.9,72.76
99.81,99.82,99.84,99.86,99.87,99.86,99.84
98.28,97.77,97.26,96.69,96.12,94.92,93.73
65.01,70.58,76.15,79.44,82.74,84.04,85.33
52.98,54.82,56.67,59.88,63.1,60.86,58.63
78.61,77.02,75.42,74.34,73.26,74.74,76.23
49.92,47.23,44.54,43.21,41.87,39.48,37.08
49.82,51.86,53.9,54.41,54.92,27.46,0.0
58.93,57.09,55.24,55.08,54.92,56.78,58.63
68.48,68.51,68.55,65.82,63.1,57.3,51.5
64.25,59.09,53.93,47.9,41.87,46.68,51.5
39.96,45.02,50.08,56.59,63.1,59.11,55.12
49.95,24.98,0.0,42.47,84.94,84.6,84.25
67.27,70.07,72.87,67.99,63.1,62.07,61.04
44.99,46.29,47.6,56.59,65.58,60.35,55.12
20.73,22.58,24.42,23.56,22.7,23.43,24.16
88.89,87.17,85.45,84.93,84.4,80.99,77.59
37.85,41.07,44.29,36.99,29.7,22.87,16.04
61.19,56.44,51.7,33.24,14.77,7.38,0.0
17.41,39.87,62.34,42.52,22.7,40.67,58.63
87.17,87.17,87.17,87.24,87.3,87.43,87.56
92.1,91.64,91.18,90.99,90.8,88.67,86.54
66.79,69.18,71.57,73.94,76.31,75.46,74.6
55.81,58.2,60.59,63.08,65.58,64.85,64.13
81.18,81.68,82.17,81.28,80.39,78.99,77.59
68.23,67.42,66.6,66.89,67.18,66.6,66.01
59.41,61.76,64.12,59.52,54.92,57.98,61.04
75.26,75.72,76.19,75.55,74.91,73.84,72.76
83.13,82.84,82.55,74.06,65.58,63.31,61.04
74.98,72.59,70.2,69.62,69.05,68.6,68.14
72.56,71.97,71.38,77.62,83.86,72.45,61.04
84.4,83.68,82.97,81.68,80.39,77.5,74.6
51.35,49.1,46.86,38.28,29.7,26.93,24.16
16.97,12.83,8.69,7.88,7.07,7.83,8.59
30.12,27.62,25.12,27.41,29.7,26.93,24.16
62.08,63.78,65.49,66.33,67.18,69.28,71.39
52.12,51.12,50.11,42.96,35.82,22.2,8.59
24.32,20.85,17.38,20.04,22.7,23.43,24.16
33.75,32.6,31.45,23.11,14.77,15.4,16.04
32.92,36.97,41.01,24.04,7.07,15.62,24.16
26.04,23.62,21.2,17.98,14.77,11.68,8.59
21.71,24.75,27.79,28.74,29.7,22.87,16.04
20.76,19.86,18.97,16.87,14.77,15.4,16.04
19.48,18.48,17.48,20.09,22.7,19.37,16.04
27.92,23.67,19.42,17.1,14.77,19.46,24.16
24.86,26.8,28.75,25.72,22.7,23.43,24.16
87.04,86.86,86.69,88.18,89.68,90.59,91.5
73.29,74.42,75.55,74.4,73.26,72.32,71.39
46.32,40.2,34.07,20.57,7.07,11.55,16.04
40.24,26.48,12.73,29.57,46.42,53.73,61.04
53.65,58.04,62.43,52.15,41.87,36.52,31.16
6.34,13.23,20.12,21.41,22.7,19.37,16.04
84.72,85.0,85.29,86.3,87.3,88.22,89.15
38.68,33.57,28.46,32.14,35.82,39.4,42.97
27.28,26.55,25.82,20.29,14.77,19.46,24.16
34.13,35.34,36.55,36.18,35.82,29.99,24.16
8.15,9.71,11.27,9.17,7.07,3.54,0.0
12.42,23.92,35.43,38.65,41.87,33.02,24.16
41.01,45.02,49.03,42.42,35.82,29.99,24.16
24.26,20.3,16.33,15.55,14.77,11.68,8.59
40.66,36.08,31.49,23.13,14.77,22.96,31.16
28.75,30.55,32.35,37.11,41.87,55.0,68.14
27.54,30.02,32.51,34.16,35.82,36.45,37.08
54.0,52.36,50.72,52.82,54.92,59.53,64.13
15.82,13.21,10.6,8.83,7.07,11.55,16.04
11.49,10.12,8.76,7.92,7.07,7.83,8.59
79.24,78.57,77.91,79.15,80.39,81.69,83.0
41.29,35.78,30.28,38.35,46.42,53.73,61.04
6.97,6.12,5.28,6.18,7.07,3.54,0.0
69.44,75.47,81.5,82.38,83.25,84.66,86.06
0.0,0.0,0.0,7.38,14.77,19.46,24.16
12.64,11.36,10.09,5.04,0.0,0.0,0.0
40.37,42.7,45.02,48.08,51.13,44.1,37.08
61.03,47.45,33.87,42.5,51.13,49.24,47.36
94.27,94.24,94.21,94.38,94.56,94.66,94.75
61.99,64.72,67.46,67.32,67.18,69.28,71.39
61.32,56.84,52.37,47.12,41.87,25.23,8.59
15.5,10.1,4.71,20.27,35.82,33.49,31.16
46.93,42.34,37.76,39.82,41.87,36.52,31.16
71.06,69.55,68.04,69.87,71.7,74.65,77.59
49.76,43.17,36.58,33.14,29.7,30.43,31.16
7.48,6.88,6.27,6.67,7.07,7.83,8.59
31.74,34.24,36.74,29.72,22.7,26.93,31.16
12.13,23.92,35.72,38.8,41.87,55.0,68.14
82.14,74.64,67.14,54.5,41.87,58.24,74.6
38.52,35.48,32.44,23.6,14.77,19.46,24.16
33.01,35.0,36.99,36.4,35.82,33.49,31.16
49.35,47.17,44.99,40.4,35.82,29.99,24.16
81.66,81.24,80.83,80.97,81.12,79.87,78.61
66.54,66.86,67.18,59.16,51.13,47.05,42.97
0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.34,42.64,25.95,38.54,51.13,54.88,58.63
64.92,62.36,59.79,58.85,57.91,58.27,58.63
75.36,69.2,63.04,57.08,51.13,25.56,0.0
7.58,15.76,23.94,23.32,22.7,37.1,51.5
36.93,41.5,46.07,30.42,14.77,22.96,31.16
14.23,12.07,9.9,19.8,29.7,38.53,47.36
22.48,25.88,29.29,26.0,22.7,32.84,42.97
89.4,88.49,87.58,87.88,88.19,88.67,89.15
57.53,54.28,51.03,52.97,54.92,46.0,37.08
58.2,56.31,54.41,45.12,35.82,53.6,71.39
8.31,22.22,36.13,32.92,29.7,22.87,16.04
8.56,9.65,10.73,5.36,0.0,8.02,16.04
47.25,32.22,17.19,19.94,22.7,32.84,42.97
7.39,9.18,10.98,5.49,0.0,4.3,8.59
53.33,52.89,52.44,51.78,51.13,51.32,51.5
39.41,32.34,25.28,27.49,29.7,22.87,16.04
39.92,22.78,5.64,2.82,0.0,15.58,31.16
82.9,78.55,74.21,73.74,73.26,72.32,71.39
15.22,14.54,13.85,6.93,0.0,0.0,0.0
50.27,59.66,69.05,64.96,60.87,59.75,58.63
56.8,62.36,67.91,69.22,70.52,56.74,42.97
15.63,18.39,21.14,21.92,22.7,19.37,16.04
40.11,49.89,59.66,55.4,51.13,44.1,37.08
49.79,48.12,46.45,48.79,51.13,49.24,47.36
29.8,24.82,19.83,17.3,14.77,15.4,16.04
25.28,46.78,68.29,73.39,78.48,76.54,74.6
35.56,41.49,47.41,38.56,29.7,30.43,31.16
92.8,93.12,93.44,93.55,93.66,93.84,94.02
21.68,26.09,30.5,36.18,41.87,36.52,31.16
65.68,63.55,61.41,48.61,35.82,33.49,31.16
74.4,73.16,71.92,72.59,73.26,72.32,71.39
54.38,56.32,58.26,58.08,57.91,56.52,55.12
19.71,23.2,26.68,24.69,22.7,19.37,16.04
77.97,79.07,80.17,77.54,74.91,73.84,72.76
14.45,17.67,20.89,10.44,0.0,0.0,0.0
21.55,25.44,29.32,32.57,35.82,29.99,24.16
71.09,74.74,78.38,77.34,76.31,73.08,69.86
31.14,34.49,37.85,30.28,22.7,35.03,47.36
8.76,6.86,4.97,2.48,0.0,8.02,16.04
67.59,68.78,69.98,72.45,74.91,73.15,71.39
70.42,70.24,70.07,72.49,74.91,78.19,81.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.84,55.38,56.92,51.67,46.42,35.29,24.16
27.0,26.51,26.01,20.39,14.77,15.4,16.04
57.94,49.02,40.11,40.99,41.87,39.48,37.08
21.52,19.02,16.52,15.65,14.77,11.68,8.59
70.01,66.86,63.71,66.38,69.05,67.53,66.01
41.45,36.8,32.16,23.46,14.77,15.4,16.04
31.1,26.9,22.7,14.89,7.07,29.28,51.5
67.02,68.32,69.63,70.08,70.52,68.26,66.01
92.17,92.92,93.66,93.52,93.38,93.04,92.71
25.02,19.52,14.01,14.39,14.77,15.4,16.04
17.19,8.6,0.0,0.0,0.0,0.0,0.0
85.23,84.86,84.5,83.88,83.25,81.38,79.5
47.53,47.31,47.09,51.0,54.92,61.53,68.14
74.31,73.7,73.1,72.4,71.7,65.17,58.63
0.0,0.0,0.0,0.0,0.0,4.3,8.59
49.89,49.11,48.33,47.38,46.42,53.73,61.04
35.34,52.58,69.82,46.26,22.7,35.03,47.36
92.84,93.97,95.1,93.52,91.95,92.0,92.04
80.17,78.04,75.9,66.9,57.91,71.08,84.25
0.0,0.0,0.0,3.54,7.07,11.55,16.04
75.74,76.94,78.13,83.16,88.19,87.6,87.01
90.23,88.18,86.12,88.46,90.8,89.98,89.15
54.35,55.05,55.75,55.34,54.92,51.14,47.36
94.24,94.88,95.51,95.68,95.86,95.92,95.99
58.39,61.52,64.66,68.96,73.26,60.31,47.36
52.47,50.59,48.71,24.36,0.0,0.0,0.0
47.98,57.07,66.16,65.87,65.58,58.54,51.5
98.38,97.78,97.17,97.12,97.07,97.86,98.66
97.52,97.98,98.44,97.85,97.26,97.66,98.06
46.42,48.09,49.76,42.79,35.82,52.84,69.86
77.84,77.62,77.4,74.55,71.7,68.86,66.01
68.29,67.64,66.99,67.08,67.18,68.52,69.86
67.81,67.0,66.19,33.1,0.0,0.0,0.0
52.79,59.73,66.67,64.88,63.1,63.62,64.13
55.84,44.73,33.62,31.66,29.7,19.14,8.59
35.78,39.97,44.16,45.29,46.42,41.75,37.08
52.63,39.24,25.85,24.28,22.7,19.37,16.04
82.65,82.34,82.04,82.95,83.86,85.2,86.54
83.41,79.88,76.35,75.63,74.91,73.84,72.76
69.4,60.72,52.05,46.96,41.87,55.86,69.86
22.22,31.76,41.29,51.08,60.87,62.5,64.13
29.32,33.56,37.79,36.8,35.82,39.4,42.97
64.95,66.0,67.05,66.32,65.58,65.8,66.01
48.97,59.33,69.69,66.4,63.1,63.62,64.13
73.54,64.74,55.94,39.32,22.7,45.42,68.14
93.51,93.6,93.7,93.28,92.87,91.66,90.45
99.65,99.57,99.49,99.52,99.55,99.43,99.3
24.58,21.7,18.82,20.76,22.7,29.89,37.08
88.22,88.38,88.54,88.74,88.95,89.22,89.5
92.39,92.88,93.38,94.19,95.0,95.38,95.77
56.42,57.22,58.01,59.44,60.87,51.92,42.97
83.89,83.66,83.44,82.28,81.12,82.4,83.67
50.18,60.03,69.88,72.4,74.91,78.19,81.48
65.9,68.18,70.46,66.78,63.1,60.86,58.63
96.08,95.94,95.8,95.72,95.64,96.23,96.82
56.29,54.61,52.94,55.42,57.91,65.33,72.76
99.17,99.09,99.01,99.06,99.11,99.04,98.98
20.5,24.61,28.72,21.74,14.77,7.38,0.0
98.6,98.68,98.76,98.65,98.54,98.19,97.84
81.98,80.5,79.02,77.67,76.31,74.54,72.76
44.51,49.12,53.74,50.08,46.42,44.7,42.97
28.56,37.12,45.69,40.75,35.82,43.66,51.5
90.83,90.92,91.02,90.91,90.8,91.15,91.5
56.13,49.81,43.49,42.68,41.87,44.62,47.36
63.87,64.33,64.79,57.96,51.13,41.14,31.16
80.61,82.62,84.62,85.08,85.55,86.28,87.01
81.82,80.31,78.8,77.55,76.31,73.85,71.39
16.46,25.5,34.54,32.12,29.7,36.34,42.97
78.99,80.38,81.76,81.84,81.92,81.19,80.46
90.86,91.61,92.36,92.7,93.03,92.54,92.04
78.7,80.46,82.23,83.58,84.94,81.77,78.61
23.81,29.94,36.07,29.38,22.7,15.65,8.59
81.88,81.63,81.38,81.25,81.12,81.3,81.48
65.84,64.25,62.66,56.9,51.13,41.14,31.16
84.05,86.31,88.57,89.6,90.64,89.67,88.7
61.13,62.07,63.01,49.42,35.82,45.47,55.12
86.53,86.42,86.31,86.58,86.85,87.78,88.7
68.93,68.14,67.34,65.22,63.1,60.86,58.63
24.61,27.51,30.4,30.05,29.7,40.6,51.5
73.67,73.16,72.65,69.91,67.18,67.66,68.14
0.0,12.34,24.67,30.24,35.82,17.91,0.0
91.56,90.58,89.59,89.64,89.68,89.84,90.01
79.08,79.54,80.01,76.64,73.26,72.32,71.39
61.38,65.64,69.91,70.81,71.7,72.23,72.76
97.93,97.9,97.87,97.93,97.99,97.96,97.93
11.43,12.58,13.72,21.71,29.7,30.43,31.16
54.19,48.94,43.68,45.05,46.42,44.7,42.97
10.63,11.0,11.37,9.22,7.07,7.83,8.59
7.86,7.21,6.56,6.82,7.07,7.83,8.59
5.67,5.88,6.08,6.58,7.07,22.08,37.08
34.35,36.86,39.38,31.04,22.7,19.37,16.04
41.67,30.85,20.03,10.02,0.0,0.0,0.0
0.0,7.24,14.49,10.78,7.07,3.54,0.0
17.89,24.13,30.37,22.57,14.77,34.95,55.12
22.73,23.96,25.18,19.98,14.77,11.68,8.59
74.66,72.91,71.16,70.84,70.52,61.01,51.5
39.22,36.94,34.67,46.29,57.91,59.48,61.04
25.25,27.35,29.45,22.11,14.77,15.4,16.04
23.05,21.52,19.99,17.38,14.77,7.38,0.0
36.04,37.68,39.32,31.01,22.7,19.37,16.04
59.28,67.94,76.6,82.78,88.95,89.91,90.87
19.8,16.89,13.98,10.52,7.07,3.54,0.0
6.43,6.46,6.49,6.78,7.07,7.83,8.59
51.93,48.03,44.13,43.0,41.87,39.48,37.08
16.71,18.32,19.93,21.32,22.7,23.43,24.16
10.09,16.62,23.15,18.96,14.77,11.68,8.59
9.74,9.8,9.87,12.32,14.77,19.46,24.16
