2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding
54.7,52.84,50.97,53.92,56.86,57.12,57.38
37.57,48.68,59.79,59.98,60.17,60.83,61.49
18.37,15.49,12.61,18.39,24.16,22.0,19.83
77.17,78.1,79.02,77.88,76.73,78.18,79.63
3.88,4.96,6.05,4.96,3.88,1.94,0.0
0.0,3.76,7.51,15.84,24.16,27.55,30.94
92.49,92.42,92.36,92.06,91.75,92.48,93.22
59.98,57.34,54.7,53.36,52.02,54.21,56.4
30.05,31.14,32.22,19.56,6.91,6.99,7.07
41.83,45.14,48.46,50.9,53.33,47.2,41.06
45.94,39.0,32.06,43.89,55.71,54.79,53.88
6.62,19.72,32.82,23.97,15.12,7.56,0.0
41.96,44.64,47.31,49.06,50.81,54.1,57.38
82.08,79.1,76.12,77.77,79.43,80.64,81.86
88.54,88.68,88.83,88.56,88.28,86.93,85.58
89.4,90.1,90.8,90.82,90.83,90.56,90.29
21.59,29.58,37.57,41.02,44.48,33.33,22.18
21.62,31.0,40.37,37.14,33.91,32.43,30.94
5.67,16.65,27.63,31.72,35.82,39.92,44.02
23.97,25.34,26.71,23.14,19.58,26.1,32.62
54.76,52.59,50.43,57.6,64.76,64.03,63.3
0.0,0.0,0.0,0.0,0.0,3.54,7.07
53.52,41.48,29.45,28.72,27.98,36.71,45.45
96.94,97.15,97.36,97.52,97.68,97.55,97.42
47.98,48.63,49.28,49.38,49.47,59.81,70.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.5,91.47,91.44,91.23,91.02,90.66,90.29
77.11,74.04,70.96,64.42,57.88,61.02,64.16
13.85,10.28,6.72,6.11,5.51,6.29,7.07
48.77,53.94,59.12,57.41,55.71,48.38,41.06
18.15,11.94,5.73,11.64,17.54,18.69,19.83
70.58,70.32,70.07,71.01,71.95,63.58,55.22
67.27,76.24,85.2,80.76,76.31,79.26,82.21
62.43,61.3,60.17,56.1,52.02,51.8,51.59
83.06,82.47,81.88,79.56,77.24,75.3,73.36
74.21,64.76,55.3,56.08,56.86,61.72,66.58
56.22,53.9,51.58,54.22,56.86,54.22,51.59
90.42,90.53,90.64,90.99,91.34,91.0,90.67
84.15,79.82,75.49,71.02,66.54,71.92,77.31
90.58,90.84,91.09,91.26,91.44,91.87,92.3
79.34,78.75,78.16,78.67,79.18,79.52,79.85
79.66,79.44,79.21,78.86,78.51,80.9,83.29
43.33,48.33,53.33,52.07,50.81,46.64,42.46
18.21,20.39,22.57,22.36,22.16,15.41,8.66
17.96,15.32,12.67,15.11,17.54,13.78,10.03
56.92,60.22,63.51,65.03,66.54,66.2,65.85
50.56,53.72,56.89,58.1,59.31,59.35,59.39
63.01,63.07,63.13,64.42,65.71,63.1,60.5
25.18,35.29,45.4,43.56,41.71,32.79,23.87
12.83,17.11,21.39,23.59,25.79,26.39,26.99
52.5,47.23,41.96,41.16,40.37,39.17,37.97
59.82,59.71,59.6,60.53,61.45,64.02,66.58
29.42,24.6,19.77,25.88,32.0,29.49,26.99
32.98,32.16,31.33,25.46,19.58,16.52,13.46
26.42,34.16,41.9,43.19,44.48,37.71,30.94
16.56,20.33,24.1,21.84,19.58,16.52,13.46
51.99,52.77,53.55,53.44,53.33,56.92,60.5
31.68,33.2,34.73,29.44,24.16,24.02,23.87
30.09,26.66,23.24,28.58,33.91,37.48,41.06
98.44,98.43,98.41,98.5,98.6,98.62,98.63
30.91,35.68,40.46,27.79,15.12,18.65,22.18
6.53,12.7,18.88,19.23,19.58,20.88,22.18
46.07,50.51,54.95,54.72,54.5,52.57,50.64
66.28,59.2,52.12,54.49,56.86,49.66,42.46
41.9,30.94,19.99,17.56,15.12,16.6,18.08
15.82,15.84,15.85,12.14,8.44,10.95,13.46
13.02,14.56,16.11,12.28,8.44,10.15,11.87
34.1,33.11,32.12,33.02,33.91,34.3,34.69
48.81,47.4,46.0,45.24,44.48,50.93,57.38
4.87,5.89,6.91,12.22,17.54,25.08,32.62
29.35,31.72,34.1,29.94,25.79,28.36,30.94
26.68,23.08,19.48,19.53,19.58,17.72,15.85
58.64,58.29,57.94,61.35,64.76,68.06,71.36
90.67,89.71,88.76,88.84,88.92,89.38,89.85
28.3,21.28,14.26,10.58,6.91,5.03,3.15
9.01,11.88,14.74,18.45,22.16,21.0,19.83
7.39,12.22,17.06,21.42,25.79,22.81,19.83
60.11,58.06,56.0,54.67,53.33,49.39,45.45
45.27,51.21,57.15,60.23,63.32,50.64,37.97
23.94,19.86,15.79,13.07,10.35,11.9,13.46
15.7,14.68,13.66,16.62,19.58,31.02,42.46
30.98,24.16,17.35,16.24,15.12,21.06,26.99
37.44,33.2,28.97,23.26,17.54,15.5,13.46
5.95,7.71,9.46,12.29,15.12,19.5,23.87
15.41,19.56,23.72,23.94,24.16,20.0,15.85
38.87,39.94,41.01,42.09,43.17,37.9,32.62
14.17,27.67,41.17,30.38,19.58,16.52,13.46
93.38,93.33,93.28,93.1,92.93,93.08,93.22
60.49,60.95,61.41,66.86,72.3,73.97,75.65
17.77,15.93,14.1,16.84,19.58,26.1,32.62
35.18,36.68,38.17,38.58,39.0,38.48,37.97
0.0,0.0,0.0,0.0,0.0,3.54,7.07
12.48,14.5,16.52,22.25,27.98,21.92,15.85
53.45,56.34,59.22,59.7,60.17,53.5,46.82
14.45,18.39,22.32,26.06,29.8,30.37,30.94
28.59,22.8,17.0,16.06,15.12,9.77,4.42
46.8,42.23,37.66,38.33,39.0,30.59,22.18
60.24,61.2,62.15,62.28,62.4,65.0,67.6
40.24,33.98,27.73,21.42,15.12,12.58,10.03
42.57,42.76,42.95,37.48,32.0,32.31,32.62
68.83,68.32,67.81,67.18,66.54,69.69,72.85
0.0,1.48,2.96,2.84,2.71,3.56,4.42
31.07,26.12,21.17,18.14,15.12,21.06,26.99
71.44,73.45,75.45,76.58,77.71,76.48,75.24
7.99,11.7,15.41,13.64,11.88,8.83,5.79
7.93,8.18,8.44,6.98,5.51,4.96,4.42
36.52,41.4,46.29,38.04,29.8,33.01,36.22
18.59,17.72,16.84,14.36,11.88,10.27,8.66
5.44,4.56,3.69,7.02,10.35,10.19,10.03
17.38,22.67,27.95,25.06,22.16,17.81,13.46
4.62,4.23,3.85,3.86,3.88,5.48,7.07
69.25,70.5,71.76,73.59,75.42,75.76,76.1
15.0,11.45,7.9,10.79,13.69,11.18,8.66
52.15,51.26,50.37,50.59,50.81,54.1,57.38
39.76,41.86,43.97,45.37,46.77,46.79,46.82
87.58,87.58,87.58,87.5,87.42,87.64,87.87
7.29,18.44,29.58,38.18,46.77,51.0,55.22
25.02,22.42,19.83,15.09,10.35,8.07,5.79
87.71,87.39,87.07,87.04,87.01,85.93,84.85
91.15,90.83,90.51,90.67,90.83,90.92,91.02
16.68,15.57,14.45,10.68,6.91,8.47,10.03
16.75,19.14,21.52,17.6,13.69,16.76,19.83
74.02,74.69,75.36,74.42,73.48,71.0,68.52
85.29,85.21,85.13,85.21,85.29,84.83,84.37
18.69,21.42,24.16,28.08,32.0,32.31,32.62
57.85,63.2,68.55,56.52,44.48,31.28,18.08
53.74,52.52,51.29,45.83,40.37,33.68,26.99
36.39,45.29,54.19,52.5,50.81,43.52,36.22
8.76,7.92,7.07,4.89,2.71,1.36,0.0
51.0,40.54,30.09,29.94,29.8,30.37,30.94
83.67,84.54,85.42,85.98,86.53,86.28,86.03
11.62,11.12,10.63,14.08,17.54,19.86,22.18
42.66,47.45,52.24,50.12,48.01,43.76,39.5
22.7,20.71,18.72,23.35,27.98,23.03,18.08
79.56,80.24,80.93,82.03,83.13,84.26,85.39
65.78,66.68,67.59,71.06,74.53,76.54,78.55
55.71,55.68,55.65,59.02,62.4,55.76,49.11
44.19,56.12,68.04,58.76,49.47,42.84,36.22
71.25,67.66,64.06,64.41,64.76,66.64,68.52
63.42,68.82,74.21,75.96,77.71,75.54,73.36
12.19,8.56,4.93,4.4,3.88,4.15,4.42
6.18,8.54,10.89,8.9,6.91,7.78,8.66
4.74,4.85,4.97,5.24,5.51,8.69,11.87
16.81,21.9,27.0,29.5,32.0,31.47,30.94
26.65,22.58,18.5,28.75,39.0,34.04,29.09
4.52,3.71,2.9,3.39,3.88,4.15,4.42
23.34,24.02,24.71,30.26,35.82,36.9,37.97
8.47,4.23,0.0,2.76,5.51,6.29,7.07
33.24,32.9,32.57,34.2,35.82,34.22,32.62
84.65,85.12,85.58,85.2,84.81,85.07,85.33
95.83,95.94,96.05,95.89,95.73,95.94,96.15
16.91,16.48,16.05,11.48,6.91,6.99,7.07
0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.31,8.42,8.53,13.04,17.54,23.32,29.09
74.12,76.9,79.69,78.0,76.31,75.98,75.65
88.6,88.81,89.02,89.66,90.29,89.86,89.43
97.29,97.15,97.01,96.6,96.18,96.29,96.4
58.83,67.68,76.54,75.81,75.07,71.14,67.22
4.65,8.16,11.68,9.3,6.91,7.78,8.66
24.93,39.8,54.66,54.58,54.5,59.33,64.16
54.06,57.03,60.01,55.41,50.81,54.1,57.38
12.23,10.56,8.88,10.38,11.88,25.69,39.5
37.54,42.08,46.61,48.71,50.81,48.13,45.45
60.55,60.47,60.39,60.28,60.17,51.32,42.46
43.81,48.1,52.4,52.87,53.33,51.22,49.11
4.71,4.98,5.25,4.56,3.88,4.84,5.79
82.71,83.89,85.07,85.8,86.53,86.54,86.54
17.06,20.56,24.07,28.99,33.91,31.5,29.09
30.82,24.98,19.13,16.41,13.69,6.84,0.0
25.63,23.75,21.87,23.83,25.79,22.81,19.83
60.81,47.79,34.77,36.88,39.0,57.32,75.65
14.55,31.2,47.85,50.59,53.33,40.16,26.99
32.79,33.41,34.03,38.6,43.17,41.34,39.5
68.7,79.38,90.07,77.89,65.71,54.09,42.46
5.86,4.87,3.88,3.88,3.88,6.27,8.66
23.85,17.56,11.27,5.64,0.0,0.0,0.0
9.71,15.3,20.89,18.0,15.12,11.89,8.66
52.12,48.79,45.46,37.63,29.8,26.83,23.87
97.07,97.16,97.26,97.3,97.33,97.54,97.74
20.6,22.52,24.45,21.0,17.54,26.12,34.69
45.5,44.91,44.32,43.74,43.17,46.14,49.11
73.03,76.85,80.67,82.98,85.29,87.25,89.21
18.31,21.1,23.88,28.9,33.91,28.89,23.87
4.04,4.09,4.14,5.52,6.91,6.99,7.07
54.73,52.28,49.82,45.76,41.71,41.39,41.06
65.27,65.24,65.2,65.87,66.54,65.78,65.02
42.47,46.18,49.89,24.94,0.0,6.73,13.46
41.23,27.22,13.21,10.06,6.91,13.37,19.83
19.71,18.45,17.19,20.67,24.16,38.4,52.64
10.12,10.24,10.35,7.93,5.51,8.69,11.87
40.46,42.2,43.94,51.62,59.31,44.2,29.09
59.63,62.28,64.92,56.46,48.01,53.7,59.39
98.95,98.95,98.95,98.98,99.01,99.08,99.14
47.91,43.87,39.83,32.0,24.16,20.0,15.85
52.28,58.04,63.8,62.62,61.45,60.42,59.39
17.7,16.84,15.98,9.93,3.88,5.48,7.07
97.39,97.1,96.82,96.78,96.75,96.72,96.69
13.75,17.7,21.65,20.62,19.58,20.88,22.18
15.6,12.59,9.58,6.14,2.71,3.56,4.42
11.88,10.4,8.91,34.54,60.17,54.64,49.11
17.03,20.2,23.37,20.46,17.54,14.71,11.87
23.78,15.72,7.67,8.06,8.44,9.24,10.03
34.54,39.94,45.34,40.58,35.82,29.84,23.87
91.75,91.48,91.21,91.02,90.83,90.75,90.67
3.95,3.98,4.01,2.0,0.0,0.0,0.0
70.23,69.68,69.12,69.52,69.91,71.96,74.0
89.94,89.74,89.53,89.76,90.0,89.6,89.21
80.74,84.05,87.36,88.06,88.76,88.38,88.0
64.6,66.75,68.9,71.19,73.48,71.45,69.41
13.21,19.06,24.9,32.64,40.37,33.01,25.65
46.55,45.66,44.76,50.24,55.71,54.18,52.64
8.44,8.83,9.23,8.07,6.91,5.66,4.42
40.05,50.08,60.11,53.44,46.77,40.73,34.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.76,83.28,82.81,83.26,83.7,82.78,81.86
7.74,11.48,15.22,24.56,33.91,31.5,29.09
20.03,18.9,17.77,10.82,3.88,9.86,15.85
10.86,12.61,14.36,23.18,32.0,34.11,36.22
17.89,12.42,6.94,10.32,13.69,24.96,36.22
93.19,92.95,92.71,92.36,92.01,92.24,92.46
3.37,1.68,0.0,3.45,6.91,13.37,19.83
60.36,56.32,52.28,50.14,48.01,47.42,46.82
0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.73,9.02,7.32,7.88,8.44,12.14,15.85
21.78,30.15,38.52,40.84,43.17,32.67,22.18
52.24,56.54,60.84,62.8,64.76,54.39,44.02
75.42,73.91,72.4,72.94,73.48,74.56,75.65
85.86,86.69,87.52,87.9,88.28,88.22,88.16
24.51,23.46,22.41,23.28,24.16,31.83,39.5
58.93,58.49,58.04,60.22,62.4,59.89,57.38
60.9,61.22,61.54,59.71,57.88,66.56,75.24
19.93,15.09,10.25,5.12,0.0,1.58,3.15
12.32,10.24,8.15,22.7,37.25,26.55,15.85
20.66,25.92,31.17,20.76,10.35,5.18,0.0
0.0,5.73,11.46,13.29,15.12,23.87,32.62
43.27,47.61,51.96,50.72,49.47,45.96,42.46
99.08,99.04,99.01,98.98,98.95,98.92,98.89
33.11,31.58,30.05,31.02,32.0,28.82,25.65
45.62,50.73,55.84,59.58,63.32,66.37,69.41
0.0,2.22,4.43,4.16,3.88,9.86,15.85
91.47,92.29,93.12,93.8,94.49,95.4,96.31
54.63,62.51,70.39,71.93,73.48,50.24,26.99
34.48,32.43,30.37,33.1,35.82,42.05,48.28
71.76,71.12,70.49,69.34,68.19,67.38,66.58
39.8,42.87,45.94,44.56,43.17,37.9,32.62
71.86,69.87,67.88,62.37,56.86,51.84,46.82
71.92,72.5,73.07,71.86,70.65,68.25,65.85
63.23,62.76,62.3,59.58,56.86,61.72,66.58
32.12,24.38,16.65,17.1,17.54,19.86,22.18
80.9,82.38,83.86,85.54,87.23,87.49,87.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.16,76.67,75.17,73.74,72.3,73.48,74.67
39.57,39.59,39.61,34.7,29.8,33.01,36.22
0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.85,20.63,20.41,12.14,3.88,6.96,10.03
65.97,55.59,45.21,36.6,27.98,18.32,8.66
28.37,28.54,28.72,28.35,27.98,28.54,29.09
0.0,7.75,15.5,15.31,15.12,7.56,0.0
89.53,89.36,89.18,88.1,87.01,86.2,85.39
21.33,28.48,35.63,24.66,13.69,6.84,0.0
53.8,46.23,38.65,37.95,37.25,25.36,13.46
49.32,50.46,51.61,50.54,49.47,52.34,55.22
4.81,6.08,7.35,7.9,8.44,9.24,10.03
10.32,27.0,43.68,42.7,41.71,42.08,42.46
50.68,48.96,47.25,45.21,43.17,52.33,61.49
77.87,79.68,81.5,80.46,79.43,75.72,72.02
58.07,29.04,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.49,65.04,64.6,60.16,55.71,60.36,65.02
30.37,22.84,15.31,9.6,3.88,11.86,19.83
71.12,68.23,65.33,51.29,37.25,18.62,0.0
34.67,40.26,45.85,46.93,48.01,37.5,26.99
79.05,79.78,80.52,81.24,81.95,84.16,86.38
2.61,1.31,0.0,0.0,0.0,13.5,26.99
68.13,70.43,72.72,72.9,73.07,71.61,70.15
30.79,29.85,28.91,31.41,33.91,33.26,32.62
20.09,24.6,29.1,34.74,40.37,41.42,42.46
11.37,19.77,28.18,22.86,17.54,23.32,29.09
25.6,27.67,29.74,26.95,24.16,31.06,37.97
13.28,15.82,18.37,23.18,27.98,25.08,22.18
5.57,6.19,6.81,6.16,5.51,6.29,7.07
52.18,55.36,58.55,57.71,56.86,56.04,55.22
26.2,36.57,46.93,42.96,39.0,34.04,29.09
23.15,14.08,5.0,4.44,3.88,1.94,0.0
4.01,4.58,5.16,5.34,5.51,6.29,7.07
48.36,46.18,44.0,46.0,48.01,53.26,58.5
0.0,26.63,53.26,59.01,64.76,52.91,41.06
93.82,93.74,93.66,93.95,94.24,94.4,94.56
33.68,32.46,31.23,37.2,43.17,42.82,42.46
4.68,5.94,7.2,10.44,13.69,25.83,37.97
90.13,90.28,90.42,90.62,90.83,91.22,91.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.37,40.96,48.55,50.94,53.33,47.9,42.46
3.98,4.23,4.49,5.0,5.51,4.96,4.42
0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.04,35.51,41.99,33.07,24.16,14.98,5.79
60.43,60.82,61.22,65.57,69.91,69.22,68.52
50.08,54.9,59.73,66.02,72.3,74.69,77.08
5.22,10.58,15.95,20.06,24.16,25.58,26.99
4.08,4.76,5.44,2.72,0.0,28.69,57.38
90.86,91.38,91.91,90.96,90.0,90.04,90.07
46.48,42.62,38.75,34.28,29.8,31.21,32.62
6.4,9.35,12.29,8.9,5.51,4.33,3.15
50.4,52.45,54.5,34.81,15.12,35.76,56.4
52.4,48.79,45.18,32.38,19.58,15.72,11.87
89.24,89.76,90.29,90.74,91.18,91.88,92.58
31.45,39.8,48.14,45.66,43.17,52.33,61.49
22.86,21.51,20.15,21.16,22.16,27.39,32.62
7.2,8.85,10.51,8.01,5.51,7.08,8.66
88.89,88.64,88.38,89.0,89.62,89.52,89.43
52.09,51.16,50.24,51.78,53.33,57.41,61.49
6.94,3.47,0.0,1.94,3.88,7.88,11.87
71.38,69.1,66.83,65.8,64.76,64.03,63.3
89.84,89.22,88.6,88.36,88.12,88.89,89.66
62.81,67.12,71.44,71.41,71.38,68.2,65.02
31.2,29.52,27.83,19.86,11.88,17.88,23.87
63.36,65.41,67.46,64.93,62.4,65.46,68.52
49.25,50.65,52.05,54.96,57.88,59.68,61.49
19.45,20.79,22.13,23.96,25.79,24.83,23.87
43.78,44.46,45.14,44.81,44.48,42.77,41.06
42.25,46.64,51.03,52.18,53.33,59.59,65.85
70.39,71.63,72.87,71.39,69.91,70.33,70.75
24.48,27.62,30.75,30.27,29.8,24.82,19.83
88.76,89.19,89.62,89.27,88.92,89.49,90.07
15.25,12.66,10.06,10.97,11.88,12.67,13.46
20.82,26.6,32.38,25.98,19.58,19.71,19.83
91.98,91.63,91.28,89.96,88.63,88.8,88.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.21,4.42
39.61,29.33,19.04,29.71,40.37,53.11,65.85
22.13,27.64,33.14,38.15,43.17,28.32,13.46
9.84,7.82,5.79,4.84,3.88,4.84,5.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.54,22.1,11.65,12.67,13.69,11.86,10.03
66.38,69.64,72.91,69.72,66.54,67.53,68.52
18.08,12.6,7.13,6.32,5.51,6.29,7.07
28.91,30.69,32.47,29.13,25.79,24.83,23.87
5.76,6.7,7.64,6.58,5.51,2.76,0.0
10.92,8.96,7.0,8.67,10.35,18.0,25.65
18.97,16.41,13.85,12.1,10.35,7.38,4.42
58.13,56.02,53.9,49.82,45.75,48.67,51.59
0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,8.04,8.98,8.71,8.44,15.31,22.18
25.37,18.68,12.0,13.56,15.12,19.5,23.87
26.11,22.59,19.07,21.62,24.16,21.12,18.08
9.55,8.26,6.97,7.71,8.44,16.16,23.87
2.77,6.34,9.9,17.84,25.79,34.9,44.02
84.53,83.91,83.29,82.43,81.57,81.29,81.0
43.74,36.57,29.39,23.46,17.54,15.5,13.46
32.76,27.03,21.3,20.44,19.58,21.72,23.87
61.45,53.71,45.97,41.61,37.25,56.45,75.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.04,22.14,18.24,18.91,19.58,25.26,30.94
52.31,40.32,28.33,18.39,8.44,6.43,4.42
95.67,95.72,95.77,95.75,95.73,95.74,95.74
86.69,86.28,85.86,86.2,86.53,87.34,88.16
0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.06,48.9,55.75,55.73,55.71,58.1,60.5
8.21,12.11,16.01,28.19,40.37,41.42,42.46
62.53,56.34,50.14,55.16,60.17,59.34,58.5
91.31,92.17,93.03,93.25,93.47,92.24,91.02
99.24,99.26,99.27,99.24,99.2,99.15,99.11
10.35,9.68,9.01,10.44,11.88,8.83,5.79
28.05,24.28,20.5,21.33,22.16,28.42,34.69
24.71,22.32,19.93,15.9,11.88,14.98,18.08
6.43,6.56,6.69,7.56,8.44,16.16,23.87
12.58,19.72,26.87,38.17,49.47,52.94,56.4
56.42,55.34,54.25,56.78,59.31,65.66,72.02
10.98,10.88,10.79,16.48,22.16,21.0,19.83
76.12,75.83,75.55,72.46,69.37,72.3,75.24
94.84,94.88,94.91,94.43,93.95,94.46,94.97
32.66,37.66,42.66,48.0,53.33,57.41,61.49
66.54,54.1,41.67,41.69,41.71,45.0,48.28
68.9,69.5,70.11,67.05,63.99,69.62,75.24
86.95,87.74,88.54,88.58,88.63,88.72,88.8
78.99,71.97,64.95,64.85,64.76,65.67,66.58
20.34,12.0,3.66,7.77,11.88,12.67,13.46
86.12,85.0,83.89,83.22,82.55,83.16,83.77
78.92,73.88,68.83,63.36,57.88,62.23,66.58
22.64,21.54,20.44,27.18,33.91,28.89,23.87
93.47,93.46,93.44,93.54,93.63,93.7,93.76
12.35,15.5,18.66,19.12,19.58,16.52,13.46
25.21,23.02,20.82,26.41,32.0,34.11,36.22
14.23,17.14,20.06,26.03,32.0,28.82,25.65
20.89,19.76,18.62,20.39,22.16,27.39,32.62
4.3,14.92,25.53,30.68,35.82,26.95,18.08
36.17,30.66,25.15,27.48,29.8,34.65,39.5
3.22,5.92,8.63,9.49,10.35,25.7,41.06
5.28,12.03,18.78,25.39,32.0,17.58,3.15
39.86,30.68,21.49,20.54,19.58,15.72,11.87
55.84,56.76,57.69,56.1,54.5,51.39,48.28
80.48,81.78,83.09,84.75,86.41,85.39,84.37
45.75,47.18,48.62,50.32,52.02,43.36,34.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.23,80.49,80.74,81.52,82.3,81.34,80.39
9.04,9.82,10.6,12.14,13.69,14.77,15.85
6.75,8.04,9.33,8.88,8.44,9.24,10.03
45.53,45.64,45.75,32.66,19.58,24.34,29.09
67.53,70.92,74.31,77.28,80.26,83.32,86.38
88.79,89.59,90.39,90.0,89.62,90.26,90.9
19.83,16.83,13.82,15.68,17.54,23.32,29.09
10.44,10.32,10.19,9.32,8.44,10.15,11.87
42.09,42.42,42.76,46.11,49.47,54.43,59.39
9.26,4.63,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.74,34.56,20.38,22.27,24.16,28.39,32.62
95.96,95.91,95.86,95.94,96.02,96.07,96.12
10.47,13.42,16.36,19.26,22.16,23.02,23.87
53.2,57.13,61.06,59.47,57.88,55.88,53.88
51.74,47.06,42.38,37.19,32.0,29.49,26.99
97.77,97.86,97.96,97.8,97.64,97.4,97.17
56.26,59.94,63.61,60.74,57.88,61.02,64.16
48.26,56.72,65.17,70.95,76.73,77.82,78.9
86.82,87.01,87.2,87.74,88.28,89.28,90.29
63.83,69.84,75.84,77.03,78.22,74.48,70.75
64.5,64.57,64.63,65.59,66.54,69.95,73.36
42.22,36.06,29.89,20.88,11.88,10.96,10.03
85.26,85.32,85.39,84.84,84.3,84.58,84.85
57.47,58.52,59.57,53.79,48.01,45.24,42.46
46.29,49.56,52.82,57.14,61.45,61.98,62.51
56.86,54.4,51.93,51.97,52.02,51.33,50.64
89.62,89.94,90.26,91.14,92.01,92.09,92.17
11.78,9.58,7.39,7.92,8.44,7.12,5.79
54.6,58.53,62.46,61.96,61.45,60.42,59.39
19.36,16.24,13.12,10.78,8.44,7.12,5.79
48.33,52.58,56.83,51.8,46.77,38.86,30.94
30.25,32.64,35.02,32.41,29.8,25.99,22.18
29.64,31.86,34.07,31.94,29.8,29.44,29.09
75.26,76.61,77.97,79.12,80.26,80.32,80.39
76.06,74.69,73.32,76.09,78.86,75.11,71.36
75.33,73.77,72.21,69.82,67.43,66.64,65.85
69.47,66.92,64.37,62.91,61.45,63.24,65.02
36.01,38.1,40.18,36.09,32.0,32.31,32.62
96.34,95.78,95.22,95.1,94.97,94.36,93.76
75.68,68.88,62.08,63.42,64.76,70.0,75.24
0.0,2.23,4.46,5.68,6.91,7.78,8.66
23.72,18.02,12.32,11.34,10.35,9.5,8.66
29.86,30.98,32.09,30.94,29.8,21.63,13.46
99.94,99.94,99.94,99.94,99.94,99.94,99.94
37.5,41.29,45.08,49.2,53.33,57.92,62.51
64.66,69.31,73.96,69.36,64.76,50.49,36.22
42.18,44.44,46.7,49.36,52.02,53.62,55.22
13.31,17.11,20.92,34.47,48.01,38.55,29.09
27.48,33.37,39.26,40.49,41.71,43.58,45.45
6.56,12.5,18.43,19.0,19.58,14.81,10.03
29.8,30.98,32.16,30.07,27.98,28.54,29.09
8.63,10.22,11.81,18.8,25.79,22.81,19.83
43.62,42.28,40.94,42.71,44.48,51.93,59.39
9.2,11.27,13.34,9.43,5.51,5.65,5.79
17.83,19.23,20.63,23.21,25.79,19.62,13.46
17.22,17.27,17.32,15.5,13.69,17.94,22.18
22.8,20.54,18.27,24.04,29.8,28.4,26.99
85.1,84.75,84.4,83.96,83.51,82.68,81.86
65.93,69.36,72.78,73.13,73.48,62.06,50.64
52.34,63.64,74.94,72.15,69.37,52.8,36.22
66.99,67.26,67.53,69.09,70.65,72.32,74.0
8.98,7.36,5.73,4.8,3.88,13.03,22.18
45.43,46.32,47.21,49.01,50.81,45.16,39.5
37.12,39.32,41.52,35.66,29.8,29.44,29.09
38.3,38.04,37.79,42.28,46.77,53.08,59.39
98.57,98.54,98.5,98.42,98.34,98.34,98.35
67.88,68.26,68.64,65.04,61.45,62.8,64.16
13.12,13.96,14.8,14.96,15.12,9.14,3.15
0.0,0.0,0.0,1.36,2.71,20.34,37.97
58.23,55.98,53.74,49.74,45.75,47.43,49.11
58.96,58.77,58.58,63.39,68.19,71.1,74.0
37.38,35.6,33.81,36.4,39.0,48.75,58.5
18.85,25.15,31.45,28.62,25.79,27.44,29.09
3.47,9.68,15.89,31.33,46.77,54.13,61.49
22.57,23.94,25.31,20.22,15.12,21.06,26.99
17.48,29.07,40.66,44.34,48.01,47.42,46.82
59.95,60.45,60.94,57.72,54.5,36.29,18.08
41.87,41.84,41.8,36.9,32.0,27.09,22.18
67.34,68.29,69.25,69.0,68.74,67.29,65.85
95.32,94.92,94.52,93.87,93.22,93.03,92.84
54.38,52.72,51.07,52.78,54.5,55.94,57.38
6.49,7.83,9.17,10.52,11.88,14.98,18.08
64.22,66.18,68.13,67.33,66.54,66.2,65.85
84.4,84.67,84.94,85.74,86.53,85.8,85.07
19.8,12.1,4.39,2.2,0.0,0.0,0.0
42.85,42.68,42.5,32.33,22.16,22.17,22.18
13.88,13.02,12.16,8.02,3.88,4.84,5.79
45.24,42.07,38.9,38.95,39.0,37.61,36.22
22.29,22.19,22.09,25.94,29.8,29.44,29.09
92.3,92.06,91.82,91.79,91.75,91.6,91.44
21.55,26.08,30.6,28.2,25.79,31.01,36.22
19.52,24.34,29.16,34.08,39.0,30.59,22.18
2.71,7.84,12.96,16.27,19.58,13.32,7.07
31.84,28.75,25.66,17.05,8.44,14.14,19.83
40.34,33.58,26.81,25.49,24.16,18.81,13.46
4.23,3.68,3.12,3.5,3.88,5.48,7.07
96.24,96.26,96.28,95.88,95.48,95.7,95.93
67.94,64.48,61.03,64.23,67.43,66.64,65.85
