2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding
62.97,62.97,62.97,38.78,14.58,21.06,27.53
94.3,60.96,27.63,18.42,9.2,43.78,78.36
22.03,22.04,22.06,28.89,35.72,29.84,23.97
18.08,19.23,20.38,26.19,32.0,39.82,47.64
52.98,57.26,61.54,67.46,73.38,68.04,62.7
26.52,47.93,69.34,70.79,72.24,74.94,77.63
93.7,94.22,94.75,94.27,93.79,96.28,98.76
31.36,44.68,58.01,50.13,42.25,26.82,11.39
7.7,5.44,3.18,2.75,2.32,26.43,50.54
61.76,56.84,51.93,55.5,59.06,59.96,60.85
22.03,30.08,38.14,30.31,22.48,19.96,17.44
32.73,32.02,31.3,24.2,17.1,38.26,59.42
49.32,46.45,43.58,42.92,42.25,42.53,42.81
96.43,96.92,97.42,97.77,98.12,97.7,97.29
3.44,3.48,3.53,7.31,11.08,7.37,3.66
29.74,25.9,22.06,44.54,67.02,73.12,79.22
23.62,20.58,17.54,12.68,7.83,7.51,7.19
5.48,3.41,1.34,1.48,1.62,3.72,5.82
85.86,87.66,89.46,84.86,80.26,72.91,65.56
10.73,15.56,20.38,19.49,18.59,19.96,21.32
10.73,11.24,11.75,20.94,30.12,18.66,7.19
51.29,57.77,64.25,62.34,60.43,48.07,35.71
13.34,12.97,12.61,10.9,9.2,41.06,72.92
17.13,10.42,3.72,5.01,6.3,9.44,12.57
52.98,47.42,41.87,37.84,33.81,28.89,23.97
1.78,1.3,0.83,21.54,42.25,63.8,85.36
10.73,11.24,11.75,13.16,14.58,10.5,6.43
23.62,20.58,17.54,13.37,9.2,19.88,30.55
0.7,0.88,1.05,0.93,0.8,0.76,0.73
1.31,1.18,1.05,0.85,0.64,1.61,2.58
77.17,70.71,64.25,69.62,74.98,69.54,64.1
12.0,14.12,16.24,28.53,40.82,42.52,44.21
1.46,3.22,4.97,11.04,17.1,10.64,4.17
8.44,44.58,80.71,86.22,91.72,94.38,97.04
7.13,5.88,4.62,6.22,7.83,9.61,11.39
0.7,8.47,16.24,10.04,3.85,30.18,56.52
24.99,25.64,26.3,19.79,13.28,17.3,21.32
45.88,40.3,34.73,28.61,22.48,19.26,16.04
55.78,66.59,77.4,79.7,82.01,69.26,56.52
3.88,3.24,2.61,2.31,2.01,1.6,1.18
67.53,67.29,67.05,62.46,57.88,57.2,56.52
8.44,12.34,16.24,14.76,13.28,7.93,2.58
40.18,24.02,7.86,9.47,11.08,14.82,18.56
24.99,21.26,17.54,16.06,14.58,8.76,2.93
4.78,4.88,4.97,4.7,4.43,5.81,7.19
96.94,92.96,88.98,91.7,94.43,95.34,96.24
10.73,8.47,6.21,5.32,4.43,9.02,13.62
45.88,42.87,39.86,44.94,50.02,45.52,41.02
23.62,24.29,24.96,18.02,11.08,19.3,27.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.73,31.06,29.39,34.15,38.9,47.71,56.52
45.88,45.62,45.37,36.17,26.97,46.26,65.56
12.0,10.36,8.72,4.68,0.64,0.57,0.51
51.29,43.78,36.26,37.58,38.9,45.56,52.23
1.62,1.23,0.83,2.02,3.22,20.48,37.75
32.73,25.9,19.07,16.83,14.58,11.99,9.39
1.05,1.83,2.61,2.12,1.62,0.81,0.0
4.78,3.7,2.61,3.52,4.43,3.22,2.01
99.27,99.18,99.08,99.18,99.27,99.2,99.14
60.17,49.16,38.14,22.98,7.83,12.64,17.44
14.65,16.1,17.54,14.82,12.1,8.3,4.49
12.0,9.1,6.21,5.32,4.43,4.78,5.12
32.73,25.9,19.07,14.64,10.22,7.2,4.17
45.88,37.64,29.39,41.16,52.94,51.74,50.54
93.54,95.28,97.01,96.5,95.99,95.67,95.35
54.6,58.78,62.97,54.87,46.77,42.26,37.75
58.87,57.66,56.45,46.08,35.72,29.18,22.63
52.98,61.74,70.49,76.67,82.84,69.68,56.52
64.34,59.64,54.95,53.18,51.42,43.56,35.71
29.74,22.47,15.19,16.14,17.1,16.57,16.04
47.63,48.2,48.77,46.56,44.35,48.29,52.23
74.12,76.46,78.8,83.6,88.41,80.66,72.92
52.98,46.42,39.86,29.78,19.71,22.73,25.75
73.0,68.62,64.25,67.68,71.12,75.17,79.22
42.38,48.67,54.95,57.0,59.06,60.88,62.7
6.08,5.8,5.51,8.3,11.08,8.1,5.12
44.51,38.74,32.98,34.35,35.72,31.63,27.53
55.78,62.56,69.34,63.61,57.88,57.2,56.52
65.97,54.78,43.58,39.65,35.72,53.68,71.64
71.06,63.0,54.95,49.65,44.35,38.4,32.46
42.38,35.0,27.63,22.36,17.1,20.54,23.97
38.2,30.8,23.4,32.11,40.82,37.47,34.12
32.73,36.3,39.86,37.79,35.72,34.92,34.12
71.89,70.62,69.34,66.8,64.25,62.55,60.85
18.08,24.69,31.3,37.82,44.35,28.98,13.62
49.32,48.33,47.34,37.9,28.46,42.49,56.52
44.51,44.04,43.58,41.24,38.9,27.47,16.04
68.64,65.81,62.97,47.48,32.0,39.82,47.64
22.03,25.71,29.39,28.92,28.46,30.46,32.46
75.17,78.96,82.74,85.58,88.41,81.87,75.33
49.32,42.79,36.26,31.62,26.97,33.99,41.02
54.6,51.68,48.77,55.38,61.99,72.36,82.72
61.76,56.04,50.33,42.07,33.81,29.78,25.75
26.52,22.03,17.54,23.83,30.12,31.29,32.46
32.73,41.53,50.33,40.22,30.12,34.73,39.34
55.78,56.12,56.45,53.24,50.02,56.36,62.7
60.17,55.25,50.33,47.34,44.35,46.0,47.64
75.17,74.01,72.84,69.93,67.02,63.22,59.42
84.59,84.65,84.72,83.36,82.01,89.18,96.34
92.52,90.5,88.48,78.38,68.29,68.88,69.48
58.87,66.38,73.89,67.94,61.99,59.26,56.52
24.99,28.98,32.98,44.62,56.26,51.15,46.05
94.91,94.99,95.07,93.52,91.98,90.58,89.18
58.87,52.12,45.37,54.81,64.25,55.94,47.64
61.76,47.37,32.98,35.94,38.9,50.8,62.7
58.87,48.5,38.14,41.24,44.35,31.46,18.56
27.98,20.29,12.61,28.48,44.35,40.03,35.71
38.2,37.23,36.26,33.19,30.12,18.66,7.19
31.36,24.45,17.54,29.9,42.25,46.4,50.54
32.73,29.52,26.3,19.2,12.1,8.3,4.49
71.06,74.93,78.8,71.52,64.25,67.94,71.64
60.17,60.01,59.85,58.86,57.88,55.06,52.23
96.72,97.32,97.93,98.18,98.44,98.72,99.01
85.23,90.76,96.28,95.64,95.0,92.79,90.58
69.79,68.93,68.07,70.16,72.24,73.06,73.87
73.0,77.26,81.53,82.51,83.48,67.86,52.23
52.98,62.91,72.84,74.34,75.84,71.52,67.19
19.33,27.8,36.26,35.03,33.81,28.22,22.63
42.38,43.88,45.37,47.7,50.02,37.89,25.75
64.34,66.84,69.34,63.61,57.88,40.25,22.63
45.88,45.62,45.37,30.55,15.73,13.0,10.28
71.89,76.92,81.95,82.72,83.48,83.1,82.72
75.17,73.5,71.82,59.29,46.77,40.44,34.12
44.51,46.64,48.77,38.62,28.46,21.04,13.62
52.98,47.42,41.87,32.17,22.48,15.44,8.4
51.29,58.58,65.87,52.38,38.9,45.56,52.23
45.88,41.07,36.26,29.37,22.48,27.47,32.46
26.52,24.29,22.06,22.27,22.48,21.17,19.86
10.73,21.02,31.3,20.25,9.2,14.53,19.86
44.51,50.48,56.45,47.68,38.9,33.99,29.09
71.89,76.3,80.71,74.5,68.29,67.74,67.19
40.18,52.22,64.25,67.68,71.12,73.92,76.73
49.32,51.36,53.39,47.82,42.25,36.4,30.55
45.88,40.3,34.73,30.85,26.97,41.74,56.52
32.73,37.3,41.87,40.39,38.9,41.56,44.21
24.99,29.86,34.73,43.08,51.42,44.58,37.75
64.34,62.1,59.85,57.13,54.41,48.61,42.81
47.63,47.48,47.34,45.84,44.35,53.52,62.7
22.03,18.61,15.19,16.14,17.1,14.84,12.57
12.0,11.88,11.75,10.14,8.53,7.86,7.19
68.64,50.81,32.98,42.96,52.94,46.98,41.02
62.97,47.14,31.3,25.5,19.71,25.13,30.55
19.33,16.68,14.04,13.66,13.28,13.45,13.62
86.85,86.2,85.55,85.42,85.29,85.32,85.36
36.52,35.62,34.73,30.85,26.97,33.16,39.34
10.73,13.48,16.24,14.17,12.1,19.81,27.53
57.15,58.5,59.85,59.46,59.06,56.34,53.63
22.03,19.78,17.54,18.07,18.59,16.73,14.86
13.34,16.86,20.38,22.29,24.2,23.42,22.63
36.52,32.07,27.63,19.36,11.08,8.1,5.12
58.87,51.22,43.58,45.18,46.77,58.13,69.48
60.17,46.58,32.98,34.35,35.72,34.92,34.12
24.99,21.26,17.54,38.98,60.43,63.0,65.56
61.76,62.36,62.97,65.0,67.02,63.22,59.42
49.32,51.36,53.39,56.91,60.43,62.26,64.1
9.36,12.8,16.24,34.59,52.94,60.07,67.19
57.15,52.96,48.77,58.53,68.29,73.32,78.36
68.64,51.68,34.73,35.94,37.15,32.34,27.53
3.44,3.58,3.72,3.66,3.6,4.04,4.49
10.16,10.46,10.76,11.43,12.1,9.26,6.43
58.87,53.82,48.77,44.8,40.82,40.92,41.02
9.36,7.78,6.21,8.22,10.22,11.4,12.57
29.74,33.94,38.14,41.24,44.35,47.44,50.54
23.62,24.29,24.96,27.54,30.12,41.88,53.63
3.06,6.91,10.76,13.93,17.1,15.98,14.86
0.38,0.86,1.34,1.24,1.15,32.63,64.1
22.03,26.66,31.3,48.48,65.65,55.85,46.05
23.62,21.34,19.07,23.02,26.97,27.25,27.53
26.52,28.91,31.3,25.5,19.71,56.29,92.87
4.33,3.47,2.61,2.56,2.52,1.85,1.18
13.34,20.48,27.63,28.04,28.46,25.54,22.63
1.05,1.05,1.05,2.45,3.85,6.62,9.39
71.06,71.44,71.82,74.33,76.85,72.02,67.19
36.52,41.93,47.34,47.9,48.46,54.66,60.85
77.17,75.01,72.84,71.98,71.12,70.3,69.48
5.48,5.5,5.51,10.05,14.58,9.12,3.66
0.0,0.52,1.05,1.94,2.83,7.7,12.57
17.13,14.44,11.75,8.09,4.43,10.24,16.04
65.97,67.02,68.07,70.16,72.24,66.55,60.85
10.73,11.24,11.75,11.42,11.08,9.74,8.4
62.97,58.18,53.39,47.1,40.82,44.23,47.64
31.36,33.81,36.26,38.54,40.82,51.76,62.7
47.63,35.52,23.4,18.99,14.58,32.56,50.54
95.64,93.28,90.93,92.76,94.59,92.34,90.1
68.64,60.28,51.93,45.42,38.9,48.51,58.12
29.74,27.35,24.96,28.48,32.0,32.23,32.46
29.74,28.68,27.63,25.92,24.2,21.38,18.56
55.78,43.54,31.3,28.46,25.63,29.87,34.12
34.8,33.89,32.98,25.04,17.1,17.83,18.56
12.0,9.93,7.86,8.2,8.53,11.08,13.62
80.32,77.54,74.75,72.38,70.01,70.82,71.64
47.63,50.51,53.39,58.82,64.25,58.24,52.23
2.32,3.47,4.62,2.98,1.34,2.33,3.31
78.83,70.18,61.54,60.98,60.43,70.16,79.89
4.33,13.86,23.4,44.53,65.65,71.19,76.73
4.78,4.88,4.97,15.3,25.63,16.41,7.19
55.78,51.56,47.34,44.08,40.82,45.03,49.24
12.0,46.98,81.95,73.1,64.25,40.84,17.44
12.0,7.86,3.72,3.47,3.22,3.86,4.49
82.84,76.67,70.49,41.3,12.1,39.65,67.19
14.65,15.44,16.24,17.42,18.59,10.58,2.58
49.32,46.45,43.58,38.7,33.81,46.61,59.42
5.48,5.5,5.51,6.39,7.26,7.83,8.4
65.97,62.91,59.85,64.07,68.29,80.31,92.33
19.33,25.32,31.3,37.82,44.35,42.68,41.02
8.44,8.58,8.72,10.41,12.1,11.74,11.39
29.74,30.52,31.3,36.06,40.82,39.29,37.75
6.08,13.23,20.38,46.31,72.24,49.0,25.75
29.74,35.8,41.87,42.06,42.25,36.4,30.55
22.03,22.04,22.06,23.13,24.2,29.16,34.12
94.46,96.28,98.09,95.24,92.39,91.24,90.1
19.33,20.7,22.06,19.58,17.1,54.47,91.85
84.59,42.96,1.34,4.58,7.83,4.5,1.18
29.74,30.52,31.3,40.66,50.02,54.72,59.42
94.05,72.99,51.93,59.48,67.02,71.51,76.0
15.79,9.2,2.61,3.52,4.43,3.5,2.58
69.79,69.56,69.34,68.18,67.02,66.29,65.56
71.06,68.46,65.87,76.87,87.87,87.19,86.51
42.38,48.67,54.95,46.92,38.9,33.22,27.53
44.51,65.85,87.2,82.02,76.85,65.89,54.93
7.7,7.37,7.04,6.67,6.3,7.35,8.4
64.34,53.96,43.58,38.7,33.81,48.26,62.7
15.79,11.42,7.04,40.76,74.47,77.97,81.48
73.0,66.42,59.85,77.7,95.54,95.54,95.54
3.06,2.42,1.78,4.04,6.3,8.29,10.28
96.53,94.97,93.41,92.07,90.74,93.54,96.34
49.32,43.73,38.14,47.2,56.26,58.56,60.85
38.2,34.75,31.3,28.46,25.63,31.69,37.75
65.97,59.68,53.39,28.31,3.22,1.61,0.0
10.16,9.01,7.86,7.56,7.26,8.32,9.39
75.17,74.01,72.84,70.56,68.29,68.88,69.48
20.73,25.06,29.39,38.08,46.77,43.9,41.02
79.59,77.17,74.75,83.57,92.39,92.12,91.85
22.03,19.78,17.54,23.83,30.12,23.78,17.44
12.0,17.7,23.4,35.93,48.46,43.1,37.75
52.98,50.88,48.77,34.96,21.14,26.8,32.46
51.29,52.34,53.39,47.82,42.25,56.94,71.64
57.15,32.51,7.86,20.84,33.81,57.18,80.55
4.78,5.14,5.51,4.68,3.85,4.84,5.82
24.99,17.36,9.74,10.41,11.08,6.54,2.01
22.03,30.94,39.86,39.38,38.9,31.44,23.97
77.17,74.5,71.82,69.42,67.02,81.18,95.35
9.36,17.83,26.3,30.06,33.81,42.18,50.54
54.6,53.27,51.93,48.14,44.35,42.68,41.02
20.73,32.16,43.58,34.6,25.63,24.13,22.63
6.08,9.35,12.61,19.12,25.63,36.64,47.64
0.38,0.34,0.29,0.14,0.0,0.0,0.0
38.2,43.48,48.77,63.36,77.94,84.48,91.02
75.17,76.98,78.8,71.52,64.25,65.72,67.19
8.44,22.35,36.26,45.34,54.41,46.88,39.34
47.63,48.98,50.33,41.16,32.0,28.88,25.75
58.87,59.36,59.85,64.93,70.01,62.47,54.93
55.78,51.56,47.34,45.84,44.35,27.87,11.39
15.79,13.77,11.75,9.79,7.83,7.13,6.43
31.36,33.81,36.26,41.52,46.77,53.1,59.42
78.83,85.68,92.52,86.04,79.56,53.54,27.53
51.29,42.14,32.98,32.49,32.0,27.98,23.97
24.99,13.69,2.39,4.35,6.3,12.43,18.56
75.96,77.16,78.35,65.64,52.94,49.5,46.05
14.65,10.84,7.04,14.76,22.48,21.17,19.86
64.34,61.18,58.01,56.21,54.41,56.27,58.12
40.18,37.46,34.73,36.82,38.9,45.56,52.23
1.78,1.94,2.1,1.2,0.29,0.74,1.18
65.97,70.92,75.87,72.94,70.01,64.71,59.42
6.08,7.4,8.72,9.47,10.22,9.8,9.39
51.29,38.12,24.96,17.08,9.2,12.03,14.86
27.98,25.69,23.4,27.7,32.0,39.02,46.05
62.97,62.97,62.97,63.1,63.23,62.04,60.85
38.2,32.25,26.3,28.21,30.12,34.73,39.34
42.38,35.88,29.39,28.18,26.97,44.84,62.7
7.7,8.21,8.72,7.13,5.54,5.68,5.82
29.74,29.56,29.39,21.33,13.28,15.36,17.44
75.17,72.26,69.34,74.45,79.56,70.21,60.85
77.94,73.64,69.34,64.2,59.06,54.15,49.24
34.8,26.17,17.54,18.07,18.59,56.79,95.0
60.17,59.09,58.01,56.21,54.41,54.02,53.63
57.15,58.5,59.85,47.78,35.72,27.79,19.86
32.73,21.74,10.76,5.84,0.92,14.22,27.53
12.0,16.19,20.38,34.42,48.46,68.31,88.16
36.52,38.19,39.86,43.32,46.77,50.2,53.63
69.79,54.82,39.86,34.99,30.12,37.17,44.21
13.34,6.67,0.0,0.0,0.0,2.24,4.49
86.47,84.21,81.95,81.1,80.26,78.13,76.0
79.59,83.65,87.71,91.15,94.59,89.64,84.69
83.41,81.56,79.72,77.35,74.98,73.95,72.92
8.44,9.09,9.74,7.64,5.54,5.33,5.12
61.76,54.55,47.34,55.79,64.25,54.23,44.21
78.83,63.8,48.77,49.4,50.02,57.06,64.1
13.34,14.26,15.19,17.45,19.71,17.28,14.86
6.08,6.56,7.04,8.12,9.2,7.16,5.12
64.34,62.1,59.85,65.48,71.12,35.56,0.0
22.03,36.98,51.93,71.45,90.96,70.75,50.54
17.13,24.22,31.3,24.2,17.1,15.36,13.62
13.34,17.7,22.06,26.09,30.12,33.94,37.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.79,49.59,29.39,31.6,33.81,48.96,64.1
83.86,84.98,86.09,85.31,84.53,81.08,77.63
47.63,34.01,20.38,17.48,14.58,9.54,4.49
74.12,74.44,74.75,74.61,74.47,73.69,72.92
45.88,49.64,53.39,66.82,80.26,67.6,54.93
26.52,31.39,36.26,38.54,40.82,44.23,47.64
94.05,92.84,91.63,59.3,26.97,23.42,19.86
24.99,28.98,32.98,40.72,48.46,44.74,41.02
13.34,14.26,15.19,11.22,7.26,8.77,10.28
17.13,14.87,12.61,20.54,28.46,19.92,11.39
31.36,37.47,43.58,50.73,57.88,54.21,50.54
61.76,61.65,61.54,56.48,51.42,38.58,25.75
3.06,2.31,1.56,2.99,4.43,9.65,14.86
8.44,9.09,9.74,10.92,12.1,16.71,21.32
27.98,27.81,27.63,21.68,15.73,20.74,25.75
98.92,97.9,96.88,48.44,0.0,0.0,0.0
38.2,42.77,47.34,47.9,48.46,48.85,49.24
19.33,22.14,24.96,45.3,65.65,66.42,67.19
74.12,64.54,54.95,57.0,59.06,57.0,54.93
62.97,62.97,62.97,63.1,63.23,59.88,56.52
73.0,80.99,88.98,55.06,21.14,14.16,7.19
75.96,73.23,70.49,48.73,26.97,44.84,62.7
77.94,61.65,45.37,39.59,33.81,42.18,50.54
5.48,4.33,3.18,1.59,0.0,0.0,0.0
4.33,10.94,17.54,14.31,11.08,23.4,35.71
55.78,47.82,39.86,47.14,54.41,57.63,60.85
74.12,73.48,72.84,65.36,57.88,62.54,67.19
13.34,24.04,34.73,39.54,44.35,41.84,39.34
19.33,44.91,70.49,69.39,68.29,73.76,79.22
20.73,17.96,15.19,15.46,15.73,16.58,17.44
77.94,76.34,74.75,55.95,37.15,26.0,14.86
15.79,30.58,45.37,43.81,42.25,22.27,2.29
31.36,33.81,36.26,20.9,5.54,5.68,5.82
23.62,18.83,14.04,13.07,12.1,17.36,22.63
12.0,13.02,14.04,13.66,13.28,14.66,16.04
49.32,45.6,41.87,35.99,30.12,53.88,77.63
51.29,62.07,72.84,65.36,57.88,59.36,60.85
55.78,43.54,31.3,37.82,44.35,34.16,23.97
82.23,79.05,75.87,73.5,71.12,68.34,65.56
77.17,75.53,73.89,70.46,67.02,48.06,29.09
1.62,5.17,8.72,27.74,46.77,60.32,73.87
83.86,80.63,77.4,78.48,79.56,76.24,72.92
81.12,79.96,78.8,77.82,76.85,73.16,69.48
3.44,5.24,7.04,5.74,4.43,5.81,7.19
0.7,0.57,0.45,1.64,2.83,6.56,10.28
29.74,36.66,43.58,47.5,51.42,47.82,44.21
61.76,66.12,70.49,68.07,65.65,47.37,29.09
29.74,20.25,10.76,17.48,24.2,29.16,34.12
10.73,9.72,8.72,7.51,6.3,6.75,7.19
13.34,15.44,17.54,25.68,33.81,19.47,5.12
62.97,50.56,38.14,30.31,22.48,56.0,89.53
18.08,33.43,48.77,52.52,56.26,44.36,32.46
78.83,75.32,71.82,73.4,74.98,78.85,82.72
83.41,82.47,81.53,85.22,88.92,89.51,90.1
4.33,9.76,15.19,13.14,11.08,16.86,22.63
14.65,10.43,6.21,7.37,8.53,9.96,11.39
8.44,19.87,31.3,24.2,17.1,10.02,2.93
42.38,27.06,11.75,11.92,12.1,31.32,50.54
60.17,60.85,61.54,54.16,46.77,53.1,59.42
87.71,72.08,56.45,55.43,54.41,61.5,68.59
75.17,74.01,72.84,76.55,80.26,83.88,87.49
1.31,2.51,3.72,9.15,14.58,48.03,81.48
75.96,78.96,81.95,82.94,83.92,84.98,86.03
3.88,4.7,5.51,6.39,7.26,5.1,2.93
17.13,13.44,9.74,16.11,22.48,17.53,12.57
31.36,33.81,36.26,35.03,33.81,28.22,22.63
19.33,37.89,56.45,41.04,25.63,29.87,34.12
52.98,63.86,74.75,63.84,52.94,68.2,83.45
45.88,41.07,36.26,21.28,6.3,7.35,8.4
65.97,61.21,56.45,62.37,68.29,64.57,60.85
44.51,48.22,51.93,50.2,48.46,39.51,30.55
69.79,67.83,65.87,42.23,18.59,10.58,2.58
14.65,20.47,26.3,32.6,38.9,42.48,46.05
58.87,53.82,48.77,34.96,21.14,35.84,50.54
67.53,65.89,64.25,58.6,52.94,64.13,75.33
1.78,1.19,0.6,2.51,4.43,3.68,2.93
40.18,34.78,29.39,25.93,22.48,21.9,21.32
2.04,3.5,4.97,3.49,2.01,6.14,10.28
88.92,87.84,86.76,88.08,89.4,91.85,94.3
40.18,47.57,54.95,49.65,44.35,68.93,93.51
7.13,3.86,0.6,0.56,0.51,0.7,0.89
52.98,61.16,69.34,59.68,50.02,33.03,16.04
24.99,18.8,12.61,16.88,21.14,16.86,12.57
26.52,17.62,8.72,38.5,68.29,75.87,83.45
27.98,27.14,26.3,26.64,26.97,28.03,29.09
44.51,43.19,41.87,43.11,44.35,46.0,47.64
97.58,97.93,98.28,78.67,59.06,29.53,0.0
31.36,29.49,27.63,45.43,63.23,62.04,60.85
2.8,4.51,6.21,7.71,9.2,12.62,16.04
51.29,38.8,26.3,26.64,26.97,23.42,19.86
49.32,51.36,53.39,54.82,56.26,52.75,49.24
49.32,47.35,45.37,43.81,42.25,44.94,47.64
64.34,53.1,41.87,49.07,56.26,66.49,76.73
45.88,53.71,61.54,62.89,64.25,69.06,73.87
18.08,17.16,16.24,18.69,21.14,23.44,25.75
51.29,61.56,71.82,63.12,54.41,64.87,75.33
74.12,71.1,68.07,65.03,61.99,72.11,82.24
65.97,74.87,83.76,73.5,63.23,65.21,67.19
18.08,17.16,16.24,19.36,22.48,15.93,9.39
44.51,47.42,50.33,51.64,52.94,55.53,58.12
29.74,27.35,24.96,26.71,28.46,45.58,62.7
52.98,41.18,29.39,22.56,15.73,13.56,11.39
81.12,73.5,65.87,60.14,54.41,35.93,17.44
40.18,31.12,22.06,31.44,40.82,42.52,44.21
79.59,75.04,70.49,67.37,64.25,60.38,56.52
64.34,57.34,50.33,52.37,54.41,66.02,77.63
3.06,13.23,23.4,18.99,14.58,29.4,44.21
51.29,56.41,61.54,62.89,64.25,64.9,65.56
79.59,79.2,78.8,73.54,68.29,60.96,53.63
82.84,75.46,68.07,60.5,52.94,41.74,30.55
7.13,5.88,4.62,5.08,5.54,5.33,5.12
10.73,12.96,15.19,13.14,11.08,8.75,6.43
49.32,58.18,67.05,60.73,54.41,46.88,39.34
3.44,6.59,9.74,10.41,11.08,9.14,7.19
8.44,6.7,4.97,12.34,19.71,31.96,44.21
23.62,31.74,39.86,27.8,15.73,10.78,5.82
45.88,42.01,38.14,30.31,22.48,29.1,35.71
52.98,62.4,71.82,74.88,77.94,84.02,90.1
98.6,98.86,99.11,98.54,97.96,70.38,42.81
2.8,3.88,4.97,4.41,3.85,4.01,4.17
24.99,22.03,19.07,23.77,28.46,32.08,35.71
19.33,19.2,19.07,16.18,13.28,17.3,21.32
69.79,57.58,45.37,44.86,44.35,41.84,39.34
0.0,0.3,0.6,17.21,33.81,48.96,64.1
10.73,10.24,9.74,9.47,9.2,7.51,5.82
7.13,8.44,9.74,9.47,9.2,17.48,25.75
1.46,4.25,7.04,11.39,15.73,14.68,13.62
71.06,42.55,14.04,9.24,4.43,4.04,3.66
7.13,5.16,3.18,15.08,26.97,27.25,27.53
32.73,26.56,20.38,21.43,22.48,15.93,9.39
17.13,14.87,12.61,10.22,7.83,14.58,21.32
4.78,8.7,12.61,9.93,7.26,18.18,29.09
47.63,33.35,19.07,18.83,18.59,18.58,18.56
1.05,0.67,0.29,0.34,0.38,0.64,0.89
4.33,4.26,4.2,2.91,1.62,24.63,47.64
0.7,0.76,0.83,0.6,0.38,0.19,0.0
47.63,46.5,45.37,43.1,40.82,44.23,47.64
42.38,44.86,47.34,59.23,71.12,71.38,71.64
6.08,4.9,3.72,3.12,2.52,3.34,4.17
27.98,21.58,15.19,8.86,2.52,3.09,3.66
2.55,2.33,2.1,2.66,3.22,2.9,2.58
13.34,15.44,17.54,24.77,32.0,25.28,18.56
20.73,16.24,11.75,12.51,13.28,11.78,10.28
9.36,8.2,7.04,7.15,7.26,6.84,6.43
5.48,3.79,2.1,2.31,2.52,3.09,3.66
12.0,10.36,8.72,14.22,19.71,17.88,16.04
3.88,4.04,4.2,4.87,5.54,5.01,4.49
42.38,44.86,47.34,43.12,38.9,33.99,29.09
36.52,40.05,43.58,36.85,30.12,35.57,41.02
60.17,64.12,68.07,75.77,83.48,85.48,87.49
74.12,63.02,51.93,60.97,70.01,77.01,84.02
75.17,72.83,70.49,71.36,72.24,72.58,72.92
51.29,45.58,39.86,34.99,30.12,31.29,32.46
40.18,47.57,54.95,49.65,44.35,47.44,50.54
14.65,13.2,11.75,10.48,9.2,6.84,4.49
20.73,24.18,27.63,28.88,30.12,42.52,54.93
31.36,39.35,47.34,41.53,35.72,30.74,25.75
57.15,61.51,65.87,73.06,80.26,72.91,65.56
69.79,75.25,80.71,78.28,75.84,76.28,76.73
61.76,65.55,69.34,73.1,76.85,78.37,79.89
67.53,67.8,68.07,66.86,65.65,66.42,67.19
61.76,55.27,48.77,42.24,35.72,39.26,42.81
90.29,87.5,84.72,87.84,90.96,88.98,87.01
29.74,26.57,23.4,26.76,30.12,31.29,32.46
58.87,56.91,54.95,57.0,59.06,68.34,77.63
6.08,6.56,7.04,9.57,12.1,13.48,14.86
49.32,48.33,47.34,45.84,44.35,43.58,42.81
51.29,46.58,41.87,39.51,37.15,30.56,23.97
93.82,94.5,95.19,95.81,96.43,97.15,97.87
20.73,16.67,12.61,18.4,24.2,24.08,23.97
23.62,43.94,64.25,36.04,7.83,8.61,9.39
27.98,25.69,23.4,18.34,13.28,10.84,8.4
44.51,39.62,34.73,27.22,19.71,17.88,16.04
4.78,9.98,15.19,16.14,17.1,14.84,12.57
91.09,89.15,87.2,88.52,89.84,81.38,72.92
75.17,75.52,75.87,74.06,72.24,65.83,59.42
79.59,72.73,65.87,61.06,56.26,55.59,54.93
38.2,30.8,23.4,33.88,44.35,43.58,42.81
36.52,43.42,50.33,42.07,33.81,32.18,30.55
57.15,52.96,48.77,41.29,33.81,33.97,34.12
32.73,30.18,27.63,42.76,57.88,56.4,54.93
88.38,89.66,90.93,88.62,86.31,86.9,87.49
7.7,7.37,7.04,8.12,9.2,8.8,8.4
13.34,29.35,45.37,43.1,40.82,29.13,17.44
40.18,50.02,59.85,60.92,61.99,64.59,67.19
34.8,38.33,41.87,39.51,37.15,25.38,13.62
73.0,75.9,78.8,81.36,83.92,74.74,65.56
90.29,92.02,93.76,93.64,93.51,92.92,92.33
10.73,15.56,20.38,23.68,26.97,18.62,10.28
32.73,35.44,38.14,33.3,28.46,32.08,35.71
23.62,23.51,23.4,24.51,25.63,28.09,30.55
10.16,10.46,10.76,8.15,5.54,9.06,12.57
19.33,15.04,10.76,15.95,21.14,40.28,59.42
15.79,10.38,4.97,6.4,7.83,5.57,3.31
36.52,32.96,29.39,29.76,30.12,38.08,46.05
15.79,14.92,14.04,13.66,13.28,18.62,23.97
65.97,59.68,53.39,47.82,42.25,52.48,62.7
13.34,19.15,24.96,23.72,22.48,14.15,5.82
1.31,2.24,3.18,3.0,2.83,3.98,5.12
69.79,66.38,62.97,61.02,59.06,48.4,37.75
