2014 SVI Unemployed Data and Encoding,2015 SVI Unemployed Data and Encoding,2016 SVI Unemployed Data and Encoding,2017 SVI Unemployed Data and Encoding,2018 SVI Unemployed Data and Encoding,2019 SVI Unemployed Data and Encoding,2020 SVI Unemployed Data and Encoding
98.38,96.48,94.59,93.17,91.75,92.12,92.49
91.72,91.77,91.82,91.18,90.54,85.62,80.71
67.34,67.74,68.13,71.47,74.81,72.48,70.15
75.68,55.5,35.31,35.83,36.34,32.48,28.61
60.74,66.82,72.91,76.71,80.51,83.66,86.82
88.19,88.68,89.18,76.47,63.76,68.34,72.92
68.04,61.14,54.25,39.4,24.55,24.16,23.77
84.97,69.61,54.25,69.83,85.41,88.74,92.08
10.54,24.23,37.92,32.02,26.11,36.76,47.42
84.97,80.84,76.7,80.45,84.2,79.19,74.19
66.35,64.2,62.05,62.06,62.07,65.39,68.71
84.97,75.48,66.0,73.26,80.51,86.3,92.08
70.77,75.04,79.31,78.29,77.26,73.7,70.15
58.8,58.46,58.13,58.34,58.54,52.08,45.61
48.2,43.92,39.64,39.01,38.38,36.88,35.39
93.7,94.94,96.18,92.84,89.49,89.66,89.82
69.91,73.72,77.52,64.62,51.72,48.67,45.61
57.59,50.64,43.68,48.56,53.44,50.43,47.42
79.82,79.94,80.07,80.29,80.51,82.68,84.85
40.08,28.43,16.78,18.12,19.46,22.44,25.43
88.98,81.34,73.7,74.76,75.83,72.99,70.15
60.74,61.4,62.05,62.06,62.07,69.48,76.89
33.43,30.9,28.37,25.86,23.34,21.7,20.05
84.37,82.22,80.07,80.29,80.51,69.22,57.92
67.34,66.67,66.0,79.44,92.87,68.36,43.86
80.58,86.2,91.82,91.18,90.54,81.02,71.51
69.91,73.72,77.52,82.4,87.29,83.19,79.09
60.74,76.66,92.58,94.65,96.72,74.22,51.72
50.72,57.16,63.61,61.96,60.32,43.76,27.21
26.81,30.52,34.22,36.3,38.38,42.9,47.42
94.36,82.36,70.36,73.1,75.83,72.99,70.15
88.19,86.47,84.75,71.65,58.54,52.08,45.61
80.58,84.0,87.42,84.87,82.32,65.94,49.55
14.74,13.32,11.91,14.01,16.11,13.15,10.18
37.76,33.97,30.18,26.76,23.34,22.65,21.96
19.33,18.44,17.54,16.83,16.11,18.08,20.05
11.56,19.37,27.19,31.76,36.34,32.48,28.61
61.99,65.68,69.37,75.85,82.32,80.7,79.09
28.84,44.16,59.47,63.89,68.31,81.16,94.02
6.65,7.88,9.11,13.66,18.22,21.82,25.43
5.7,3.88,2.07,1.61,1.15,1.15,1.15
42.73,49.12,55.52,69.86,84.2,83.73,83.26
35.5,35.4,35.31,35.83,36.34,49.57,62.79
23.78,13.77,3.76,4.74,5.73,10.41,15.09
22.86,19.3,15.73,38.9,62.07,72.3,82.53
57.59,65.25,72.91,71.3,69.68,61.76,53.85
4.27,2.92,1.56,4.33,7.1,5.98,4.87
37.76,38.7,39.64,64.29,88.95,89.56,90.17
61.99,67.84,73.7,77.1,80.51,83.19,85.87
45.62,46.92,48.23,51.52,54.81,59.61,64.42
48.2,43.92,39.64,46.54,53.44,51.5,49.55
0.57,0.82,1.08,3.16,5.25,33.34,61.43
60.74,52.21,43.68,38.34,32.99,35.32,37.65
50.72,58.93,67.14,67.73,68.31,57.86,47.42
22.86,25.02,27.19,31.76,36.34,41.88,47.42
42.73,38.48,34.22,32.71,31.21,35.16,39.12
11.56,32.06,52.56,41.88,31.21,33.3,35.39
9.65,23.21,36.77,43.42,50.06,33.16,16.26
98.06,96.76,95.45,96.9,98.34,50.3,2.26
12.13,13.93,15.73,20.14,24.55,31.1,37.65
36.55,38.1,39.64,49.98,60.32,44.46,28.61
25.76,23.16,20.57,26.78,32.99,25.22,17.44
36.55,28.05,19.55,14.52,9.49,9.83,10.18
55.21,48.81,42.41,59.12,75.83,56.74,37.65
26.81,19.9,12.99,14.55,16.11,25.75,35.39
72.78,76.42,80.07,74.19,68.31,65.55,62.79
76.5,61.33,46.16,54.12,62.07,69.48,76.89
2.96,3.54,4.11,5.28,6.46,5.11,3.76
68.04,71.28,74.53,75.18,75.83,82.57,89.31
9.65,16.1,22.54,13.9,5.25,4.35,3.44
37.76,40.72,43.68,52.0,60.32,71.43,82.53
32.22,35.07,37.92,43.34,48.76,62.82,76.89
20.25,31.33,42.41,69.08,95.76,91.68,87.59
24.86,36.54,48.23,60.28,72.32,42.6,12.89
73.96,63.26,52.56,59.0,65.45,79.97,94.49
8.63,13.08,17.54,16.19,14.84,11.42,7.99
35.5,36.71,37.92,27.02,16.11,41.14,66.17
19.33,19.44,19.55,21.44,23.34,27.0,30.65
15.31,19.5,23.69,55.49,87.29,76.73,66.17
18.53,13.82,9.11,13.66,18.22,23.42,28.61
24.86,22.2,19.55,20.05,20.54,25.6,30.65
28.84,28.02,27.19,19.82,12.45,41.98,71.51
10.09,6.58,3.06,2.5,1.94,2.45,2.96
52.88,48.95,45.02,43.34,41.66,36.16,30.65
70.77,74.64,78.51,84.52,90.54,84.82,79.09
26.81,59.52,92.23,89.49,86.75,88.03,89.31
38.81,23.96,9.11,5.74,2.36,8.16,13.97
32.22,19.4,6.59,3.3,0.0,0.0,0.0
72.78,76.94,81.09,79.18,77.26,67.59,57.92
67.34,43.96,20.57,43.77,66.97,80.5,94.02
25.76,24.15,22.54,22.94,23.34,19.8,16.26
51.74,49.98,48.23,46.56,44.9,48.31,51.72
58.8,58.46,58.13,54.1,50.06,66.95,83.83
22.03,22.86,23.69,29.28,34.87,26.68,18.49
94.43,87.25,80.07,63.49,46.91,45.38,43.86
25.76,25.82,25.88,26.66,27.45,28.03,28.61
26.81,37.52,48.23,56.0,63.76,71.43,79.09
82.87,87.9,92.93,95.88,98.82,86.5,74.19
76.5,85.88,95.26,97.25,99.24,93.62,88.0
12.86,18.27,23.69,14.71,5.73,4.74,3.76
76.5,84.16,91.82,93.49,95.16,93.62,92.08
10.54,17.78,25.02,34.96,44.9,46.16,47.42
17.77,30.72,43.68,56.68,69.68,73.86,78.04
70.77,42.2,13.63,19.87,26.11,13.06,0.0
41.39,36.48,31.58,25.52,19.46,20.71,21.96
57.59,61.12,64.66,66.48,68.31,70.62,72.92
15.31,15.52,15.73,16.45,17.17,34.44,51.72
48.2,44.57,40.94,51.5,62.07,75.69,89.31
49.38,46.53,43.68,40.01,36.34,40.98,45.61
4.62,3.5,2.39,2.85,3.31,18.27,33.23
24.86,37.21,49.57,57.51,65.45,38.32,11.2
28.84,44.81,60.78,63.12,65.45,39.17,12.89
65.46,72.39,79.31,86.6,93.89,93.19,92.49
20.25,25.22,30.18,38.54,46.91,54.85,62.79
23.78,34.4,45.02,61.98,78.95,77.22,75.49
17.06,24.32,31.58,40.82,50.06,34.28,18.49
41.39,46.28,51.16,59.06,66.97,76.42,85.87
7.04,13.3,19.55,28.96,38.38,32.79,27.21
47.06,51.29,55.52,59.64,63.76,66.24,68.71
2.55,4.82,7.1,10.97,14.84,53.67,92.49
28.84,32.8,36.77,33.01,29.24,33.44,37.65
3.85,4.92,5.99,3.0,0.0,0.0,0.0
31.01,57.18,83.35,69.08,54.81,45.1,35.39
43.52,44.27,45.02,37.13,29.24,20.22,11.2
16.17,22.27,28.37,44.34,60.32,57.08,53.85
58.8,59.14,59.47,54.12,48.76,43.94,39.12
28.84,32.07,35.31,36.84,38.38,35.8,33.23
31.01,33.89,36.77,36.56,36.34,48.02,59.71
33.43,30.31,27.19,25.26,23.34,32.52,41.69
49.38,47.2,45.02,57.35,69.68,52.54,35.39
82.36,79.94,77.52,86.34,95.16,95.56,95.96
22.86,23.28,23.69,12.81,1.94,5.57,9.2
3.09,4.18,5.28,20.08,34.87,66.06,97.26
82.36,58.29,34.22,56.06,77.9,61.76,45.61
28.84,25.69,22.54,23.54,24.55,26.58,28.61
48.2,50.38,52.56,56.44,60.32,66.62,72.92
51.74,60.56,69.37,60.54,51.72,61.61,71.51
3.09,2.58,2.07,1.61,1.15,1.02,0.89
24.86,53.3,81.73,87.81,93.89,88.86,83.83
34.54,37.09,39.64,43.28,46.91,54.17,61.43
5.35,12.45,19.55,31.29,43.03,60.54,78.04
58.8,54.98,51.16,47.1,43.03,58.61,74.19
71.89,74.3,76.7,77.3,77.9,80.87,83.83
69.91,72.76,75.61,77.66,79.71,76.32,72.92
32.22,43.87,55.52,64.5,73.47,75.76,78.04
30.25,19.42,8.6,9.92,11.24,40.7,70.15
49.38,43.65,37.92,36.39,34.87,36.99,39.12
57.59,40.64,23.69,14.71,5.73,10.41,15.09
34.54,40.35,46.16,58.54,70.92,75.42,79.92
38.81,35.89,32.98,59.2,85.41,88.55,91.69
83.25,82.92,82.59,66.32,50.06,49.8,49.55
26.81,25.25,23.69,41.12,58.54,70.1,81.67
35.5,22.3,9.11,38.71,68.31,65.55,62.79
19.33,20.51,21.68,18.26,14.84,16.67,18.49
16.17,21.02,25.88,26.0,26.11,36.76,47.42
89.88,88.43,86.98,87.14,87.29,91.62,95.96
19.33,20.94,22.54,34.72,46.91,24.03,1.15
69.91,63.45,56.99,55.21,53.44,58.93,64.42
83.92,91.53,99.14,97.76,96.37,92.84,89.31
34.54,38.48,42.41,43.66,44.9,35.16,25.43
42.73,42.57,42.41,35.82,29.24,25.6,21.96
20.25,16.08,11.91,17.62,23.34,46.74,70.15
17.06,15.93,14.8,22.02,29.24,25.6,21.96
60.74,56.65,52.56,61.12,69.68,63.8,57.92
11.11,16.4,21.68,25.46,29.24,33.44,37.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.11,2.44,3.76,12.15,20.54,36.13,51.72
43.52,55.82,68.13,57.52,46.91,42.28,37.65
58.8,48.36,37.92,25.8,13.69,15.57,17.44
14.23,14.98,15.73,47.72,79.71,86.86,94.02
95.61,96.45,97.29,83.48,69.68,35.97,2.26
77.3,82.36,87.42,88.76,90.1,80.12,70.15
33.43,31.8,30.18,40.12,50.06,45.88,41.69
41.39,46.98,52.56,52.14,51.72,40.16,28.61
55.21,38.44,21.68,16.46,11.24,23.32,35.39
55.21,61.67,68.13,71.98,75.83,79.18,82.53
36.55,53.46,70.36,48.9,27.45,20.17,12.89
30.25,20.46,10.67,13.39,16.11,17.3,18.49
22.86,30.39,37.92,24.14,10.35,10.26,10.18
28.84,44.81,60.78,65.85,70.92,69.82,68.71
82.87,80.69,78.51,75.41,72.32,79.1,85.87
37.76,58.91,80.07,84.78,89.49,79.1,68.71
9.65,22.48,35.31,47.82,60.32,61.56,62.79
25.76,17.84,9.93,7.83,5.73,9.85,13.97
25.76,43.91,62.05,70.88,79.71,78.3,76.89
96.47,48.24,0.0,0.0,0.0,0.0,0.0
28.02,29.1,30.18,28.82,27.45,32.55,37.65
42.73,66.66,90.58,88.35,86.11,55.77,25.43
13.59,15.18,16.78,12.28,7.77,28.66,49.55
33.43,33.2,32.98,32.98,32.99,38.42,43.86
78.13,88.03,97.93,98.74,99.55,77.7,55.86
25.76,19.7,13.63,13.66,13.69,39.05,64.42
25.76,51.23,76.7,86.34,95.99,96.56,97.14
3.37,6.65,9.93,9.26,8.6,19.62,30.65
33.43,26.16,18.88,36.16,53.44,55.68,57.92
33.43,35.68,37.92,55.7,73.47,74.48,75.49
86.37,90.42,94.46,95.48,96.5,91.66,86.82
36.55,37.24,37.92,28.69,19.46,18.98,18.49
31.01,50.68,70.36,42.02,13.69,27.69,41.69
9.65,10.46,11.27,13.69,16.11,18.08,20.05
59.82,70.78,81.73,54.59,27.45,52.17,76.89
7.04,10.34,13.63,8.98,4.33,6.16,7.99
45.62,41.77,37.92,46.36,54.81,36.12,17.44
23.78,30.85,37.92,43.34,48.76,60.84,72.92
31.01,30.6,30.18,31.58,32.99,38.42,43.86
9.04,11.34,13.63,26.72,39.81,32.62,25.43
89.37,92.41,95.45,91.1,86.75,85.8,84.85
64.02,74.39,84.75,82.63,80.51,62.18,43.86
51.74,63.14,74.53,80.64,86.75,86.78,86.82
75.68,81.33,86.98,85.2,83.41,66.48,49.55
90.29,93.68,97.07,90.24,83.41,90.34,97.26
49.38,45.9,42.41,59.12,75.83,81.92,88.0
38.81,39.22,39.64,48.16,56.69,61.43,66.17
28.84,25.69,22.54,36.3,50.06,38.64,27.21
67.34,49.46,31.58,25.52,19.46,10.17,0.89
54.09,56.78,59.47,54.76,50.06,45.88,41.69
49.38,48.8,48.23,63.97,79.71,72.94,66.17
15.31,18.5,21.68,28.28,34.87,24.42,13.97
34.54,33.76,32.98,37.32,41.66,43.64,45.61
12.86,10.2,7.55,4.96,2.36,2.66,2.96
7.04,10.92,14.8,16.51,18.22,10.24,2.26
82.36,81.21,80.07,75.5,70.92,82.07,93.22
22.86,21.72,20.57,21.96,23.34,21.7,20.05
64.02,71.26,78.51,86.1,93.69,94.54,95.39
49.38,47.77,46.16,44.6,43.03,35.82,28.61
12.13,11.4,10.67,13.39,16.11,19.94,23.77
1.91,9.72,17.54,24.38,31.21,52.7,74.19
82.87,65.55,48.23,24.91,1.59,1.8,2.01
57.59,54.37,51.16,66.33,81.5,67.68,53.85
26.81,44.43,62.05,68.94,75.83,86.66,97.49
42.73,51.1,59.47,75.82,92.17,83.18,74.19
6.08,5.68,5.28,3.82,2.36,2.5,2.64
80.58,72.62,64.66,65.05,65.45,79.33,93.22
32.22,31.2,30.18,29.71,29.24,27.33,25.43
7.48,14.02,20.57,15.03,9.49,11.19,12.89
23.78,30.28,36.77,49.42,62.07,72.95,83.83
86.37,77.87,69.37,72.6,75.83,84.93,94.02
96.98,96.94,96.91,94.33,91.75,94.62,97.49
86.37,72.25,58.13,66.47,74.81,79.32,83.83
23.78,26.08,28.37,33.38,38.38,45.05,51.72
17.77,15.7,13.63,13.66,13.69,10.52,7.35
4.93,12.75,20.57,55.56,90.54,95.04,99.55
6.65,12.1,17.54,22.5,27.45,24.7,21.96
13.59,18.64,23.69,53.94,84.2,87.58,90.96
26.81,54.27,81.73,78.78,75.83,69.31,62.79
33.43,17.2,0.96,1.06,1.15,3.87,6.59
42.73,44.44,46.16,54.12,62.07,61.75,61.43
2.55,6.61,10.67,7.5,4.33,26.94,49.55
87.68,92.38,97.07,97.68,98.28,98.55,98.82
12.13,25.02,37.92,54.42,70.92,81.09,91.25
0.19,0.81,1.43,2.24,3.06,2.53,2.01
31.01,41.09,51.16,28.81,6.46,15.12,23.77
2.23,24.2,46.16,48.94,51.72,62.96,74.19
35.5,30.69,25.88,46.42,66.97,75.91,84.85
44.57,41.24,37.92,39.79,41.66,46.69,51.72
28.84,30.21,31.58,30.41,29.24,22.17,15.09
3.85,14.86,25.88,59.02,92.17,46.08,0.0
32.22,42.39,52.56,73.33,94.11,90.85,87.59
5.35,6.76,8.18,28.47,48.76,48.09,47.42
47.06,46.61,46.16,53.24,60.32,57.08,53.85
22.03,17.83,13.63,19.09,24.55,27.6,30.65
32.22,29.7,27.19,25.87,24.55,31.1,37.65
71.89,78.97,86.06,86.08,86.11,84.32,82.53
79.05,82.7,86.34,89.71,93.09,96.16,99.24
50.72,56.38,62.05,69.98,77.9,74.03,70.15
8.63,14.09,19.55,11.75,3.95,9.52,15.09
67.34,55.51,43.68,47.7,51.72,50.64,49.55
52.88,61.62,70.36,61.9,53.44,42.04,30.65
28.02,32.4,36.77,39.9,43.03,36.84,30.65
33.43,32.51,31.58,40.82,50.06,52.96,55.86
17.06,16.92,16.78,16.98,17.17,18.61,20.05
57.59,67.14,76.7,68.51,60.32,59.12,57.92
14.74,20.96,27.19,45.48,63.76,64.96,66.17
10.09,16.89,23.69,41.12,58.54,51.2,43.86
31.01,33.89,36.77,40.84,44.9,54.66,64.42
40.08,37.15,34.22,39.56,44.9,51.41,57.92
8.05,19.11,30.18,29.71,29.24,35.47,41.69
31.01,29.1,27.19,37.05,46.91,45.38,43.86
28.84,34.24,39.64,31.49,23.34,52.03,80.71
69.91,83.04,96.18,97.5,98.82,97.63,96.44
33.43,30.9,28.37,31.62,34.87,43.3,51.72
19.33,30.14,40.94,50.63,60.32,45.48,30.65
4.93,10.33,15.73,22.48,29.24,20.22,11.2
52.88,49.52,46.16,44.6,43.03,41.08,39.12
48.2,63.76,79.31,70.69,62.07,57.96,53.85
50.72,64.12,77.52,68.03,58.54,58.23,57.92
23.78,19.29,14.8,14.24,13.69,14.39,15.09
56.45,75.68,94.91,95.34,95.76,92.96,90.17
69.91,81.73,93.54,89.82,86.11,62.61,39.12
63.01,37.46,11.91,19.68,27.45,25.61,23.77
26.81,32.36,37.92,32.68,27.45,21.86,16.26
28.02,23.78,19.55,14.95,10.35,12.16,13.97
49.38,55.08,60.78,55.42,50.06,64.58,79.09
55.21,39.45,23.69,12.81,1.94,1.98,2.01
13.59,12.75,11.91,13.38,14.84,13.02,11.2
17.06,26.92,36.77,52.54,68.31,76.58,84.85
30.25,24.56,18.88,23.17,27.45,27.33,27.21
32.22,35.93,39.64,31.49,23.34,19.22,15.09
50.72,53.86,56.99,53.52,50.06,30.12,10.18
88.19,77.67,67.14,55.09,43.03,46.29,49.55
20.25,18.52,16.78,15.24,13.69,18.73,23.77
31.01,38.02,45.02,28.13,11.24,15.65,20.05
28.84,21.82,14.8,14.82,14.84,20.14,25.43
24.86,18.38,11.91,11.13,10.35,7.06,3.76
66.35,39.67,12.99,15.6,18.22,17.24,16.26
24.86,28.92,32.98,16.49,0.0,6.0,12.0
34.54,30.21,25.88,23.88,21.88,23.66,25.43
64.02,66.07,68.13,76.77,85.41,91.75,98.09
65.46,66.3,67.14,71.48,75.83,56.74,37.65
28.02,28.2,28.37,39.22,50.06,63.48,76.89
12.13,10.36,8.6,6.28,3.95,5.27,6.59
41.39,46.98,52.56,58.16,63.76,59.81,55.86
12.13,21.86,31.58,51.95,72.32,76.52,80.71
31.01,27.35,23.69,22.78,21.88,23.66,25.43
22.03,16.97,11.91,6.75,1.59,3.23,4.87
61.99,52.2,42.41,36.81,31.21,25.63,20.05
4.27,3.66,3.06,2.33,1.59,3.23,4.87
37.76,33.06,28.37,28.81,29.24,23.86,18.49
30.25,27.64,25.02,27.13,29.24,28.92,28.61
37.76,33.97,30.18,29.71,29.24,31.24,33.23
40.08,41.24,42.41,31.48,20.54,18.4,16.26
22.03,20.79,19.55,20.05,20.54,22.16,23.77
71.89,63.07,54.25,43.62,32.99,44.42,55.86
20.25,22.64,25.02,26.23,27.45,33.28,39.12
34.54,37.09,39.64,37.99,36.34,40.1,43.86
13.31,13.47,13.63,19.87,26.11,25.77,25.43
21.11,19.32,17.54,25.27,32.99,30.1,27.21
28.84,28.02,27.19,30.09,32.99,34.19,35.39
40.08,35.83,31.58,26.73,21.88,21.92,21.96
17.77,19.17,20.57,19.4,18.22,17.83,17.44
40.08,39.0,37.92,43.34,48.76,43.94,39.12
22.03,20.79,19.55,22.83,26.11,26.66,27.21
40.08,46.32,52.56,40.01,27.45,27.33,27.21
12.13,10.36,8.6,9.92,11.24,15.65,20.05
25.76,23.16,20.57,36.14,51.72,47.79,43.86
23.78,19.29,14.8,12.58,10.35,24.74,39.12
41.39,36.48,31.58,45.95,60.32,54.94,49.55
37.76,28.65,19.55,20.72,21.88,17.39,12.89
8.05,8.99,9.93,10.58,11.24,12.06,12.89
15.31,19.5,23.69,21.58,19.46,16.72,13.97
10.54,42.12,73.7,81.1,88.5,81.99,75.49
34.54,28.11,21.68,23.12,24.55,22.3,20.05
49.38,47.2,45.02,59.92,74.81,56.23,37.65
17.77,16.75,15.73,19.54,23.34,18.11,12.89
66.35,57.96,49.57,62.19,74.81,77.76,80.71
79.05,80.82,82.59,83.4,84.2,80.54,76.89
79.05,76.38,73.7,73.01,72.32,69.24,66.17
32.22,24.88,17.54,19.04,20.54,23.88,27.21
81.76,68.01,54.25,51.5,48.76,31.92,15.09
43.52,35.94,28.37,23.3,18.22,28.67,39.12
68.04,62.52,56.99,49.32,41.66,28.96,16.26
28.02,40.29,52.56,53.68,54.81,58.12,61.43
38.81,41.24,43.68,41.74,39.81,42.71,45.61
25.76,24.15,22.54,22.21,21.88,18.49,15.09
30.25,31.62,32.98,17.81,2.64,3.39,4.14
36.55,40.12,43.68,45.3,46.91,38.78,30.65
70.77,71.2,71.63,72.55,73.47,40.73,7.99
63.01,59.26,55.52,53.62,51.72,50.64,49.55
69.91,74.61,79.31,76.39,73.47,73.83,74.19
44.57,42.76,40.94,41.98,43.03,65.82,88.61
16.17,18.92,21.68,24.56,27.45,30.34,33.23
18.53,16.66,14.8,15.98,17.17,15.57,13.97
28.84,40.0,51.16,29.13,7.1,11.68,16.26
26.81,27.59,28.37,36.64,44.9,27.54,10.18
35.5,39.59,43.68,42.67,41.66,39.66,37.65
28.02,26.95,25.88,23.21,20.54,19.52,18.49
18.53,20.1,21.68,28.28,34.87,34.05,33.23
22.86,19.82,16.78,14.01,11.24,17.5,23.77
17.06,21.47,25.88,20.36,14.84,20.14,25.43
59.82,57.03,54.25,60.61,66.97,52.31,37.65
26.81,45.21,63.61,52.64,41.66,40.39,39.12
55.21,50.68,46.16,57.24,68.31,63.12,57.92
60.74,45.46,30.18,28.82,27.45,28.03,28.61
17.06,15.02,12.99,12.72,12.45,14.94,17.44
41.39,41.9,42.41,44.66,46.91,40.07,33.23
83.25,81.66,80.07,82.74,85.41,79.8,74.19
2.07,1.75,1.43,1.12,0.8,49.2,97.61
49.38,58.26,67.14,74.73,82.32,76.24,70.15
22.03,22.86,23.69,24.12,24.55,28.89,33.23
15.31,26.62,37.92,47.3,56.69,39.32,21.96
37.76,41.39,45.02,34.78,24.55,26.58,28.61
22.03,17.83,13.63,13.04,12.45,22.84,33.23
49.38,39.78,30.18,23.68,17.17,56.28,95.39
82.36,88.3,94.24,94.3,94.36,94.71,95.07
11.56,12.6,13.63,15.92,18.22,21.0,23.77
45.62,56.38,67.14,65.45,63.76,59.81,55.86
38.81,39.88,40.94,36.08,31.21,29.21,27.21
32.22,30.3,28.37,39.22,50.06,41.64,33.23
11.56,7.53,3.5,6.5,9.49,25.59,41.69
44.57,42.1,39.64,34.44,29.24,24.64,20.05
23.78,26.08,28.37,29.79,31.21,43.54,55.86
23.78,22.18,20.57,28.46,36.34,29.15,21.96
25.76,19.37,12.99,18.16,23.34,19.8,16.26
38.81,31.25,23.69,28.34,32.99,24.63,16.26
58.8,55.68,52.56,33.12,13.69,26.4,39.12
54.09,57.44,60.78,63.12,65.45,67.8,70.15
76.5,72.93,69.37,44.96,20.54,29.1,37.65
63.01,62.53,62.05,58.43,54.81,58.12,61.43
77.3,75.1,72.91,69.94,66.97,61.42,55.86
71.89,66.97,62.05,57.74,53.44,39.43,25.43
49.38,48.8,48.23,55.15,62.07,60.0,57.92
12.86,16.72,20.57,13.84,7.1,5.03,2.96
45.62,45.89,46.16,55.8,65.45,67.08,68.71
73.96,77.02,80.07,78.98,77.9,77.4,76.89
22.03,26.1,30.18,33.26,36.34,44.03,51.72
42.73,45.48,48.23,54.28,60.32,54.94,49.55
6.65,5.81,4.97,14.16,23.34,29.36,35.39
75.68,59.04,42.41,23.37,4.33,7.26,10.18
20.25,21.4,22.54,21.54,20.54,19.52,18.49
6.65,14.6,22.54,39.62,56.69,52.05,47.42
23.78,25.49,27.19,23.86,20.54,18.4,16.26
55.21,50.68,46.16,58.54,70.92,74.48,78.04
51.74,57.68,63.61,57.66,51.72,38.58,25.43
21.11,26.35,31.58,35.7,39.81,35.23,30.65
41.39,49.19,56.99,55.9,54.81,58.12,61.43
30.25,32.78,35.31,32.28,29.24,37.42,45.61
28.84,30.91,32.98,39.94,46.91,58.53,70.15
22.86,23.28,23.69,24.12,24.55,25.88,27.21
69.02,68.58,68.13,71.98,75.83,61.62,47.42
25.76,35.96,46.16,67.1,88.03,83.98,79.92
56.45,62.91,69.37,74.54,79.71,81.12,82.53
43.52,44.27,45.02,52.67,60.32,63.24,66.17
40.08,41.88,43.68,50.18,56.69,46.04,35.39
72.78,59.47,46.16,63.34,80.51,89.57,98.63
78.13,82.56,86.98,88.76,90.54,92.1,93.67
69.02,64.24,59.47,63.89,68.31,51.85,35.39
20.25,29.94,39.64,49.09,58.54,58.23,57.92
13.59,14.19,14.8,15.46,16.11,17.3,18.49
77.3,75.5,73.7,65.2,56.69,65.44,74.19
43.52,41.58,39.64,23.37,7.1,5.98,4.87
15.31,14.47,13.63,19.87,26.11,28.38,30.65
41.39,41.9,42.41,42.72,43.03,49.44,55.86
36.55,53.46,70.36,80.23,90.1,80.8,71.51
16.17,21.68,27.19,33.5,39.81,25.9,12.0
94.36,93.64,92.93,91.74,90.54,86.54,82.53
97.68,98.49,99.3,99.6,99.9,99.76,99.62
19.33,25.46,31.58,28.06,24.55,27.6,30.65
15.31,21.84,28.37,25.86,23.34,31.23,39.12
92.71,95.14,97.58,98.02,98.47,96.93,95.39
71.89,65.01,58.13,53.44,48.76,57.46,66.17
48.2,47.18,46.16,55.8,65.45,77.81,90.17
72.78,74.19,75.61,75.72,75.83,73.67,71.51
32.22,34.49,36.77,34.88,32.99,39.3,45.61
91.72,90.45,89.18,87.3,85.41,88.0,90.58
16.17,14.9,13.63,20.54,27.45,23.75,20.05
64.02,59.77,55.52,58.79,62.07,68.13,74.19
45.62,41.77,37.92,45.68,53.44,46.28,39.12
8.63,14.6,20.57,42.16,63.76,40.01,16.26
93.19,88.97,84.75,83.12,81.5,55.06,28.61
64.02,66.69,69.37,69.52,69.68,67.05,64.42
81.76,82.18,82.59,83.64,84.68,86.64,88.61
79.82,88.1,96.37,97.23,98.09,94.67,91.25
94.94,95.7,96.47,96.32,96.18,97.36,98.54
13.59,11.1,8.6,27.75,46.91,25.52,4.14
72.78,81.33,89.88,90.21,90.54,82.36,74.19
61.99,70.25,78.51,67.6,56.69,66.79,76.89
74.91,76.22,77.52,78.61,79.71,76.95,74.19
45.62,51.88,58.13,64.53,70.92,75.01,79.09
22.86,23.94,25.02,34.96,44.9,47.22,49.55
28.02,26.52,25.02,19.93,14.84,20.14,25.43
56.45,56.72,56.99,59.53,62.07,67.49,72.92
25.76,30.54,35.31,37.56,39.81,39.47,39.12
43.52,34.7,25.88,29.44,32.99,38.42,43.86
25.76,51.64,77.52,78.24,78.95,67.4,55.86
36.55,31.22,25.88,23.88,21.88,39.9,57.92
85.42,62.53,39.64,51.7,63.76,68.97,74.19
51.74,60.56,69.37,70.84,72.32,69.24,66.17
36.55,40.78,45.02,44.96,44.9,51.41,57.92
59.82,54.69,49.57,48.24,46.91,36.17,25.43
73.96,76.64,79.31,79.91,80.51,79.28,78.04
69.02,62.27,55.52,52.14,48.76,51.3,53.85
36.55,56.62,76.7,54.84,32.99,18.57,4.14
91.05,86.82,82.59,82.04,81.5,79.19,76.89
44.57,35.22,25.88,25.22,24.55,29.97,35.39
89.88,86.62,83.35,81.93,80.51,82.17,83.83
40.08,44.82,49.57,50.64,51.72,58.07,64.42
65.46,42.17,18.88,48.39,77.9,77.4,76.89
80.58,79.05,77.52,64.62,51.72,58.94,66.17
94.75,94.27,93.79,89.95,86.11,80.8,75.49
65.46,63.76,62.05,61.18,60.32,63.24,66.17
77.3,66.41,55.52,59.64,63.76,72.72,81.67
36.55,34.06,31.58,32.29,32.99,35.32,37.65
57.59,55.08,52.56,48.73,44.9,42.01,39.12
60.74,54.49,48.23,53.39,58.54,65.03,71.51
43.52,36.85,30.18,46.13,62.07,67.49,72.92
91.05,86.82,82.59,83.64,84.68,81.36,78.04
13.59,14.66,15.73,22.48,29.24,26.51,23.77
91.5,90.34,89.18,84.06,78.95,77.22,75.49
70.77,68.96,67.14,66.29,65.45,63.44,61.43
58.8,60.42,62.05,66.48,70.92,65.32,59.71
82.87,80.19,77.52,68.03,58.54,67.02,75.49
70.77,67.19,63.61,59.21,54.81,53.27,51.72
25.76,25.82,25.88,19.16,12.45,9.52,6.59
56.45,55.98,55.52,55.16,54.81,54.33,53.85
72.78,67.42,62.05,50.22,38.38,52.27,66.17
