2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding
66.6,66.73,66.86,65.04,63.23,61.61,59.99
24.45,24.83,25.21,22.48,19.74,17.95,16.17
86.06,87.24,88.41,88.57,88.73,87.28,85.84
50.68,50.43,50.18,50.2,50.21,46.7,43.19
58.36,59.94,61.51,62.9,64.28,63.5,62.73
34.42,34.53,34.64,34.58,34.51,33.34,32.18
68.29,69.69,71.09,70.72,70.36,67.66,64.96
56.03,57.74,59.44,55.79,52.15,46.52,40.9
71.6,72.3,73.0,69.9,66.79,63.39,59.99
69.02,71.01,73.0,73.78,74.56,74.66,74.76
12.8,14.35,15.89,16.02,16.14,16.38,16.61
40.78,41.76,42.73,38.62,34.51,34.06,33.61
58.36,59.94,61.51,60.73,59.95,58.58,57.22
89.46,90.88,92.3,90.62,88.95,87.52,86.09
67.65,68.37,69.09,70.09,71.09,71.54,71.99
46.39,45.58,44.76,42.32,39.89,36.47,33.04
54.66,52.92,51.19,51.16,51.13,50.58,50.03
98.47,98.46,98.44,98.49,98.54,98.16,97.77
6.34,5.74,5.13,5.26,5.38,5.4,5.41
88.83,88.72,88.6,87.7,86.79,87.2,87.62
50.68,51.52,52.37,50.65,48.93,49.13,49.33
30.02,30.18,30.34,27.68,25.02,24.24,23.46
39.64,38.24,36.84,37.24,37.63,36.7,35.77
53.87,58.6,63.32,65.92,68.51,70.25,71.99
71.6,73.45,75.29,74.54,73.8,73.22,72.63
66.6,66.25,65.9,62.93,59.95,60.53,61.11
57.12,55.74,54.35,50.26,46.16,42.34,38.51
63.77,64.07,64.37,63.8,63.23,62.17,61.11
57.12,59.78,62.43,63.36,64.28,65.78,67.28
71.06,72.03,73.0,73.78,74.56,75.3,76.03
76.44,77.6,78.76,75.2,71.63,69.9,68.17
53.87,53.12,52.37,50.27,48.17,45.1,42.04
38.62,37.73,36.84,37.24,37.63,37.08,36.54
61.8,60.62,59.44,63.98,68.51,69.52,70.53
39.64,40.69,41.74,42.98,44.22,43.13,42.04
79.11,80.97,82.84,82.11,81.38,80.79,80.2
62.81,64.36,65.9,67.2,68.51,68.82,69.13
36.39,38.19,39.99,40.94,41.9,44.18,46.47
43.33,43.42,43.52,43.87,44.22,43.7,43.19
83.06,83.44,83.83,83.58,83.32,83.0,82.69
33.17,32.71,32.25,32.62,32.98,32.07,31.16
69.02,70.06,71.09,73.88,76.66,71.32,65.98
65.62,65.34,65.07,62.18,59.28,57.22,55.16
75.71,77.24,78.76,79.12,79.47,79.44,79.41
63.77,64.42,65.07,64.15,63.23,61.61,59.99
76.44,77.94,79.43,80.4,81.38,81.23,81.09
22.76,22.94,23.11,22.6,22.09,22.0,21.9
26.77,27.04,27.32,25.02,22.73,20.82,18.91
17.03,17.94,18.85,20.79,22.73,21.93,21.13
53.87,52.53,51.19,48.23,45.27,40.9,36.54
68.29,68.69,69.09,71.1,73.1,71.82,70.53
61.0,60.74,60.49,58.83,57.18,54.67,52.16
92.45,92.85,93.25,93.18,93.12,92.76,92.39
65.04,64.7,64.37,62.75,61.13,60.04,58.94
71.06,72.42,73.77,72.43,71.09,70.56,70.02
33.17,32.71,32.25,28.98,25.72,23.42,21.13
25.18,25.79,26.39,27.25,28.11,29.15,30.2
57.12,58.28,59.44,59.7,59.95,57.56,55.16
25.18,26.25,27.32,26.52,25.72,24.86,24.0
25.18,25.2,25.21,24.4,23.59,24.13,24.67
66.6,69.8,73.0,73.05,73.1,73.2,73.3
63.77,66.94,70.11,70.87,71.63,71.42,71.2
1.56,1.45,1.34,1.2,1.05,0.96,0.86
80.17,82.62,85.07,81.98,78.89,74.71,70.53
34.42,33.34,32.25,32.97,33.68,37.29,40.9
62.81,63.94,65.07,65.0,64.92,64.56,64.19
65.04,66.6,68.16,67.47,66.79,65.49,64.19
77.36,76.64,75.93,73.78,71.63,68.29,64.96
95.8,95.82,95.83,95.29,94.75,94.35,93.95
69.02,69.06,69.09,69.3,69.5,69.76,70.02
38.62,37.73,36.84,35.26,33.68,31.18,28.68
52.82,53.58,54.35,51.26,48.17,45.68,43.19
80.74,81.79,82.84,82.41,81.98,81.3,80.62
15.79,15.84,15.89,15.65,15.41,15.26,15.12
2.1,2.1,2.1,2.0,1.91,1.83,1.75
32.12,32.18,32.25,31.62,30.98,30.14,29.31
62.81,65.95,69.09,66.68,64.28,65.78,67.28
51.74,53.04,54.35,54.78,55.21,56.22,57.22
7.26,7.42,7.58,8.36,9.14,9.38,9.61
32.12,31.23,30.34,30.08,29.83,28.85,27.88
65.62,65.76,65.9,65.84,65.78,62.36,58.94
77.97,77.64,77.3,76.98,76.66,76.34,76.03
22.76,23.38,24.01,23.37,22.73,22.79,22.85
12.23,13.08,13.94,13.99,14.04,14.15,14.26
27.67,32.78,37.89,26.65,15.41,12.02,8.63
83.86,84.21,84.56,85.68,86.79,86.0,85.2
35.59,38.25,40.91,42.56,44.22,43.13,42.04
74.98,76.45,77.91,80.2,82.49,82.59,82.69
45.34,44.04,42.73,41.31,39.89,37.18,34.47
45.34,45.54,45.75,44.98,44.22,43.7,43.19
57.12,57.32,57.53,57.36,57.18,55.09,52.99
42.22,43.98,45.75,45.96,46.16,45.36,44.56
68.29,71.03,73.77,70.28,66.79,64.76,62.73
6.34,6.72,7.1,7.45,7.8,8.04,8.27
20.73,21.92,23.11,22.6,22.09,21.28,20.46
19.8,18.64,17.48,16.81,16.14,15.2,14.26
6.34,4.74,3.15,2.76,2.36,1.77,1.18
27.67,27.5,27.32,26.52,25.72,25.2,24.67
96.28,96.6,96.91,95.94,94.97,94.27,93.57
57.12,56.18,55.24,58.79,62.34,62.9,63.46
87.93,86.7,85.48,80.46,75.45,72.29,69.13
20.73,19.45,18.18,17.16,16.14,15.85,15.56
51.74,53.49,55.24,53.18,51.13,53.58,56.02
18.69,20.16,21.62,18.51,15.41,12.22,9.04
88.48,91.07,93.66,93.72,93.79,93.79,93.79
15.19,15.54,15.89,16.02,16.14,16.38,16.61
95.64,94.19,92.74,91.31,89.88,89.52,89.15
8.72,7.91,7.1,6.56,6.02,5.72,5.41
2.71,2.68,2.64,2.5,2.36,2.28,2.2
7.07,6.67,6.27,5.73,5.19,5.0,4.81
80.17,82.0,83.83,86.28,88.73,89.83,90.93
87.14,78.11,69.09,81.55,94.01,95.06,96.12
90.04,89.86,89.68,90.02,90.35,89.75,89.15
33.17,31.76,30.34,29.62,28.91,28.8,28.68
4.87,4.9,4.93,4.58,4.23,4.11,3.98
1.24,1.1,0.96,0.82,0.67,0.72,0.76
61.8,64.33,66.86,73.45,80.04,80.33,80.62
83.86,84.46,85.07,86.52,87.97,89.05,90.13
52.82,43.14,33.46,29.24,25.02,31.76,38.51
67.65,67.26,66.86,63.4,59.95,59.44,58.94
74.21,72.16,70.11,70.6,71.09,71.54,71.99
80.17,81.28,82.39,81.47,80.55,80.58,80.62
16.11,15.78,15.44,13.91,12.38,12.16,11.94
44.29,40.56,36.84,36.74,36.64,37.58,38.51
75.71,74.35,73.0,70.76,68.51,66.74,64.96
10.7,10.68,10.67,10.1,9.52,9.4,9.29
52.82,52.0,51.19,50.06,48.93,47.14,45.35
50.68,47.72,44.76,44.49,44.22,53.84,63.46
82.33,82.58,82.84,81.16,79.47,78.86,78.26
21.36,20.1,18.85,19.3,19.74,21.6,23.46
4.17,4.03,3.88,3.6,3.31,3.64,3.98
40.78,40.84,40.91,39.27,37.63,36.05,34.47
17.03,22.68,28.33,19.77,11.21,9.92,8.63
76.44,78.18,79.91,81.4,82.9,83.0,83.1
30.02,25.82,21.62,22.18,22.73,23.36,24.0
97.07,96.77,96.47,96.24,96.02,95.53,95.04
87.71,87.14,86.56,87.76,88.95,88.48,88.0
2.04,2.23,2.42,2.47,2.52,2.48,2.45
84.34,68.82,53.3,51.76,50.21,45.06,39.91
80.74,79.32,77.91,77.73,77.55,77.03,76.51
50.68,50.43,50.18,48.17,46.16,45.36,44.56
87.93,89.03,90.13,89.84,89.56,87.82,86.09
45.34,40.54,35.75,41.45,47.15,63.07,78.99
50.68,50.43,50.18,48.67,47.15,46.25,45.35
1.56,1.58,1.59,1.52,1.46,1.48,1.5
99.27,98.76,98.25,89.15,80.04,76.33,72.63
12.8,11.22,9.65,8.02,6.4,8.82,11.23
43.33,31.09,18.85,19.3,19.74,27.1,34.47
65.62,64.47,63.32,56.76,50.21,47.78,45.35
33.17,43.24,53.3,56.62,59.95,39.11,18.27
1.05,1.13,1.21,1.86,2.52,2.84,3.15
2.55,2.48,2.42,2.31,2.2,2.1,2.01
30.02,26.16,22.29,19.58,16.87,16.22,15.56
9.39,8.6,7.8,7.56,7.32,7.26,7.19
83.41,82.62,81.82,75.17,68.51,65.62,62.73
1.34,1.42,1.5,1.52,1.53,1.54,1.56
74.21,71.18,68.16,64.64,61.13,59.18,57.22
85.42,86.2,86.98,86.7,86.41,86.62,86.82
23.75,23.02,22.29,27.14,32.0,32.8,33.61
91.72,89.78,87.84,87.48,87.11,84.69,82.27
56.03,54.67,53.3,50.22,47.15,40.38,33.61
80.17,81.28,82.39,83.3,84.21,81.23,78.26
3.98,3.2,2.42,1.98,1.53,1.32,1.11
99.24,98.24,97.23,96.88,96.53,91.55,86.57
7.26,7.82,8.37,7.84,7.32,7.08,6.84
6.34,6.02,5.7,5.44,5.19,5.11,5.03
19.01,17.92,16.84,15.44,14.04,12.64,11.23
49.51,46.12,42.73,41.82,40.91,44.6,48.28
63.77,63.55,63.32,60.74,58.17,52.73,47.29
91.37,90.98,90.58,89.76,88.95,89.54,90.13
91.37,90.3,89.24,87.72,86.21,81.92,77.63
63.77,62.64,61.51,58.93,56.35,52.84,49.33
99.4,98.98,98.57,97.06,95.54,97.36,99.17
1.72,1.91,2.1,2.08,2.07,2.31,2.55
76.44,73.76,71.09,72.82,74.56,75.0,75.43
62.81,62.62,62.43,61.78,61.13,60.56,59.99
13.5,11.58,9.65,8.49,7.32,6.06,4.81
2.71,2.26,1.81,1.31,0.8,0.74,0.67
12.23,12.53,12.83,12.81,12.8,13.07,13.34
9.39,6.81,4.23,6.02,7.8,13.04,18.27
98.69,98.38,98.06,97.92,97.77,97.16,96.56
30.85,22.82,14.8,10.78,6.75,5.22,3.69
83.41,80.36,77.3,78.1,78.89,82.36,85.84
45.34,41.62,37.89,33.86,29.83,29.26,28.68
42.22,37.24,32.25,29.45,26.65,25.32,24.0
48.55,47.15,45.75,43.82,41.9,40.2,38.51
23.75,21.98,20.22,19.7,19.17,19.04,18.91
40.78,39.86,38.94,36.31,33.68,34.08,34.47
14.17,14.06,13.94,13.16,12.38,12.16,11.94
14.17,13.26,12.35,11.78,11.21,10.12,9.04
92.14,90.28,88.41,87.41,86.41,81.46,76.51
96.66,96.16,95.67,94.08,92.49,90.82,89.15
30.02,30.68,31.33,28.52,25.72,26.42,27.12
73.26,70.4,67.53,68.95,70.36,74.89,79.41
28.72,29.05,29.39,30.7,32.0,31.1,30.2
1.88,1.85,1.81,1.78,1.75,1.75,1.75
28.72,28.52,28.33,28.62,28.91,29.56,30.2
23.75,24.21,24.67,20.77,16.87,15.99,15.12
85.29,85.52,85.74,83.14,80.55,82.58,84.6
2.55,2.69,2.83,2.68,2.52,2.48,2.45
25.95,19.73,13.5,12.7,11.91,14.56,17.22
80.17,80.36,80.55,80.3,80.04,79.15,78.26
3.76,3.66,3.57,3.19,2.8,2.68,2.55
74.98,75.13,75.29,73.46,71.63,68.81,65.98
19.01,17.72,16.43,15.24,14.04,14.15,14.26
91.95,91.66,91.37,90.62,89.88,89.28,88.67
49.51,50.94,52.37,50.27,48.17,48.22,48.28
80.74,79.75,78.76,77.71,76.66,76.58,76.51
16.56,13.84,11.11,9.71,8.31,7.75,7.19
38.62,37.73,36.84,31.28,25.72,18.24,10.76
32.12,30.76,29.39,28.44,27.48,25.47,23.46
33.17,29.19,25.21,25.93,26.65,27.26,27.88
38.62,42.72,46.83,53.06,59.28,51.24,43.19
41.74,37.6,33.46,36.21,38.97,38.74,38.51
48.55,44.73,40.91,38.78,36.64,39.34,42.04
57.12,56.82,56.51,57.9,59.28,60.2,61.11
99.46,99.35,99.24,99.12,99.01,99.4,99.78
17.7,16.79,15.89,15.16,14.42,14.13,13.84
74.21,70.54,66.86,56.06,45.27,28.25,11.23
21.87,21.04,20.22,19.36,18.5,18.7,18.91
14.65,14.72,14.8,14.23,13.66,13.0,12.35
26.77,24.2,21.62,21.06,20.5,20.15,19.8
30.02,26.56,23.11,19.07,15.03,13.97,12.92
8.15,8.26,8.37,7.02,5.67,4.82,3.98
65.62,66.58,67.53,62.36,57.18,55.09,52.99
15.19,24.92,34.64,60.23,85.83,90.66,95.48
96.94,97.54,98.15,98.44,98.73,98.08,97.42
96.63,96.55,96.47,96.01,95.54,94.88,94.21
97.96,98.52,99.08,98.33,97.58,96.72,95.86
76.44,43.56,10.67,14.26,17.86,10.2,2.55
33.17,42.18,51.19,61.41,71.63,84.1,96.56
12.23,12.29,12.35,10.94,9.52,9.28,9.04
86.5,82.2,77.91,65.03,52.15,49.31,46.47
61.8,60.62,59.44,57.32,55.21,54.64,54.07
45.34,43.12,40.91,35.95,30.98,30.59,30.2
54.66,54.5,54.35,52.74,51.13,56.58,62.03
20.73,21.51,22.29,18.66,15.03,18.46,21.9
87.42,86.72,86.02,85.7,85.39,84.43,83.48
48.55,47.15,45.75,48.95,52.15,51.09,50.03
90.04,89.48,88.92,88.82,88.73,88.36,88.0
12.8,12.81,12.83,11.36,9.9,8.7,7.51
51.74,51.46,51.19,51.16,51.13,52.06,52.99
19.8,20.01,20.22,21.9,23.59,25.36,27.12
79.11,76.44,73.77,71.14,68.51,68.34,68.17
99.65,99.64,99.62,99.66,99.71,99.71,99.71
0.41,47.32,94.24,92.44,90.64,95.3,99.97
9.11,8.74,8.37,7.38,6.4,6.05,5.7
43.33,40.61,37.89,37.26,36.64,32.98,29.31
74.98,79.77,84.56,83.52,82.49,81.79,81.09
17.03,16.46,15.89,15.16,14.42,14.13,13.84
95.96,96.86,97.77,85.78,73.8,41.22,8.63
30.85,26.98,23.11,20.8,18.5,19.15,19.8
90.64,90.49,90.35,91.42,92.49,92.4,92.3
15.79,13.45,11.11,8.24,5.38,3.79,2.2
98.89,97.28,95.67,94.0,92.33,92.65,92.97
34.42,32.38,30.34,30.08,29.83,28.85,27.88
7.26,6.76,6.27,5.38,4.49,4.23,3.98
28.72,29.05,29.39,29.61,29.83,29.26,28.68
93.0,90.12,87.23,91.1,94.97,97.06,99.14
5.89,4.49,3.09,2.64,2.2,1.85,1.5
67.65,69.37,71.09,68.44,65.78,66.98,68.17
90.39,93.74,97.1,97.29,97.48,97.07,96.66
32.12,26.17,20.22,21.48,22.73,22.32,21.9
84.34,84.29,84.24,82.58,80.93,79.28,77.63
9.11,9.22,9.33,8.82,8.31,8.07,7.83
3.76,3.09,2.42,2.47,2.52,2.53,2.55
82.59,78.18,73.77,75.66,77.55,75.42,73.3
86.5,92.8,99.11,98.54,97.96,97.69,97.42
13.5,13.16,12.83,13.24,13.66,14.39,15.12
38.62,38.78,38.94,36.72,34.51,32.84,31.16
59.85,57.1,54.35,59.63,64.92,66.54,68.17
54.66,50.74,46.83,46.5,46.16,44.68,43.19
15.19,14.56,13.94,13.8,13.66,13.96,14.26
4.33,3.58,2.83,2.37,1.91,1.65,1.4
28.72,31.09,33.46,24.44,15.41,10.94,6.46
28.72,27.56,26.39,25.3,24.2,22.66,21.13
59.85,59.64,59.44,59.7,59.95,57.56,55.16
46.39,46.61,46.83,47.88,48.93,50.54,52.16
21.87,23.27,24.67,23.38,22.09,21.28,20.46
14.17,12.91,11.65,11.0,10.35,11.64,12.92
12.8,11.74,10.67,9.68,8.69,7.58,6.46
78.41,75.26,72.11,63.66,55.21,51.74,48.28
8.72,8.15,7.58,6.8,6.02,6.11,6.21
76.44,77.6,78.76,81.24,83.73,84.91,86.09
88.83,89.7,90.58,90.74,90.89,88.49,86.09
17.03,16.46,15.89,16.38,16.87,16.74,16.61
12.23,8.06,3.88,2.67,1.46,1.32,1.18
99.84,99.72,99.59,99.43,99.27,98.08,96.88
87.42,87.63,87.84,88.02,88.19,88.98,89.78
14.17,13.84,13.5,10.12,6.75,5.36,3.98
83.06,82.44,81.82,80.36,78.89,77.46,76.03
74.21,58.47,42.73,63.6,84.46,86.56,88.67
69.02,65.72,62.43,60.3,58.17,55.58,52.99
6.34,7.07,7.8,6.74,5.67,5.35,5.03
82.33,81.44,80.55,76.82,73.1,70.19,67.28
30.02,29.18,28.33,29.08,29.83,29.26,28.68
98.44,98.44,98.44,98.55,98.66,98.14,97.61
94.4,94.44,94.49,93.88,93.28,93.24,93.19
69.02,69.06,69.09,75.54,81.98,78.7,75.43
21.36,20.79,20.22,18.83,17.45,16.81,16.17
84.34,84.71,85.07,84.64,84.21,84.13,84.05
26.77,28.08,29.39,28.44,27.48,55.76,84.05
25.18,22.02,18.85,20.0,21.14,19.18,17.22
59.85,54.47,49.09,51.3,53.52,55.85,58.18
42.22,38.98,35.75,36.2,36.64,36.59,36.54
20.73,16.78,12.83,14.48,16.14,18.3,20.46
33.17,31.76,30.34,29.22,28.11,28.0,27.88
53.87,57.18,60.49,54.71,48.93,50.54,52.16
5.89,5.8,5.7,4.89,4.08,3.55,3.02
73.26,66.35,59.44,59.7,59.95,59.06,58.18
23.75,18.62,13.5,13.96,14.42,8.16,1.91
97.2,94.08,90.96,93.25,95.54,80.25,64.96
22.76,32.25,41.74,39.68,37.63,33.47,29.31
59.85,58.18,56.51,52.34,48.17,50.16,52.16
3.31,3.23,3.15,3.04,2.93,2.97,3.02
21.36,20.1,18.85,16.94,15.03,14.64,14.26
97.77,98.56,99.36,99.22,99.08,99.18,99.27
26.77,24.94,23.11,22.92,22.73,19.97,17.22
98.34,98.06,97.77,94.71,91.66,91.29,90.93
14.17,14.81,15.44,14.55,13.66,13.29,12.92
25.95,24.12,22.29,21.39,20.5,20.15,19.8
1.34,1.28,1.21,1.24,1.27,1.23,1.18
95.96,95.9,95.83,95.4,94.97,93.97,92.97
81.85,81.2,80.55,79.72,78.89,77.7,76.51
48.55,46.66,44.76,43.98,43.2,43.2,43.19
14.65,16.07,17.48,19.31,21.14,18.35,15.56
40.78,38.81,36.84,36.74,36.64,32.98,29.31
17.7,17.27,16.84,16.12,15.41,14.37,13.34
73.26,73.98,74.69,72.1,69.5,66.84,64.19
24.45,24.23,24.01,24.1,24.2,24.1,24.0
6.34,6.55,6.75,6.93,7.1,7.14,7.19
7.8,7.28,6.75,5.78,4.81,4.4,3.98
28.72,25.5,22.29,18.16,14.04,11.82,9.61
76.44,75.56,74.69,74.63,74.56,73.93,73.3
1.56,1.45,1.34,1.23,1.11,1.0,0.89
36.39,35.51,34.64,33.32,32.0,31.58,31.16
59.06,57.15,55.24,54.82,54.41,55.22,56.02
20.73,19.79,18.85,17.5,16.14,15.63,15.12
48.55,45.64,42.73,44.94,47.15,40.38,33.61
12.8,16.22,19.64,16.01,12.38,12.16,11.94
3.98,4.46,4.93,4.87,4.81,4.92,5.03
23.75,23.88,24.01,22.58,21.14,21.52,21.9
10.7,8.04,5.38,4.94,4.49,4.09,3.69
21.36,21.16,20.95,20.06,19.17,18.2,17.22
96.53,96.29,96.05,95.8,95.54,94.26,92.97
10.7,8.72,6.75,5.49,4.23,3.12,2.01
71.6,70.86,70.11,68.45,66.79,65.88,64.96
7.8,7.8,7.8,11.11,14.42,12.02,9.61
13.5,12.31,11.11,12.38,13.66,14.92,16.17
15.19,15.54,15.89,16.02,16.14,15.63,15.12
11.17,11.14,11.11,9.71,8.31,7.58,6.84
1.5,1.42,1.34,1.13,0.92,0.9,0.89
27.67,28.0,28.33,29.65,30.98,32.3,33.61
95.29,86.02,76.76,54.38,32.0,17.58,3.15
1.88,1.78,1.69,1.64,1.59,1.5,1.4
7.26,6.19,5.13,4.46,3.79,4.04,4.3
19.8,21.04,22.29,25.6,28.91,29.56,30.2
61.8,63.85,65.9,69.5,73.1,76.26,79.41
26.77,30.7,34.64,34.58,34.51,41.4,48.28
5.89,6.49,7.1,7.1,7.1,6.97,6.84
8.15,7.98,7.8,6.3,4.81,4.92,5.03
81.85,83.2,84.56,84.15,83.73,82.66,81.6
36.39,36.07,35.75,32.79,29.83,30.02,30.2
8.15,6.93,5.7,4.96,4.23,4.26,4.3
87.93,92.15,96.37,94.43,92.49,95.54,98.6
44.29,40.02,35.75,46.05,56.35,45.41,34.47
2.36,2.31,2.26,2.31,2.36,2.28,2.2
9.39,8.49,7.58,9.18,10.79,11.57,12.35
13.5,12.92,12.35,12.13,11.91,11.34,10.76
36.39,34.32,32.25,29.86,27.48,26.49,25.49
1.88,2.22,2.55,3.17,3.79,4.82,5.86
1.05,1.1,1.15,1.1,1.05,0.82,0.6
2.36,2.02,1.69,1.72,1.75,1.83,1.91
0.48,0.43,0.38,0.32,0.25,0.27,0.29
2.1,2.04,1.97,2.32,2.67,3.02,3.37
69.02,70.56,72.11,71.87,71.63,72.46,73.3
57.12,60.74,64.37,66.12,67.88,71.66,75.43
5.89,5.64,5.38,4.8,4.23,3.96,3.69
39.64,43.24,46.83,50.62,54.41,58.22,62.03
80.74,81.56,82.39,82.18,81.98,81.09,80.2
51.74,54.64,57.53,59.94,62.34,65.74,69.13
13.5,14.15,14.8,15.1,15.41,16.31,17.22
85.42,86.8,88.19,89.54,90.89,91.6,92.3
17.7,18.27,18.85,19.67,20.5,22.58,24.67
43.33,46.21,49.09,56.16,63.23,65.26,67.28
26.77,27.04,27.32,28.58,29.83,31.0,32.18
47.56,52.04,56.51,60.72,64.92,67.73,70.53
75.71,76.81,77.91,79.23,80.55,80.82,81.09
65.62,67.86,70.11,71.95,73.8,75.16,76.51
41.74,44.28,46.83,50.62,54.41,55.82,57.22
62.81,65.48,68.16,72.08,75.99,78.31,80.62
75.71,77.81,79.91,80.94,81.98,83.02,84.05
80.74,81.06,81.38,81.38,81.38,82.99,84.6
39.64,40.69,41.74,41.82,41.9,44.6,47.29
90.93,91.15,91.37,89.24,87.11,86.96,86.82
53.87,56.66,59.44,58.8,58.17,57.1,56.02
61.8,63.85,65.9,67.2,68.51,68.34,68.17
69.02,67.94,66.86,67.37,67.88,66.04,64.19
2.1,2.0,1.91,1.99,2.07,2.08,2.1
61.8,63.43,65.07,65.93,66.79,68.4,70.02
96.53,88.96,81.38,73.58,65.78,79.48,93.19
66.6,67.84,69.09,70.36,71.63,72.46,73.3
71.6,72.68,73.77,77.35,80.93,81.6,82.27
70.33,72.81,75.29,76.42,77.55,78.48,79.41
63.77,65.32,66.86,68.61,70.36,71.5,72.63
67.65,68.37,69.09,71.1,73.1,75.68,78.26
39.64,41.58,43.52,47.83,52.15,54.09,56.02
58.36,58.4,58.45,59.2,59.95,60.53,61.11
25.18,25.79,26.39,27.25,28.11,26.39,24.67
83.86,84.21,84.56,85.48,86.41,87.02,87.62
75.71,79.05,82.39,84.11,85.83,87.25,88.67
77.36,77.64,77.91,78.69,79.47,78.34,77.21
10.28,11.56,12.83,13.62,14.42,15.3,16.17
62.81,63.59,64.37,66.94,69.5,69.76,70.02
73.26,72.68,72.11,79.45,86.79,81.41,76.03
17.7,18.67,19.64,20.39,21.14,21.52,21.9
63.77,66.94,70.11,73.83,77.55,77.9,78.26
63.77,64.42,65.07,69.44,73.8,75.72,77.63
37.47,38.2,38.94,36.72,34.51,35.52,36.54
73.26,75.59,77.91,78.97,80.04,80.56,81.09
6.34,6.72,7.1,7.9,8.69,8.99,9.29
27.67,27.5,27.32,27.4,27.48,27.3,27.12
74.21,76.06,77.91,79.23,80.55,81.82,83.1
52.82,57.62,62.43,60.85,59.28,60.2,61.11
76.44,78.18,79.91,81.62,83.32,83.96,84.6
24.45,25.42,26.39,28.69,30.98,32.3,33.61
74.21,74.45,74.69,75.34,75.99,74.65,73.3
46.39,47.74,49.09,50.62,52.15,52.57,52.99
59.85,64.47,69.09,71.82,74.56,76.41,78.26
90.04,89.64,89.24,88.18,87.11,88.27,89.43
28.72,29.53,30.34,30.66,30.98,32.72,34.47
24.45,25.42,26.39,23.06,19.74,19.0,18.27
83.41,84.24,85.07,85.45,85.83,86.32,86.82
27.67,29.5,31.33,32.92,34.51,36.51,38.51
17.7,17.94,18.18,18.34,18.5,19.15,19.8
83.86,84.21,84.56,85.48,86.41,86.25,86.09
99.71,99.78,99.84,99.84,99.84,99.84,99.84
46.39,47.74,49.09,48.63,48.17,49.62,51.08
87.71,88.16,88.6,89.08,89.56,89.84,90.13
74.98,78.4,81.82,82.57,83.32,83.96,84.6
7.07,7.92,8.76,8.28,7.8,7.82,7.83
19.8,21.04,22.29,22.94,23.59,24.13,24.67
99.59,99.67,99.75,99.7,99.65,99.56,99.46
59.85,61.58,63.32,64.55,65.78,70.27,74.76
0.73,0.72,0.7,0.68,0.67,0.78,0.89
45.34,47.76,50.18,54.18,58.17,59.08,59.99
69.02,71.4,73.77,74.88,75.99,76.01,76.03
79.11,78.51,77.91,77.28,76.66,79.88,83.1
98.25,98.43,98.6,98.5,98.41,97.8,97.2
88.48,89.72,90.96,91.48,92.01,91.3,90.58
97.96,98.2,98.44,98.65,98.85,98.76,98.66
5.19,5.16,5.13,5.57,6.02,6.24,6.46
87.42,88.42,89.43,90.96,92.49,93.03,93.57
19.8,22.24,24.67,28.34,32.0,33.24,34.47
93.22,93.44,93.66,93.47,93.28,93.24,93.19
99.49,99.49,99.49,99.64,99.78,99.8,99.81
61.8,61.14,60.49,57.45,54.41,53.7,52.99
72.43,72.27,72.11,68.51,64.92,62.45,59.99
72.43,74.18,75.93,74.21,72.49,71.84,71.2
90.93,90.94,90.96,91.94,92.93,92.95,92.97
71.06,72.42,73.77,75.22,76.66,78.43,80.2
25.18,29.32,33.46,38.33,43.2,44.28,45.35
30.85,29.08,27.32,26.99,26.65,26.44,26.23
9.39,9.52,9.65,10.0,10.35,10.79,11.23
0.89,1.0,1.11,1.19,1.27,1.27,1.27
78.41,79.16,79.91,80.64,81.38,81.0,80.62
87.71,88.7,89.68,91.48,93.28,92.38,91.47
71.6,72.68,73.77,74.17,74.56,74.39,74.22
69.02,70.56,72.11,71.87,71.63,72.92,74.22
90.04,90.85,91.66,91.66,91.66,91.44,91.22
54.66,55.58,56.51,55.46,54.41,52.22,50.03
61.8,62.11,62.43,65.47,68.51,70.25,71.99
83.06,82.95,82.84,83.81,84.78,85.68,86.57
77.36,77.06,76.76,76.38,75.99,74.65,73.3
74.98,75.13,75.29,75.37,75.45,76.33,77.21
52.82,53.58,54.35,55.76,57.18,59.14,61.11
7.26,8.3,9.33,10.27,11.21,11.78,12.35
1.56,1.62,1.69,1.72,1.75,1.68,1.62
61.0,64.26,67.53,70.67,73.8,76.03,78.26
19.01,28.45,37.89,37.76,37.63,37.47,37.3
66.6,67.38,68.16,70.98,73.8,75.72,77.63
22.76,23.38,24.01,23.8,23.59,23.22,22.85
74.21,75.76,77.3,78.67,80.04,80.82,81.6
88.83,88.72,88.6,88.96,89.33,89.56,89.78
33.17,33.9,34.64,36.14,37.63,39.84,42.04
69.02,70.56,72.11,71.87,71.63,71.42,71.2
19.8,20.71,21.62,22.6,23.59,24.13,24.67
3.31,3.07,2.83,2.99,3.15,3.31,3.47
74.98,73.04,71.09,70.3,69.5,71.4,73.3
54.66,48.7,42.73,48.12,53.52,47.21,40.9
2.55,2.26,1.97,2.45,2.93,3.45,3.98
8.72,8.74,8.76,8.54,8.31,8.29,8.27
76.44,76.6,76.76,74.62,72.49,65.33,58.18
65.04,70.17,75.29,77.38,79.47,67.74,56.02
