2014 Mortality Data and Encoding,2015 Mortality Data and Encoding,2016 Mortality Data and Encoding,2017 Mortality Data and Encoding,2018 Mortality Data and Encoding,2019 Mortality Data and Encoding,2020 Mortality Data and Encoding,2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding,2014 SVI Aged 17 or Younger Data and Encoding,2015 SVI Aged 17 or Younger Data and Encoding,2016 SVI Aged 17 or Younger Data and Encoding,2017 SVI Aged 17 or Younger Data and Encoding,2018 SVI Aged 17 or Younger Data and Encoding,2019 SVI Aged 17 or Younger Data and Encoding,2020 SVI Aged 17 or Younger Data and Encoding,2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding,2014 SVI Below Poverty Data and Encoding,2015 SVI Below Poverty Data and Encoding,2016 SVI Below Poverty Data and Encoding,2017 SVI Below Poverty Data and Encoding,2018 SVI Below Poverty Data and Encoding,2019 SVI Below Poverty Data and Encoding,2020 SVI Below Poverty Data and Encoding,2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding,2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding,2014 SVI Group Quarters Data and Encoding,2015 SVI Group Quarters Data and Encoding,2016 SVI Group Quarters Data and Encoding,2017 SVI Group Quarters Data and Encoding,2018 SVI Group Quarters Data and Encoding,2019 SVI Group Quarters Data and Encoding,2020 SVI Group Quarters Data and Encoding,2014 SVI Limited English Ability Data and Encoding,2015 SVI Limited English Ability Data and Encoding,2016 SVI Limited English Ability Data and Encoding,2017 SVI Limited English Ability Data and Encoding,2018 SVI Limited English Ability Data and Encoding,2019 SVI Limited English Ability Data and Encoding,2020 SVI Limited English Ability Data and Encoding,2014 SVI Minority Status Data and Encoding,2015 SVI Minority Status Data and Encoding,2016 SVI Minority Status Data and Encoding,2017 SVI Minority Status Data and Encoding,2018 SVI Minority Status Data and Encoding,2019 SVI Minority Status Data and Encoding,2020 SVI Minority Status Data and Encoding,2014 SVI Mobile Homes Data and Encoding,2015 SVI Mobile Homes Data and Encoding,2016 SVI Mobile Homes Data and Encoding,2017 SVI Mobile Homes Data and Encoding,2018 SVI Mobile Homes Data and Encoding,2019 SVI Mobile Homes Data and Encoding,2020 SVI Mobile Homes Data and Encoding,2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding,2014 SVI No High School Diploma Data and Encoding,2015 SVI No High School Diploma Data and Encoding,2016 SVI No High School Diploma Data and Encoding,2017 SVI No High School Diploma Data and Encoding,2018 SVI No High School Diploma Data and Encoding,2019 SVI No High School Diploma Data and Encoding,2020 SVI No High School Diploma Data and Encoding,2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding,2014 SVI Single-Parent Household Data and Encoding,2015 SVI Single-Parent Household Data and Encoding,2016 SVI Single-Parent Household Data and Encoding,2017 SVI Single-Parent Household Data and Encoding,2018 SVI Single-Parent Household Data and Encoding,2019 SVI Single-Parent Household Data and Encoding,2020 SVI Single-Parent Household Data and Encoding,2014 SVI Unemployed Data and Encoding,2015 SVI Unemployed Data and Encoding,2016 SVI Unemployed Data and Encoding,2017 SVI Unemployed Data and Encoding,2018 SVI Unemployed Data and Encoding,2019 SVI Unemployed Data and Encoding,2020 SVI Unemployed Data and Encoding
6.9,7.5,8.9,9.5,9.6,8.8,11.6,88.7,77.9,76.4,72.9,68.8,49.9,72.0,13.4,15.84,18.27,19.58,20.89,22.68,24.47,98.69,98.38,98.06,97.92,97.77,97.16,96.56,31.14,25.17,19.2,23.12,27.04,20.09,13.14,85.48,86.23,86.98,86.74,86.5,85.69,84.88,68.26,56.76,45.27,36.86,28.46,26.85,25.24,43.49,40.21,36.93,31.37,25.82,24.4,22.98,90.32,89.08,87.84,89.67,91.5,91.6,91.69,62.02,62.4,62.78,63.07,63.36,63.28,63.21,66.73,64.92,63.1,60.95,58.8,59.22,59.64,60.36,56.32,52.28,50.14,48.01,47.42,46.82,49.86,42.5,35.15,37.25,39.35,41.4,43.44,6.08,9.35,12.61,19.12,25.63,36.64,47.64,13.56,13.48,13.4,11.4,9.39,14.7,20.02,28.84,32.8,36.77,33.01,29.24,33.44,37.65
8.1,8.9,10.1,10.9,10.4,10.7,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.25,91.51,94.78,80.94,67.11,42.96,18.81,30.85,22.82,14.8,10.78,6.75,5.22,3.69,0.1,0.64,1.18,8.34,15.51,41.86,68.2,64.41,63.28,62.15,77.07,91.98,90.84,89.69,0.03,0.06,0.1,0.14,0.19,3.84,7.48,4.87,2.44,0.0,0.0,0.0,0.0,0.0,96.78,97.42,98.06,98.66,99.27,99.28,99.3,69.63,73.99,78.35,81.12,83.89,81.46,79.03,37.22,37.51,37.79,43.34,48.9,47.54,46.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.23,84.38,93.54,95.72,97.9,98.44,98.98,0.38,0.34,0.29,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.53,3.06,50.45,97.84,3.85,4.92,5.99,3.0,0.0,0.0,0.0
8.3,9.6,10.9,11.7,11.9,10.8,13.8,32.7,26.1,22.7,19.8,18.1,5.3,4.7,27.0,32.2,37.41,37.44,37.47,37.1,36.73,83.41,80.36,77.3,78.1,78.89,82.36,85.84,50.05,53.98,57.91,61.87,65.83,59.89,53.95,84.85,81.14,77.43,68.96,60.49,38.65,16.8,86.44,85.12,83.79,73.68,63.58,61.02,58.47,46.42,37.79,29.16,27.49,25.82,24.4,22.98,73.93,69.17,64.41,62.64,60.87,72.56,84.25,82.39,82.17,81.95,81.76,81.57,81.49,81.41,75.01,73.74,72.46,72.16,71.86,73.82,75.78,10.73,9.02,7.32,7.88,8.44,12.14,15.85,38.05,38.62,39.19,45.51,51.83,66.88,81.92,38.2,43.48,48.77,63.36,77.94,84.48,91.02,45.88,56.9,67.91,47.28,26.65,16.24,5.82,31.01,57.18,83.35,69.08,54.81,45.1,35.39
9.4,10.2,10.2,10.9,11.1,10.7,15.8,61.6,56.2,53.3,48.2,47.8,17.0,13.7,90.42,90.66,90.89,91.6,92.3,92.74,93.19,45.34,41.62,37.89,33.86,29.83,29.26,28.68,79.97,69.86,59.76,57.89,56.02,54.34,52.67,98.66,98.8,98.95,98.86,98.76,97.92,97.07,84.75,82.34,79.94,74.88,69.82,66.98,64.13,37.47,37.76,38.05,36.31,34.57,34.87,35.17,96.53,96.52,96.5,96.6,96.69,96.34,95.99,91.91,91.9,91.88,91.85,91.82,91.87,91.92,90.64,89.56,88.48,87.04,85.61,86.0,86.38,21.78,30.15,38.52,40.84,43.17,32.67,22.18,96.4,96.44,96.47,95.16,93.86,94.68,95.51,75.17,76.98,78.8,71.52,64.25,65.72,67.19,93.16,92.09,91.02,81.5,71.98,79.82,87.65,43.52,44.27,45.02,37.13,29.24,20.22,11.2
10.2,10.4,11.7,12.5,12.0,13.0,18.0,131.5,115.1,109.4,101.5,87.7,77.2,67.8,80.61,82.44,84.27,85.7,87.14,86.85,86.57,42.22,37.24,32.25,29.45,26.65,25.32,24.0,34.51,42.32,50.14,53.44,56.75,63.51,70.27,60.04,66.01,71.98,73.16,74.34,78.21,82.08,50.08,51.48,52.88,60.66,68.45,53.4,38.35,89.27,88.38,87.49,87.26,87.04,88.18,89.31,88.16,88.97,89.78,88.76,87.74,89.89,92.04,74.05,74.83,75.61,75.7,75.8,76.11,76.42,30.28,29.71,29.13,29.71,30.28,26.3,22.31,52.24,56.54,60.84,62.8,64.76,54.39,44.02,74.05,76.7,79.34,81.86,84.37,87.06,89.75,8.44,22.35,36.26,45.34,54.41,46.88,39.34,47.15,51.82,56.48,48.04,39.61,32.18,24.76,16.17,22.27,28.37,44.34,60.32,57.08,53.85
12.6,11.1,9.9,13.6,12.0,12.1,15.2,133.2,112.7,104.5,94.3,85.5,72.1,64.4,64.92,66.66,68.39,68.94,69.5,70.43,71.36,48.55,47.15,45.75,43.82,41.9,40.2,38.51,47.76,48.61,49.47,46.14,42.8,38.51,34.21,80.26,79.38,78.51,77.36,76.22,69.32,62.41,56.73,58.4,60.08,60.41,60.74,54.62,48.5,51.19,51.27,51.35,49.32,47.28,44.63,41.98,81.41,81.71,82.01,81.2,80.39,76.57,72.76,61.35,61.54,61.73,62.1,62.46,62.58,62.7,42.73,44.7,46.67,46.46,46.26,48.74,51.21,75.42,73.91,72.4,72.94,73.48,74.56,75.65,48.23,47.84,47.44,46.08,44.73,44.4,44.08,47.63,48.98,50.33,41.16,32.0,28.88,25.75,73.42,74.96,76.5,70.9,65.3,68.46,71.61,58.8,59.14,59.47,54.12,48.76,43.94,39.12
7.0,8.4,9.4,8.8,9.6,12.0,12.0,178.5,138.7,132.9,123.9,120.6,114.5,105.0,84.5,85.78,87.07,87.63,88.19,88.6,89.02,23.75,21.98,20.22,19.7,19.17,19.04,18.91,69.12,67.58,66.03,67.32,68.6,71.76,74.92,83.89,83.02,82.14,80.09,78.03,76.78,75.53,43.11,43.65,44.19,43.34,42.5,36.18,29.85,71.79,72.35,72.91,73.13,73.35,73.46,73.58,88.57,89.02,89.46,89.02,88.57,88.22,87.87,81.53,81.71,81.88,82.01,82.14,82.11,82.08,41.77,42.72,43.68,43.79,43.9,40.63,37.36,85.86,86.69,87.52,87.9,88.28,88.22,88.16,65.93,66.36,66.79,68.96,71.12,72.13,73.14,58.87,59.36,59.85,64.93,70.01,62.47,54.93,92.61,91.94,91.28,88.38,85.48,87.14,88.8,28.84,32.07,35.31,36.84,38.38,35.8,33.23
10.4,12.5,12.5,12.6,13.4,14.4,19.3,23.4,19.5,28.1,25.2,20.8,10.1,9.4,41.23,43.74,46.26,48.88,51.51,51.86,52.2,40.78,39.86,38.94,36.31,33.68,34.08,34.47,66.7,71.57,76.44,75.69,74.94,73.26,71.58,93.6,91.82,90.04,88.27,86.5,85.26,84.02,40.75,36.04,31.33,32.76,34.19,37.53,40.87,95.57,95.62,95.67,95.92,96.18,96.26,96.34,86.56,88.06,89.56,88.43,87.3,85.78,84.25,81.5,81.54,81.57,81.51,81.44,81.32,81.19,90.0,89.64,89.27,88.14,87.01,85.39,83.77,24.51,23.46,22.41,23.28,24.16,31.83,39.5,77.94,82.78,87.62,86.87,86.12,85.71,85.3,55.78,51.56,47.34,45.84,44.35,27.87,11.39,80.77,80.47,80.17,78.48,76.79,81.55,86.31,31.01,33.89,36.77,36.56,36.34,48.02,59.71
8.4,8.1,8.3,10.0,8.5,9.1,11.5,51.7,47.1,47.7,44.6,41.9,20.6,18.9,89.84,89.36,88.89,88.02,87.14,86.17,85.2,14.17,14.06,13.94,13.16,12.38,12.16,11.94,11.75,14.58,17.41,16.46,15.51,15.58,15.66,79.69,79.82,79.94,78.98,78.03,80.56,83.1,25.25,23.2,21.14,20.78,20.41,22.44,24.47,25.69,26.49,27.28,24.56,21.84,20.48,19.13,83.7,83.86,84.02,82.97,81.92,81.7,81.48,86.98,87.08,87.17,87.4,87.62,87.73,87.84,64.25,63.48,62.72,62.64,62.56,62.3,62.03,58.93,58.49,58.04,60.22,62.4,59.89,57.38,47.53,45.4,43.27,44.0,44.73,47.35,49.97,15.79,13.77,11.75,9.79,7.83,7.13,6.43,55.46,61.08,66.7,72.88,79.05,75.33,71.61,33.43,30.31,27.19,25.26,23.34,32.52,41.69
6.5,8.3,8.4,8.4,9.1,8.8,10.4,71.5,69.5,65.5,58.0,56.0,34.9,29.2,94.3,94.32,94.33,94.02,93.7,93.77,93.83,14.17,13.26,12.35,11.78,11.21,10.12,9.04,87.68,82.92,78.16,75.91,73.66,74.29,74.92,94.56,95.37,96.18,95.34,94.49,92.09,89.69,15.09,13.37,11.65,14.36,17.06,14.5,11.94,90.51,88.76,87.01,86.84,86.66,86.7,86.73,93.44,93.63,93.82,93.64,93.47,94.11,94.75,95.35,95.34,95.32,95.3,95.29,95.24,95.19,36.04,34.49,32.95,34.99,37.03,38.48,39.94,60.9,61.22,61.54,59.71,57.88,66.56,75.24,96.56,94.88,93.19,93.25,93.31,94.99,96.66,31.36,33.81,36.26,41.52,46.77,53.1,59.42,92.01,90.45,88.89,86.76,84.62,90.98,97.33,49.38,47.2,45.02,57.35,69.68,52.54,35.39
7.8,8.5,9.7,10.4,10.0,10.3,13.2,7.1,3.7,3.8,2.4,0.0,13.9,15.9,73.93,71.62,69.31,65.54,61.76,59.18,56.59,92.14,90.28,88.41,87.41,86.41,81.46,76.51,87.36,91.42,95.48,91.77,88.06,90.82,93.57,56.54,43.47,30.4,53.31,76.22,84.94,93.67,68.26,77.26,86.25,84.94,83.64,81.4,79.15,53.1,55.08,57.05,55.57,54.09,52.06,50.03,92.65,93.38,94.11,94.64,95.16,93.82,92.49,83.32,83.26,83.19,83.54,83.89,83.68,83.48,26.07,24.54,23.02,21.1,19.17,25.72,32.27,19.93,15.09,10.25,5.12,0.0,1.58,3.15,96.72,96.78,96.85,95.36,93.86,89.77,85.68,78.83,85.68,92.52,86.04,79.56,53.54,27.53,23.78,49.32,74.85,78.35,81.85,89.2,96.56,82.36,79.94,77.52,86.34,95.16,95.56,95.96
10.3,11.9,12.7,12.8,15.6,13.4,17.0,7.7,5.1,30.0,48.4,41.1,46.9,49.8,27.7,25.44,23.18,25.33,27.48,30.32,33.16,96.66,96.16,95.67,94.08,92.49,90.82,89.15,24.23,34.3,44.38,52.35,60.32,64.9,69.48,45.18,38.73,32.28,57.13,81.98,84.54,87.11,86.82,91.4,95.99,93.6,91.21,89.97,88.73,71.98,72.47,72.97,71.06,69.15,68.05,66.96,76.7,78.57,80.45,83.19,85.93,86.0,86.06,43.55,45.18,46.8,47.32,47.85,48.13,48.41,48.97,43.38,37.79,35.1,32.41,31.9,31.38,12.32,10.24,8.15,22.7,37.25,26.55,15.85,69.82,71.56,73.29,76.26,79.24,70.08,60.92,51.29,42.14,32.98,32.49,32.0,27.98,23.97,8.09,16.08,24.07,27.65,31.23,26.2,21.16,22.86,23.28,23.69,12.81,1.94,5.57,9.2
8.5,8.7,9.9,11.4,10.2,10.5,13.5,1.5,1.6,0.5,0.0,0.0,8.4,5.9,96.59,96.5,96.4,96.58,96.75,96.96,97.17,30.02,30.68,31.33,28.52,25.72,26.42,27.12,67.62,71.44,75.26,67.07,58.89,65.1,71.32,93.7,90.6,87.49,89.21,90.93,76.67,62.41,15.09,17.67,20.25,28.94,37.63,31.86,26.1,24.77,27.16,29.54,29.86,30.18,28.52,26.86,97.2,98.08,98.95,99.08,99.2,98.84,98.47,86.6,86.46,86.31,86.48,86.66,86.95,87.24,32.41,39.54,46.67,46.34,46.0,40.51,35.01,20.66,25.92,31.17,20.76,10.35,5.18,0.0,93.0,94.18,95.35,97.08,98.82,98.63,98.44,24.99,13.69,2.39,4.35,6.3,12.43,18.56,29.89,32.39,34.89,58.37,81.85,63.5,45.16,3.09,4.18,5.28,20.08,34.87,66.06,97.26
10.0,10.2,11.6,13.3,11.9,13.1,15.8,85.9,75.3,77.7,74.6,79.4,47.3,37.7,55.05,60.82,66.6,64.18,61.76,43.12,24.47,73.26,70.4,67.53,68.95,70.36,74.89,79.41,86.79,67.68,48.58,41.78,34.97,45.86,56.75,74.34,39.81,5.28,34.21,63.13,74.74,86.35,93.7,93.18,92.65,91.93,91.21,90.53,89.85,16.36,16.2,16.05,13.85,11.65,9.82,7.99,82.87,88.68,94.49,93.34,92.2,92.24,92.27,72.62,73.13,73.64,72.35,71.06,71.5,71.93,65.14,60.27,55.4,53.84,52.28,50.9,49.52,0.0,5.73,11.46,13.29,15.12,23.87,32.62,74.88,83.94,93.0,90.4,87.81,86.03,84.25,75.96,77.16,78.35,65.64,52.94,49.5,46.05,75.26,41.77,8.28,12.0,15.73,14.04,12.35,82.36,58.29,34.22,56.06,77.9,61.76,45.61
16.6,14.3,16.8,16.2,15.7,15.9,22.3,110.4,98.2,97.3,89.0,86.3,21.2,16.7,81.5,81.12,80.74,80.9,81.06,81.16,81.25,28.72,29.05,29.39,30.7,32.0,31.1,30.2,24.67,24.93,25.18,30.08,34.97,34.06,33.16,47.28,36.98,26.68,30.14,33.59,49.21,64.83,57.62,50.9,44.19,44.81,45.43,52.87,60.31,8.44,9.66,10.89,10.12,9.36,9.56,9.77,50.75,52.08,53.42,34.1,14.77,28.87,42.97,44.25,43.94,43.62,43.42,43.23,43.21,43.19,90.42,90.07,89.72,90.21,90.7,90.94,91.18,43.27,47.61,51.96,50.72,49.47,45.96,42.46,51.54,51.72,51.89,50.89,49.89,50.34,50.8,14.65,10.84,7.04,14.76,22.48,21.17,19.86,31.87,22.14,12.42,23.38,34.35,56.78,79.22,28.84,25.69,22.54,23.54,24.55,26.58,28.61
9.1,10.1,11.4,11.6,12.7,13.1,18.8,55.1,48.3,46.2,41.4,37.9,42.5,37.8,92.14,92.29,92.45,92.23,92.01,92.12,92.23,1.88,1.85,1.81,1.78,1.75,1.75,1.75,64.31,62.64,60.97,60.3,59.62,59.94,60.25,94.75,94.67,94.59,94.36,94.14,94.64,95.13,4.81,4.57,4.33,4.09,3.85,4.07,4.3,11.94,12.67,13.4,12.52,11.65,12.12,12.6,98.12,98.17,98.22,98.33,98.44,98.36,98.28,96.4,96.46,96.53,96.56,96.59,96.64,96.69,8.76,9.03,9.3,9.5,9.71,10.18,10.66,99.08,99.04,99.01,98.98,98.95,98.92,98.89,80.13,80.05,79.97,80.82,81.66,82.56,83.45,64.34,61.18,58.01,56.21,54.41,56.27,58.12,87.77,88.35,88.92,88.82,88.73,88.19,87.65,48.2,50.38,52.56,56.44,60.32,66.62,72.92
9.4,10.0,11.0,11.1,9.8,12.0,14.1,78.0,69.8,72.0,62.8,60.3,40.7,36.2,80.2,82.38,84.56,85.54,86.53,86.04,85.55,28.72,28.52,28.33,28.62,28.91,29.56,30.2,51.19,57.05,62.91,60.9,58.89,64.12,69.35,76.98,80.92,84.85,84.16,83.48,86.58,89.69,34.89,28.02,21.14,18.5,15.85,31.03,46.21,58.71,56.14,53.58,53.84,54.09,53.27,52.45,84.21,82.34,80.48,80.07,79.66,78.62,77.59,77.75,77.1,76.44,76.32,76.19,76.21,76.23,81.41,82.44,83.48,83.22,82.97,82.0,81.03,33.11,31.58,30.05,31.02,32.0,28.82,25.65,61.48,66.16,70.84,68.5,66.16,65.4,64.64,40.18,37.46,34.73,36.82,38.9,45.56,52.23,72.4,65.25,58.1,60.22,62.34,75.3,88.26,51.74,60.56,69.37,60.54,51.72,61.61,71.51
6.5,7.2,8.1,8.8,8.9,8.6,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82,30.96,36.1,38.04,39.99,40.38,40.77,23.75,24.21,24.67,20.77,16.87,15.99,15.12,8.47,6.51,4.55,4.06,3.57,4.19,4.81,95.35,94.52,93.7,89.6,85.51,72.54,59.58,16.05,17.62,19.2,22.02,24.83,30.86,36.89,99.04,99.02,99.01,99.09,99.17,99.2,99.24,91.95,91.9,91.85,91.9,91.95,87.48,83.0,74.63,76.44,78.26,79.69,81.12,80.31,79.5,45.5,50.24,54.98,68.78,82.59,77.15,71.71,45.62,50.73,55.84,59.58,63.32,66.37,69.41,78.48,76.12,73.77,76.3,78.83,76.73,74.63,1.78,1.94,2.1,1.2,0.29,0.74,1.18,4.23,4.99,5.76,5.94,6.11,36.69,67.28,3.09,2.58,2.07,1.61,1.15,1.02,0.89
7.9,8.6,9.8,11.2,11.4,11.0,14.2,9.3,18.9,8.6,6.3,0.0,7.2,4.9,20.63,10.95,1.27,8.17,15.06,14.0,12.95,85.29,85.52,85.74,83.14,80.55,82.58,84.6,78.0,77.7,77.4,78.3,79.2,77.65,76.1,87.55,79.68,71.82,72.15,72.49,72.43,72.37,95.7,97.44,99.17,97.2,95.22,90.88,86.54,96.43,96.99,97.55,95.34,93.12,91.68,90.23,96.82,97.48,98.15,96.66,95.16,94.7,94.24,71.44,72.27,73.1,74.09,75.07,74.89,74.7,50.02,57.68,65.33,67.64,69.95,67.32,64.7,0.0,2.22,4.43,4.16,3.88,9.86,15.85,92.14,95.32,98.5,97.94,97.39,97.32,97.26,65.97,70.92,75.87,72.94,70.01,64.71,59.42,57.69,66.51,75.33,79.97,84.62,84.38,84.15,24.86,53.3,81.73,87.81,93.89,88.86,83.83
6.6,7.8,9.4,9.2,10.4,6.9,8.3,67.1,60.5,58.4,51.7,46.1,26.1,22.2,67.53,66.35,65.17,64.04,62.91,62.64,62.38,2.55,2.69,2.83,2.68,2.52,2.48,2.45,57.82,55.43,53.04,52.15,51.27,42.52,33.77,83.7,85.32,86.95,87.03,87.11,86.0,84.88,5.48,5.26,5.03,4.18,3.34,4.33,5.32,77.08,76.06,75.04,73.5,71.95,69.46,66.96,86.5,87.01,87.52,87.63,87.74,87.65,87.56,84.15,84.38,84.62,84.87,85.13,85.64,86.16,46.0,43.84,41.67,41.38,41.1,41.1,41.09,91.47,92.29,93.12,93.8,94.49,95.4,96.31,31.65,34.96,38.27,38.48,38.68,38.14,37.59,6.08,7.4,8.72,9.47,10.22,9.8,9.39,42.25,46.14,50.02,41.24,32.47,32.48,32.5,34.54,37.09,39.64,43.28,46.91,54.17,61.43
8.0,8.8,10.0,10.8,10.9,11.3,13.6,4.2,2.7,3.1,2.0,0.0,2.6,1.5,97.48,97.94,98.41,98.5,98.6,97.5,96.4,25.95,19.73,13.5,12.7,11.91,14.56,17.22,30.63,27.9,25.18,34.74,44.3,25.65,7.0,76.03,84.53,93.03,94.4,95.77,93.02,90.26,8.63,5.38,2.13,12.84,23.56,47.0,70.43,25.21,22.8,20.38,16.02,11.65,12.12,12.6,92.61,92.92,93.22,94.54,95.86,96.28,96.69,77.91,78.66,79.4,79.05,78.7,78.35,78.01,55.68,62.56,69.44,73.19,76.95,73.96,70.97,54.63,62.51,70.39,71.93,73.48,50.24,26.99,71.89,78.42,84.94,85.66,86.37,84.15,81.92,51.29,38.12,24.96,17.08,9.2,12.03,14.86,47.34,71.44,95.54,90.08,84.62,67.93,51.24,5.35,12.45,19.55,31.29,43.03,60.54,78.04
16.6,16.8,15.0,16.7,19.2,19.4,19.9,93.6,84.1,80.5,75.1,69.2,35.2,33.3,43.39,43.28,43.17,41.58,39.99,38.95,37.91,80.17,80.36,80.55,80.3,80.04,79.15,78.26,72.21,70.82,69.44,68.8,68.15,72.12,76.1,80.36,75.33,70.3,72.32,74.34,74.94,75.53,71.76,68.91,66.06,64.31,62.56,68.2,73.84,36.55,37.57,38.59,38.26,37.92,38.32,38.73,78.22,78.38,78.54,77.97,77.4,75.08,72.76,57.98,58.06,58.13,58.28,58.42,58.66,58.91,92.49,91.26,90.04,90.74,91.44,91.79,92.14,34.48,32.43,30.37,33.1,35.82,42.05,48.28,71.54,71.02,70.49,71.38,72.27,72.05,71.83,27.98,25.69,23.4,27.7,32.0,39.02,46.05,37.98,40.47,42.95,40.44,37.92,35.21,32.5,58.8,54.98,51.16,47.1,43.03,58.61,74.19
2.7,3.3,3.4,3.6,4.0,4.2,6.4,30.1,29.5,27.8,25.3,22.7,20.1,17.3,99.3,99.2,99.11,99.06,99.01,98.93,98.85,3.76,3.66,3.57,3.19,2.8,2.68,2.55,98.34,98.07,97.8,97.74,97.68,97.71,97.74,99.52,99.46,99.4,99.35,99.3,99.44,99.59,34.16,32.2,30.25,28.75,27.25,26.24,25.24,15.7,18.68,21.65,20.08,18.5,18.81,19.13,99.75,99.7,99.65,99.66,99.68,99.65,99.62,99.75,99.75,99.75,99.75,99.75,99.75,99.75,63.26,63.18,63.1,64.5,65.9,66.05,66.2,71.76,71.12,70.49,69.34,68.19,67.38,66.58,99.62,99.56,99.49,99.5,99.52,99.49,99.46,62.97,62.97,62.97,63.1,63.23,62.04,60.85,96.28,96.88,97.48,97.62,97.77,97.93,98.09,71.89,74.3,76.7,77.3,77.9,80.87,83.83
9.7,11.6,14.2,12.9,12.4,16.2,20.2,95.4,80.2,61.9,58.3,54.3,36.2,34.6,66.25,66.32,66.38,65.22,64.06,65.22,66.39,74.98,75.13,75.29,73.46,71.63,68.81,65.98,70.9,70.91,70.93,64.16,57.39,52.56,47.74,90.19,91.29,92.39,92.58,92.77,91.82,90.87,74.59,73.27,71.95,71.25,70.55,70.1,69.64,63.93,64.57,65.2,63.85,62.5,62.66,62.83,88.19,88.35,88.51,86.18,83.86,84.06,84.25,68.0,68.05,68.1,68.42,68.74,68.34,67.95,75.9,75.07,74.24,73.46,72.68,71.45,70.21,39.8,42.87,45.94,44.56,43.17,37.9,32.62,80.13,79.74,79.34,77.78,76.22,74.82,73.42,38.2,32.25,26.3,28.21,30.12,34.73,39.34,38.46,41.94,45.43,46.28,47.12,54.1,61.08,69.91,72.76,75.61,77.66,79.71,76.32,72.92
7.8,8.4,9.5,9.1,10.3,10.6,13.2,91.2,82.7,78.9,72.6,67.6,34.6,27.7,89.53,89.75,89.97,89.81,89.65,90.1,90.55,19.01,17.72,16.43,15.24,14.04,14.15,14.26,43.27,46.7,50.14,53.08,56.02,61.51,67.0,86.72,88.84,90.96,92.87,94.78,93.32,91.85,37.03,38.08,39.13,44.1,49.06,45.87,42.68,66.41,67.26,68.1,68.62,69.15,69.14,69.13,91.24,91.05,90.86,90.75,90.64,91.07,91.5,89.08,89.18,89.27,89.15,89.02,89.15,89.27,69.75,69.77,69.79,71.02,72.24,70.97,69.7,71.86,69.87,67.88,62.37,56.86,51.84,46.82,87.01,86.74,86.47,90.12,93.76,94.88,95.99,42.38,35.88,29.39,28.18,26.97,44.84,62.7,56.67,55.34,54.0,60.51,67.02,71.21,75.4,32.22,43.87,55.52,64.5,73.47,75.76,78.04
15.2,13.5,12.8,18.5,14.5,15.3,23.4,136.4,125.3,119.4,107.6,99.8,56.8,56.8,25.53,28.42,31.3,32.28,33.27,33.78,34.28,91.95,91.66,91.37,90.62,89.88,89.28,88.67,22.0,24.66,27.32,25.22,23.12,18.5,13.88,63.74,69.55,75.36,66.68,58.01,65.19,72.37,55.71,46.83,37.95,29.78,21.62,22.6,23.58,24.83,26.08,27.32,24.58,21.84,24.35,26.86,74.79,76.53,78.26,77.83,77.4,78.0,78.61,47.56,47.61,47.66,48.22,48.77,48.38,47.99,86.31,83.84,81.38,78.62,75.87,75.37,74.86,71.92,72.5,73.07,71.86,70.65,68.25,65.85,45.46,44.36,43.27,41.31,39.35,36.08,32.81,7.7,8.21,8.72,7.13,5.54,5.68,5.82,15.92,11.99,8.05,8.72,9.39,10.34,11.3,30.25,19.42,8.6,9.92,11.24,40.7,70.15
