2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding
81.38,80.36,79.34,54.49,29.64,24.8,19.96
96.59,96.88,97.17,97.63,98.09,98.6,99.11
10.47,17.81,25.15,41.58,58.01,47.0,36.0
61.03,60.79,60.55,54.36,48.17,53.88,59.58
49.67,56.99,64.31,52.43,40.56,38.28,36.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.43,62.42,59.41,57.19,54.98,41.28,27.59
20.25,18.28,16.3,14.26,12.23,41.22,70.21
1.34,0.67,0.0,0.0,0.0,0.0,0.0
59.28,62.94,66.6,63.55,60.49,65.35,70.21
5.64,4.32,2.99,2.36,1.72,0.86,0.0
4.11,12.53,20.95,23.49,26.04,21.42,16.8
47.69,59.08,70.46,50.05,29.64,14.82,0.0
58.99,29.49,0.0,0.0,0.0,15.92,31.83
99.75,99.76,99.78,99.65,99.52,99.49,99.46
28.49,42.81,57.12,30.17,3.22,4.36,5.51
11.68,13.26,14.84,9.57,4.3,5.6,6.91
9.58,9.77,9.96,12.73,15.5,19.63,23.77
35.31,36.23,37.15,58.34,79.53,64.92,50.32
6.18,6.56,6.94,9.59,12.23,19.91,27.59
98.92,98.95,98.98,99.3,99.62,99.51,99.4
24.36,28.58,32.79,40.48,48.17,49.24,50.32
93.03,86.98,80.93,84.4,87.87,83.32,78.77
78.76,77.44,76.12,58.34,40.56,23.74,6.91
83.35,85.43,87.52,74.0,60.49,56.96,53.44
29.13,27.04,24.96,29.27,33.59,45.08,56.56
63.99,67.8,71.6,67.36,63.13,59.84,56.56
26.01,17.03,8.05,10.14,12.23,38.53,64.83
33.33,46.98,60.62,61.87,63.13,69.33,75.53
35.56,39.72,43.87,44.22,44.57,32.26,19.96
23.34,27.52,31.71,30.67,29.64,20.38,11.11
49.03,46.21,43.39,47.6,51.8,55.69,59.58
40.27,37.23,34.19,30.12,26.04,20.06,14.07
14.14,18.16,22.19,27.89,33.59,30.59,27.59
15.03,39.12,63.2,59.09,54.98,30.94,6.91
50.21,44.26,38.3,28.59,18.88,33.15,47.42
85.83,78.46,71.09,69.86,68.64,61.04,53.44
62.91,65.5,68.1,75.04,81.98,72.19,62.41
24.83,26.23,27.63,37.9,48.17,44.2,40.23
71.06,72.3,73.54,73.94,74.34,70.89,67.44
32.54,17.69,2.83,3.56,4.3,6.52,8.75
46.42,63.07,79.72,75.18,70.65,71.51,72.37
45.27,59.01,72.75,67.94,63.13,61.36,59.58
47.09,62.61,78.13,75.31,72.49,50.04,27.59
51.29,41.93,32.57,22.4,12.23,26.23,40.23
50.91,55.88,60.84,59.42,58.01,33.38,8.75
15.22,22.13,29.04,29.34,29.64,36.64,43.63
61.32,59.92,58.52,44.08,29.64,28.62,27.59
28.02,41.02,54.03,54.5,54.98,51.2,47.42
58.93,58.53,58.13,62.18,66.22,58.27,50.32
55.56,46.18,36.8,35.2,33.59,26.78,19.96
86.95,81.79,76.63,75.48,74.34,70.89,67.44
34.8,50.16,65.52,67.08,68.64,69.42,70.21
37.34,32.98,28.62,27.33,26.04,26.82,27.59
19.71,31.07,42.44,38.02,33.59,46.58,59.58
36.26,33.04,29.83,21.03,12.23,11.67,11.11
66.48,69.12,71.76,59.96,48.17,37.88,27.59
15.06,26.95,38.84,48.42,58.01,57.28,56.56
59.82,40.56,21.3,40.9,60.49,53.96,47.42
51.38,63.68,75.99,63.9,51.8,61.0,70.21
34.67,36.08,37.5,29.76,22.03,19.42,16.8
85.93,82.66,79.4,54.52,29.64,41.54,53.44
81.82,62.68,43.55,27.89,12.23,18.0,23.77
39.96,48.9,57.85,45.72,33.59,32.71,31.83
6.81,23.14,39.48,38.26,37.03,38.63,40.23
53.68,58.28,62.88,61.68,60.49,56.96,53.44
81.57,62.78,44.0,29.75,15.5,45.51,75.53
27.09,32.63,38.17,32.1,26.04,23.0,19.96
80.99,61.0,41.01,40.79,40.56,65.12,89.69
69.09,75.9,82.71,83.64,84.56,80.87,77.18
63.93,73.91,83.89,79.12,74.34,62.33,50.32
31.52,45.38,59.25,57.12,54.98,30.24,5.51
36.04,54.14,72.24,72.36,72.49,66.04,59.58
46.86,54.09,61.32,64.98,68.64,73.7,78.77
35.21,38.14,41.07,40.82,40.56,48.56,56.56
37.54,45.98,54.41,54.7,54.98,45.49,36.0
74.08,56.82,39.57,42.07,44.57,46.0,47.42
37.92,27.73,17.54,31.06,44.57,42.4,40.23
63.1,61.04,58.99,56.98,54.98,52.65,50.32
53.9,54.89,55.87,53.84,51.8,47.72,43.63
48.46,57.36,66.25,60.61,54.98,45.49,36.0
89.21,80.84,72.46,58.52,44.57,62.36,80.14
78.03,71.4,64.76,69.55,74.34,68.38,62.41
69.18,68.37,67.56,56.06,44.57,47.44,50.32
53.77,56.68,59.6,50.08,40.56,42.1,43.63
69.02,75.65,82.27,74.24,66.22,56.82,47.42
15.76,27.19,38.62,45.21,51.8,46.02,40.23
81.06,76.73,72.4,60.28,48.17,27.54,6.91
75.74,81.39,87.04,83.97,80.9,50.43,19.96
10.57,30.12,49.67,47.12,44.57,23.29,2.01
60.81,69.69,78.57,70.85,63.13,53.38,43.63
53.01,49.92,46.83,34.43,22.03,21.0,19.96
52.28,50.8,49.32,43.18,37.03,30.4,23.77
26.14,32.2,38.27,37.65,37.03,34.43,31.83
45.43,50.12,54.82,60.52,66.22,49.02,31.83
64.47,66.59,68.7,61.84,54.98,57.28,59.58
7.67,6.67,5.67,6.74,7.8,6.65,5.51
82.17,86.6,91.02,83.62,76.22,64.83,53.44
77.43,74.39,71.35,74.69,78.03,77.6,77.18
72.59,71.7,70.81,65.65,60.49,60.04,59.58
73.16,68.91,64.66,50.84,37.03,48.3,59.58
4.87,6.42,7.96,26.26,44.57,56.0,67.44
24.04,31.02,38.01,39.29,40.56,34.08,27.59
41.39,34.16,26.93,30.26,33.59,45.08,56.56
26.68,37.1,47.53,44.04,40.56,40.4,40.23
4.39,3.0,1.62,2.96,4.3,4.09,3.88
58.36,57.77,57.18,43.41,29.64,15.66,1.69
78.29,80.62,82.94,82.46,81.98,77.18,72.37
43.04,29.42,15.79,41.0,66.22,65.53,64.83
56.73,45.38,34.03,41.1,48.17,65.12,82.08
16.01,20.29,24.58,25.31,26.04,31.02,36.0
2.36,15.78,29.19,50.84,72.49,74.01,75.53
22.25,14.54,6.84,16.44,26.04,23.0,19.96
62.34,58.74,55.14,56.58,58.01,44.92,31.83
12.64,16.88,21.11,23.58,26.04,21.42,16.8
31.07,27.46,23.85,24.94,26.04,31.02,36.0
91.63,91.34,91.05,89.08,87.11,88.06,89.02
87.71,92.7,97.68,97.4,97.13,89.13,81.13
90.1,91.39,92.68,92.33,91.98,91.42,90.87
80.67,74.91,69.15,78.94,88.73,90.58,92.43
23.46,41.99,60.52,47.06,33.59,34.8,36.0
81.6,51.34,21.08,43.65,66.22,49.02,31.83
97.64,96.75,95.86,96.3,96.75,97.76,98.76
63.64,76.48,89.33,91.05,92.77,90.6,88.42
99.59,98.76,97.93,97.69,97.45,91.47,85.49
48.11,53.79,59.47,62.84,66.22,77.96,89.69
92.84,92.95,93.06,93.01,92.96,90.69,88.42
52.88,26.44,0.0,0.0,0.0,33.72,67.44
95.77,95.9,96.02,95.8,95.57,92.29,89.02
67.27,72.9,78.54,81.55,84.56,85.84,87.11
91.66,91.18,90.7,89.72,88.73,89.21,89.69
61.83,68.26,74.69,80.6,86.5,88.38,90.26
10.25,5.12,0.0,1.61,3.22,50.78,98.35
81.76,82.76,83.76,86.02,88.28,85.18,82.08
62.72,68.05,73.38,77.68,81.98,80.38,78.77
88.16,88.3,88.44,86.5,84.56,81.66,78.77
88.48,87.06,85.64,83.27,80.9,81.49,82.08
79.21,81.77,84.34,82.62,80.9,64.16,47.42
51.13,52.42,53.71,55.86,58.01,36.04,14.07
96.18,95.18,94.17,94.48,94.78,72.55,50.32
34.61,33.24,31.87,36.21,40.56,43.99,47.42
89.27,90.1,90.93,92.12,93.31,84.42,75.53
66.28,66.69,67.11,72.57,78.03,79.09,80.14
94.36,94.84,95.32,95.88,96.43,96.5,96.56
95.73,95.97,96.21,97.15,98.09,96.82,95.54
74.47,61.93,49.38,48.78,48.17,35.97,23.77
99.11,99.18,99.24,99.16,99.08,98.94,98.79
96.75,92.71,88.67,90.52,92.36,81.28,70.21
60.94,32.08,3.22,3.22,3.22,29.89,56.56
79.05,80.0,80.96,85.29,89.62,87.98,86.35
96.31,96.72,97.13,95.04,92.96,91.32,89.69
51.74,40.28,28.81,43.41,58.01,71.75,85.49
92.04,93.42,94.81,95.36,95.92,95.66,95.39
5.54,3.93,2.32,2.77,3.22,3.14,3.06
50.43,60.82,71.22,70.94,70.65,69.04,67.44
97.58,97.44,97.29,96.37,95.45,95.42,95.39
25.28,28.29,31.3,35.93,40.56,25.84,11.11
17.73,26.65,35.56,25.53,15.5,27.86,40.23
59.79,61.2,62.62,61.56,60.49,63.96,67.44
10.54,38.64,66.73,78.57,90.42,85.78,81.13
67.69,79.69,91.69,93.86,96.02,96.46,96.91
86.34,80.36,74.37,68.75,63.13,53.38,43.63
93.44,92.29,91.15,83.68,76.22,81.95,87.68
6.46,3.23,0.0,1.14,2.29,17.06,31.83
92.33,86.87,81.41,83.46,85.51,86.6,87.68
68.26,67.53,66.79,64.96,63.13,68.55,73.97
3.72,22.19,40.66,62.07,83.48,81.12,78.77
92.42,92.2,91.98,93.64,95.29,95.08,94.88
92.36,93.12,93.89,94.02,94.14,92.82,91.5
96.91,95.94,94.97,95.96,96.94,96.64,96.34
86.69,85.28,83.86,88.68,93.51,94.52,95.54
83.57,81.71,79.85,76.17,72.49,82.17,91.85
95.83,96.1,96.37,96.2,96.02,95.99,95.96
38.9,29.8,20.69,51.33,81.98,84.54,87.11
95.89,93.26,90.64,89.46,88.28,89.89,91.5
60.55,65.17,69.79,57.18,44.57,30.68,16.8
63.67,66.12,68.58,64.54,60.49,61.45,62.41
92.55,87.79,83.03,87.14,91.24,86.66,82.08
37.15,57.56,77.97,82.23,86.5,65.06,43.63
97.01,98.01,99.01,98.55,98.09,96.74,95.39
88.19,74.84,61.48,59.74,58.01,50.82,43.63
96.02,96.56,97.1,97.12,97.13,94.0,90.87
90.86,73.56,56.26,61.24,66.22,74.15,82.08
94.97,94.71,94.46,93.88,93.31,93.22,93.13
82.81,79.68,76.54,79.26,81.98,56.91,31.83
87.36,86.04,84.72,84.64,84.56,84.29,84.02
95.92,95.48,95.03,94.17,93.31,94.1,94.88
72.21,76.16,80.1,75.38,70.65,72.31,73.97
85.67,84.75,83.83,88.82,93.82,92.84,91.85
74.43,73.7,72.97,70.81,68.64,68.04,67.44
17.32,22.43,27.54,39.67,51.8,43.9,36.0
92.01,90.04,88.06,75.6,63.13,43.45,23.77
92.23,94.48,96.72,96.37,96.02,94.22,92.43
14.61,7.31,0.0,6.12,12.23,9.57,6.91
80.77,81.55,82.33,81.62,80.9,79.83,78.77
71.79,68.91,66.03,71.12,76.22,80.55,84.88
79.94,73.04,66.13,68.39,70.65,76.88,83.1
99.55,99.32,99.08,98.33,97.58,83.9,70.21
97.68,96.16,94.65,94.97,95.29,95.62,95.96
79.11,78.18,77.24,74.87,72.49,74.01,75.53
17.83,50.14,82.46,83.98,85.51,75.17,64.83
85.48,86.23,86.98,86.74,86.5,85.69,84.88
64.41,63.28,62.15,77.07,91.98,90.84,89.69
84.85,81.14,77.43,68.96,60.49,38.65,16.8
98.66,98.8,98.95,98.86,98.76,97.92,97.07
60.04,66.01,71.98,73.16,74.34,78.21,82.08
80.26,79.38,78.51,77.36,76.22,69.32,62.41
83.89,83.02,82.14,80.09,78.03,76.78,75.53
93.6,91.82,90.04,88.27,86.5,85.26,84.02
79.69,79.82,79.94,78.98,78.03,80.56,83.1
94.56,95.37,96.18,95.34,94.49,92.09,89.69
56.54,43.47,30.4,53.31,76.22,84.94,93.67
45.18,38.73,32.28,57.13,81.98,84.54,87.11
93.7,90.6,87.49,89.21,90.93,76.67,62.41
74.34,39.81,5.28,34.21,63.13,74.74,86.35
47.28,36.98,26.68,30.14,33.59,49.21,64.83
94.75,94.67,94.59,94.36,94.14,94.64,95.13
76.98,80.92,84.85,84.16,83.48,86.58,89.69
95.35,94.52,93.7,89.6,85.51,72.54,59.58
87.55,79.68,71.82,72.15,72.49,72.43,72.37
83.7,85.32,86.95,87.03,87.11,86.0,84.88
76.03,84.53,93.03,94.4,95.77,93.02,90.26
80.36,75.33,70.3,72.32,74.34,74.94,75.53
99.52,99.46,99.4,99.35,99.3,99.44,99.59
90.19,91.29,92.39,92.58,92.77,91.82,90.87
86.72,88.84,90.96,92.87,94.78,93.32,91.85
63.74,69.55,75.36,66.68,58.01,65.19,72.37
90.0,88.73,87.46,87.66,87.87,86.38,84.88
70.74,64.82,58.9,68.46,78.03,81.46,84.88
64.85,73.84,82.84,83.16,83.48,72.94,62.41
96.34,95.7,95.07,95.05,95.03,96.04,97.04
90.7,87.58,84.46,87.44,90.42,92.52,94.62
73.07,79.94,86.82,77.73,68.64,41.36,14.07
40.31,61.13,81.95,84.53,87.11,92.58,98.06
50.11,69.37,88.63,86.06,83.48,82.78,82.08
87.14,90.3,93.47,93.39,93.31,90.86,88.42
72.84,72.08,71.31,72.82,74.34,80.34,86.35
95.38,95.03,94.68,58.36,22.03,59.92,97.8
79.66,76.41,73.16,66.82,60.49,65.35,70.21
88.35,91.85,95.35,96.36,97.36,98.24,99.11
94.84,94.86,94.87,95.08,95.29,94.96,94.62
87.65,85.54,83.44,83.46,83.48,86.58,89.69
32.92,21.06,9.2,17.62,26.04,26.82,27.59
97.87,97.82,97.77,94.35,90.93,92.03,93.13
83.38,81.56,79.75,77.98,76.22,81.66,87.11
85.86,74.39,62.91,57.36,51.8,51.06,50.32
98.41,94.97,91.53,92.42,93.31,96.26,99.2
40.46,35.98,31.49,15.74,0.0,0.0,0.0
86.21,87.64,89.08,82.65,76.22,78.68,81.13
4.49,18.24,32.0,32.79,33.59,56.18,78.77
80.07,81.83,83.6,41.8,0.0,0.0,0.0
89.3,80.94,72.59,42.41,12.23,6.12,0.0
96.05,95.49,94.94,95.26,95.57,96.68,97.8
84.91,86.12,87.33,83.43,79.53,68.04,56.56
78.86,80.07,81.28,72.2,63.13,53.38,43.63
93.54,93.0,92.45,87.22,81.98,82.03,82.08
56.0,58.1,60.2,60.35,60.49,63.96,67.44
97.48,98.34,99.2,98.22,97.23,95.62,94.02
95.19,95.97,96.75,96.82,96.88,91.18,85.49
64.95,72.32,79.69,86.6,93.51,93.18,92.84
87.27,83.58,79.88,75.26,70.65,69.04,67.44
94.72,90.52,86.31,88.78,91.24,92.04,92.84
81.18,73.12,65.07,77.34,89.62,92.38,95.13
71.03,58.74,46.45,64.22,81.98,85.5,89.02
81.41,86.62,91.82,86.9,81.98,81.56,81.13
55.84,63.1,70.36,79.32,88.28,86.15,84.02
0.0,0.0,0.0,49.89,99.78,98.65,97.52
83.09,81.82,80.55,80.04,79.53,79.15,78.77
60.46,52.15,43.84,60.94,78.03,67.29,56.56
94.11,89.38,84.65,66.41,48.17,45.9,43.63
77.87,77.85,77.84,78.68,79.53,78.35,77.18
0.0,49.08,98.15,98.63,99.11,97.87,96.63
96.94,97.37,97.8,96.91,96.02,95.7,95.39
5.28,25.29,45.3,56.97,68.64,59.48,50.32
93.86,95.62,97.39,97.16,96.94,97.14,97.33
2.1,3.04,3.98,4.14,4.3,2.15,0.0
87.17,87.3,87.42,88.26,89.11,83.14,77.18
99.27,99.35,99.43,99.27,99.11,99.08,99.05
86.91,88.1,89.3,77.76,66.22,72.5,78.77
91.82,91.94,92.07,81.36,70.65,45.3,19.96
88.44,92.07,95.7,95.42,95.13,95.54,95.96
83.6,84.08,84.56,87.9,91.24,89.46,87.68
53.2,57.12,61.03,60.76,60.49,34.62,8.75
8.56,36.07,63.58,79.36,95.13,96.29,97.45
52.59,63.91,75.23,77.38,79.53,69.56,59.58
91.34,89.27,87.2,85.88,84.56,84.29,84.02
98.25,98.58,98.92,97.84,96.75,96.22,95.7
90.39,90.37,90.35,86.92,83.48,78.72,73.97
80.87,81.58,82.3,88.22,94.14,88.11,82.08
85.8,81.05,76.31,81.71,87.11,90.12,93.13
92.49,92.94,93.38,91.5,89.62,91.64,93.67
35.28,22.32,9.36,30.58,51.8,73.46,95.13
51.19,63.77,76.35,83.96,91.56,92.2,92.84
92.17,92.39,92.61,92.29,91.98,90.2,88.42
95.13,95.62,96.12,96.07,96.02,96.88,97.74
55.75,69.98,84.21,78.35,72.49,48.13,23.77
66.44,71.5,76.57,75.46,74.34,68.38,62.41
84.81,88.58,92.36,90.99,89.62,84.2,78.77
68.32,66.94,65.55,72.54,79.53,82.2,84.88
79.85,75.01,70.17,73.19,76.22,67.9,59.58
93.82,96.22,98.63,98.74,98.85,97.8,96.75
90.61,92.95,95.29,94.89,94.49,94.26,94.02
88.6,87.18,85.77,83.88,81.98,86.42,90.87
93.12,94.17,95.22,94.86,94.49,94.0,93.51
95.57,95.86,96.15,96.86,97.58,95.01,92.43
86.6,87.98,89.37,89.24,89.11,80.74,72.37
52.82,58.07,63.32,59.15,54.98,57.28,59.58
89.88,79.96,70.04,42.77,15.5,52.26,89.02
48.62,44.16,39.7,52.96,66.22,73.18,80.14
44.76,37.55,30.34,21.28,12.23,24.12,36.0
93.73,92.26,90.8,91.18,91.56,90.29,89.02
91.4,89.65,87.9,78.27,68.64,66.74,64.83
33.87,16.93,0.0,0.0,0.0,28.28,56.56
77.94,67.39,56.83,73.23,89.62,87.56,85.49
64.37,58.68,52.98,52.39,51.8,54.18,56.56
10.6,9.79,8.98,24.77,40.56,40.4,40.23
69.34,69.39,69.44,70.96,72.49,76.32,80.14
84.65,70.04,55.43,51.8,48.17,26.84,5.51
35.4,61.4,87.39,87.25,87.11,68.71,50.32
83.92,82.78,81.63,86.28,90.93,89.98,89.02
96.82,96.23,95.64,95.83,96.02,95.86,95.7
12.86,32.39,51.93,64.07,76.22,79.66,83.1
97.39,97.79,98.19,95.85,93.51,77.96,62.41
92.45,89.73,87.01,90.75,94.49,93.81,93.13
54.54,58.26,61.99,77.38,92.77,83.37,73.97
70.2,67.18,64.15,76.89,89.62,93.12,96.63
90.96,58.8,26.65,58.54,90.42,90.34,90.26
90.23,86.55,82.87,81.2,79.53,77.53,75.53
91.79,94.19,96.59,97.62,98.66,93.84,89.02
99.24,99.28,99.33,99.34,99.36,99.09,98.82
59.98,72.7,85.42,62.99,40.56,23.74,6.91
94.46,82.79,71.12,69.88,68.64,34.32,0.0
88.79,91.82,94.84,71.5,48.17,70.5,92.84
90.83,93.01,95.19,95.48,95.77,96.9,98.03
84.53,89.24,93.95,93.73,93.51,90.31,87.11
90.45,90.84,91.24,90.83,90.42,89.72,89.02
62.59,63.21,63.83,62.16,60.49,62.66,64.83
0.0,0.0,0.0,0.0,0.0,1.0,2.01
76.47,82.34,88.22,90.49,92.77,88.4,84.02
42.63,31.1,19.58,9.79,0.0,0.0,0.0
98.15,97.93,97.71,97.71,97.71,98.26,98.82
86.12,77.86,69.6,67.91,66.22,72.5,78.77
90.8,90.79,90.77,90.2,89.62,88.65,87.68
63.04,61.24,59.44,68.74,78.03,80.05,82.08
84.27,86.94,89.62,91.57,93.51,92.97,92.43
89.46,91.1,92.74,90.3,87.87,85.94,84.02
94.24,94.19,94.14,86.08,78.03,60.83,43.63
97.07,95.1,93.12,90.7,88.28,77.86,67.44
96.85,96.7,96.56,96.9,97.23,98.09,98.95
78.35,73.72,69.09,67.66,66.22,74.15,82.08
87.97,90.31,92.65,92.5,92.36,88.19,84.02
44.83,57.02,69.21,73.62,78.03,76.0,73.97
95.86,95.76,95.67,95.62,95.57,92.29,89.02
64.09,48.3,32.51,60.19,87.87,89.86,91.85
40.43,55.49,70.55,73.39,76.22,80.12,84.02
99.71,99.7,99.68,99.52,99.36,99.22,99.08
85.35,86.13,86.91,90.21,93.51,93.77,94.02
82.08,88.84,95.61,94.88,94.14,90.24,86.35
72.11,72.98,73.86,68.49,63.13,56.72,50.32
86.82,84.94,83.06,85.08,87.11,77.28,67.44
98.19,98.34,98.5,98.48,98.47,99.0,99.52
68.9,68.15,67.4,65.26,63.13,65.28,67.44
89.65,89.27,88.89,90.92,92.96,94.33,95.7
65.87,73.14,80.42,78.32,76.22,82.62,89.02
72.65,75.72,78.8,80.39,81.98,82.54,83.1
73.83,76.68,79.53,70.01,60.49,56.96,53.44
97.84,98.22,98.6,98.28,97.96,95.99,94.02
40.94,59.2,77.46,76.84,76.22,56.11,36.0
99.4,99.5,99.59,99.67,99.75,99.56,99.36
94.4,94.97,95.54,94.84,94.14,95.44,96.75
92.96,92.56,92.17,93.16,94.14,79.48,64.83
60.01,56.14,52.28,48.42,44.57,53.49,62.41
80.61,78.29,75.96,77.74,79.53,80.8,82.08
61.54,62.32,63.1,63.12,63.13,61.36,59.58
3.22,8.54,13.85,21.74,29.64,14.82,0.0
62.56,65.56,68.55,61.76,54.98,51.2,47.42
89.08,89.84,90.61,89.67,88.73,90.29,91.85
75.68,72.06,68.45,75.22,81.98,78.76,75.53
79.78,65.71,51.64,58.93,66.22,45.0,23.77
86.56,77.87,69.18,82.8,96.43,97.5,98.57
82.84,66.41,49.98,64.76,79.53,72.18,64.83
92.61,93.1,93.6,94.04,94.49,94.0,93.51
67.75,58.96,50.18,31.21,12.23,26.23,40.23
92.8,84.98,77.17,78.35,79.53,63.48,47.42
30.75,41.77,52.79,37.41,22.03,22.9,23.77
25.95,49.59,73.23,41.52,9.81,13.3,16.8
27.0,53.7,80.39,71.76,63.13,32.57,2.01
89.18,87.87,86.56,85.02,83.48,82.3,81.13
97.1,96.9,96.69,97.36,98.03,98.57,99.11
89.24,91.68,94.11,94.3,94.49,89.99,85.49
89.62,79.64,69.66,57.12,44.57,65.03,85.49
62.21,57.64,53.07,50.62,48.17,47.8,47.42
72.87,68.64,64.41,61.21,58.01,66.77,75.53
89.49,89.51,89.53,88.02,86.5,86.42,86.35
89.53,90.26,90.99,91.28,91.56,91.37,91.18
80.8,82.04,83.29,83.93,84.56,79.27,73.97
87.01,88.7,90.39,91.38,92.36,88.92,85.49
63.58,67.43,71.28,77.92,84.56,76.0,67.44
73.7,75.22,76.73,76.48,76.22,75.1,73.97
42.76,39.2,35.63,23.93,12.23,19.91,27.59
65.55,51.16,36.77,27.82,18.88,17.84,16.8
64.66,59.55,54.44,38.24,22.03,32.83,43.63
21.17,30.08,39.0,38.02,37.03,30.4,23.77
9.93,10.4,10.86,11.54,12.23,39.84,67.44
42.79,48.3,53.8,49.18,44.57,36.08,27.59
24.1,23.05,22.0,12.61,3.22,2.62,2.01
51.1,56.91,62.72,61.6,60.49,52.06,43.63
56.61,52.94,49.28,53.64,58.01,60.21,62.41
24.51,27.38,30.25,29.94,29.64,34.94,40.23
58.1,72.58,87.07,89.72,92.36,90.39,88.42
17.54,17.27,17.0,13.4,9.81,10.46,11.11
35.5,39.65,43.81,44.19,44.57,29.32,14.07
21.2,27.41,33.62,37.09,40.56,36.2,31.83
68.67,63.17,57.66,45.62,33.59,46.58,59.58
19.74,14.63,9.52,15.78,22.03,21.0,19.96
40.11,30.58,21.04,19.96,18.88,15.0,11.11
59.38,51.97,44.57,61.3,78.03,87.47,96.91
27.16,41.14,55.11,51.64,48.17,56.5,64.83
22.7,24.46,26.23,26.14,26.04,39.74,53.44
62.37,67.78,73.19,74.7,76.22,79.66,83.1
9.39,7.66,5.92,5.8,5.67,9.87,14.07
8.95,15.95,22.95,19.23,15.5,19.63,23.77
13.98,12.08,10.19,16.11,22.03,31.13,40.23
21.9,26.63,31.36,37.96,44.57,38.2,31.83
28.27,17.07,5.86,5.76,5.67,6.29,6.91
49.41,47.39,45.37,24.3,3.22,13.5,23.77
11.75,8.26,4.78,6.29,7.8,8.27,8.75
6.84,19.58,32.31,29.18,26.04,26.82,27.59
14.87,14.66,14.45,12.13,9.81,13.3,16.8
28.69,20.58,12.48,33.73,54.98,62.6,70.21
25.92,19.55,13.18,16.03,18.88,29.56,40.23
15.35,20.14,24.93,18.58,12.23,16.1,19.96
43.43,23.72,4.01,2.68,1.34,14.46,27.59
23.91,23.7,23.5,26.57,29.64,34.94,40.23
2.9,3.66,4.43,5.05,5.67,7.21,8.75
0.0,0.0,0.0,0.0,0.0,4.38,8.75
61.89,67.35,72.81,77.4,81.98,77.97,73.97
65.81,44.05,22.29,20.58,18.88,10.44,2.01
42.57,36.06,29.54,17.6,5.67,5.59,5.51
33.37,33.19,33.01,24.26,15.5,36.03,56.56
17.45,31.84,46.23,47.2,48.17,56.5,64.83
76.54,78.6,80.67,81.32,81.98,79.58,77.18
13.72,12.96,12.19,11.0,9.81,10.46,11.11
29.54,42.39,55.24,32.53,9.81,8.36,6.91
36.2,33.42,30.63,16.92,3.22,19.61,36.0
54.35,51.7,49.06,41.32,33.59,32.71,31.83
49.98,57.21,64.44,56.31,48.17,34.06,19.96
42.28,34.72,27.16,17.48,7.8,10.94,14.07
4.04,5.3,6.56,8.18,9.81,9.28,8.75
10.89,16.86,22.83,20.86,18.88,25.36,31.83
2.26,4.28,6.3,10.9,15.5,13.3,11.11
30.34,33.59,36.84,40.71,44.57,57.39,70.21
23.97,27.18,30.4,37.48,44.57,50.56,56.56
23.3,25.26,27.22,30.4,33.59,19.55,5.51
10.79,9.4,8.02,6.16,4.3,4.9,5.51
40.37,37.02,33.68,31.66,29.64,30.74,31.83
65.9,60.79,55.68,62.16,68.64,54.44,40.23
43.58,39.88,36.17,20.92,5.67,7.21,8.75
12.16,16.93,21.71,31.14,40.56,28.68,16.8
14.52,13.55,12.58,15.73,18.88,29.56,40.23
70.17,77.58,85.0,71.5,58.01,38.98,19.96
44.0,28.96,13.91,9.79,5.67,11.24,16.8
36.36,31.24,26.11,35.34,44.57,24.22,3.88
15.92,10.27,4.62,6.21,7.8,3.9,0.0
57.88,52.85,47.82,30.02,12.23,24.12,36.0
46.2,42.68,39.16,39.86,40.56,40.4,40.23
20.95,38.33,55.71,55.34,54.98,59.9,64.83
50.08,64.2,78.32,72.27,66.22,40.14,14.07
38.75,59.13,79.5,76.92,74.34,77.24,80.14
15.85,7.92,0.0,2.15,4.3,4.9,5.51
44.79,30.17,15.54,20.79,26.04,23.0,19.96
37.22,34.34,31.45,32.52,33.59,32.71,31.83
23.21,30.21,37.22,38.89,40.56,45.44,50.32
65.33,53.14,40.94,37.26,33.59,48.0,62.41
34.48,34.83,35.18,30.61,26.04,31.02,36.0
26.2,19.04,11.88,16.96,22.03,34.72,47.42
68.96,61.11,53.26,34.38,15.5,11.2,6.91
75.36,84.18,93.0,90.06,87.11,67.26,47.42
70.87,73.16,75.45,77.49,79.53,73.48,67.44
40.78,41.58,42.38,48.68,54.98,31.86,8.75
33.68,36.23,38.78,50.96,63.13,51.68,40.23
47.98,38.66,29.35,33.19,37.03,40.33,43.63
3.28,9.82,16.36,11.02,5.67,4.78,3.88
69.6,57.77,45.94,25.8,5.67,11.24,16.8
21.74,25.52,29.29,24.08,18.88,21.32,23.77
77.36,79.92,82.49,81.7,80.9,80.52,80.14
16.21,13.66,11.11,7.17,3.22,5.07,6.91
28.56,19.15,9.74,17.89,26.04,33.14,40.23
5.86,27.19,48.52,44.54,40.56,30.26,19.96
19.8,18.55,17.29,13.55,9.81,9.28,8.75
6.88,12.0,17.13,11.4,5.67,5.59,5.51
61.7,53.66,45.62,45.1,44.57,42.4,40.23
1.75,5.1,8.44,5.83,3.22,3.55,3.88
10.22,20.22,30.21,37.39,44.57,34.17,23.77
38.94,45.92,52.91,44.97,37.03,32.31,27.59
