FIPS,2014 EPL_MOBILE,2015 EPL_MOBILE,2016 EPL_MOBILE,2017 EPL_MOBILE,2018 EPL_MOBILE,2019 EPL_MOBILE,2020 EPL_MOBILE
20009,36.39,34.67,32.95,33.86,34.77,38.56,42.36
20011,41.39,39.05,36.71,35.36,34.0,35.88,37.75
20013,13.44,15.18,16.91,16.2,15.5,14.0,12.51
20015,36.39,36.02,35.66,34.83,34.0,35.22,36.44
20017,52.21,48.52,44.83,42.71,40.59,40.01,39.43
20019,65.81,65.9,66.0,63.33,60.65,65.32,69.99
20021,59.41,57.4,55.4,53.65,51.89,47.12,42.36
20023,14.61,16.06,17.51,19.49,21.46,21.49,21.51
20025,28.49,31.26,34.03,32.16,30.28,27.74,25.21
20027,8.76,11.68,14.61,13.6,12.58,12.54,12.51
20029,7.55,7.8,8.05,9.25,10.44,9.65,8.85
20031,46.42,46.54,46.67,49.06,51.45,48.3,45.16
20033,33.21,29.1,24.99,19.98,14.96,14.27,13.59
20035,46.0,44.84,43.68,41.42,39.16,42.67,46.18
20037,28.49,27.51,26.52,28.18,29.83,29.48,29.12
20039,28.91,27.72,26.52,22.3,18.08,19.29,20.5
20041,29.26,30.41,31.55,29.74,27.92,23.19,18.46
20043,61.73,59.08,56.42,53.02,49.63,52.08,54.52
20045,14.23,12.76,11.3,9.6,7.9,7.4,6.91
20047,33.43,35.07,36.71,35.07,33.43,28.2,22.98
20049,38.65,44.91,51.16,55.65,60.14,54.5,48.85
20051,27.28,22.4,17.51,16.97,16.43,17.44,18.46
20053,40.75,41.21,41.67,42.78,43.9,45.94,47.99
20055,59.41,59.38,59.34,59.46,59.57,60.8,62.03
20057,51.83,53.24,54.66,54.87,55.08,53.4,51.72
20059,39.51,41.6,43.68,45.35,47.02,46.09,45.16
20061,40.46,38.38,36.29,32.84,29.39,29.44,29.5
20063,29.8,34.98,40.15,35.58,31.01,21.08,11.14
20065,37.22,42.71,48.2,46.8,45.4,39.51,33.61
20067,89.49,89.1,88.7,87.5,86.31,79.39,72.47
20069,58.87,58.6,58.33,56.29,54.25,53.58,52.9
20071,32.41,37.04,41.67,45.65,49.63,51.0,52.36
20073,55.68,52.52,49.35,48.02,46.7,46.6,46.5
20075,49.7,54.32,58.93,56.16,53.39,54.94,56.49
20077,22.09,20.65,19.2,17.35,15.5,14.72,13.94
20079,15.15,13.5,11.84,11.94,12.03,12.98,13.94
20081,77.24,78.66,80.07,82.6,85.13,83.02,80.9
20083,31.77,31.31,30.85,32.58,34.32,32.47,30.62
20085,29.26,31.32,33.37,33.4,33.43,32.85,32.27
20087,47.18,46.18,45.18,39.98,34.77,33.52,32.27
20089,27.63,29.59,31.55,35.36,39.16,38.46,37.75
20091,2.39,2.48,2.58,2.48,2.39,2.3,2.2
20093,82.39,80.69,78.99,73.1,67.21,66.88,66.55
20095,32.41,26.02,19.64,22.88,26.11,36.3,46.5
20097,24.9,26.42,27.95,26.82,25.69,27.14,28.58
20099,31.33,29.21,27.09,24.51,21.94,25.26,28.58
20101,18.59,21.79,24.99,22.08,19.17,19.84,20.5
20103,12.26,10.35,8.44,7.45,6.46,5.89,5.32
20105,34.73,35.51,36.29,30.24,24.2,26.09,27.98
20107,73.93,71.41,68.9,66.67,64.44,64.38,64.32
20109,14.23,14.42,14.61,20.15,25.69,30.58,35.46
20111,43.52,41.62,39.73,37.71,35.69,34.65,33.61
20113,17.83,18.51,19.2,18.93,18.66,17.75,16.84
20115,22.09,26.47,30.85,28.48,26.11,23.58,21.04
20117,11.65,10.66,9.68,10.06,10.44,16.71,22.98
20119,25.44,22.54,19.64,29.4,39.16,46.03,52.9
20121,22.09,20.86,19.64,18.04,16.43,15.18,13.94
20123,9.93,12.99,16.05,17.07,18.08,18.27,18.46
20125,34.73,34.05,33.37,32.89,32.41,35.92,39.43
20127,47.18,46.18,45.18,42.66,40.15,42.48,44.81
20129,68.83,67.08,65.33,60.2,55.08,44.55,34.02
20131,19.17,19.19,19.2,17.35,15.5,14.72,13.94
20133,36.04,35.5,34.96,34.86,34.77,35.6,36.44
20135,34.29,33.2,32.12,30.54,28.97,23.72,18.46
20137,20.73,24.18,27.63,30.82,34.0,28.78,23.55
20139,46.9,48.33,49.76,50.11,50.46,51.41,52.36
20141,15.7,15.88,16.05,12.35,8.66,12.54,16.42
20143,39.92,38.56,37.19,33.08,28.97,21.92,14.86
20145,10.98,12.19,13.4,12.99,12.58,17.78,22.98
20147,20.73,24.18,27.63,28.73,29.83,28.08,26.32
20149,44.41,42.79,41.17,43.28,45.4,47.94,50.48
20151,26.07,25.9,25.72,26.47,27.22,23.46,19.7
20153,17.22,11.76,6.3,12.19,18.08,22.2,26.32
20155,17.22,16.08,14.93,17.05,19.17,19.44,19.7
20157,15.7,16.92,18.15,13.93,9.71,8.72,7.73
20159,21.68,18.3,14.93,16.79,18.66,18.22,17.79
20161,23.91,24.23,24.55,24.55,24.55,26.56,28.58
20163,17.83,15.39,12.96,10.81,8.66,10.9,13.14
20165,12.77,14.22,15.66,16.87,18.08,21.64,25.21
20167,10.35,12.48,14.61,15.52,16.43,16.2,15.98
20169,23.91,22.9,21.9,20.28,18.66,14.9,11.14
20171,36.39,42.09,47.79,53.96,60.14,54.21,48.28
20173,16.14,15.53,14.93,14.94,14.96,14.91,14.86
20175,72.75,71.27,69.79,65.71,61.64,60.07,58.5
20177,10.35,10.01,9.68,9.7,9.71,10.42,11.14
20179,21.68,17.54,13.4,12.99,12.58,14.28,15.98
20181,50.43,45.8,41.17,41.14,41.1,39.01,36.92
20183,16.84,13.26,9.68,7.26,4.84,7.22,9.61
20185,22.73,22.88,23.02,23.78,24.55,28.19,31.83
20187,84.08,87.6,91.12,88.24,85.35,86.31,87.27
20189,75.61,77.74,79.88,81.94,83.99,80.68,77.37
20191,36.9,38.06,39.22,43.32,47.41,48.02,48.63
20193,35.24,40.03,44.83,47.23,49.63,40.12,30.62
20195,18.59,15.44,12.29,13.1,13.91,17.2,20.5
20197,31.77,30.45,29.13,24.82,20.5,23.14,25.78
20199,64.25,58.14,52.02,42.22,32.41,35.64,38.86
20201,16.84,15.38,13.91,17.46,21.01,15.84,10.66
20203,55.27,55.97,56.67,60.11,63.55,61.39,59.23
20205,59.41,60.74,62.08,62.0,61.92,59.56,57.19
20207,51.51,45.06,38.62,39.61,40.59,40.01,39.43
20209,9.39,8.92,8.44,8.85,9.26,9.96,10.66
21001,76.85,78.2,79.56,80.61,81.66,80.47,79.28
21003,77.49,80.29,83.09,82.58,82.08,82.35,82.62
21005,30.28,32.03,33.78,34.05,34.32,33.97,33.61
21007,66.73,67.59,68.45,69.72,71.0,71.74,72.47
21009,56.06,54.74,53.42,53.84,54.25,57.49,60.73
21011,97.2,96.98,96.75,97.16,97.58,97.5,97.42
21013,87.3,87.76,88.22,86.68,85.13,84.72,84.31
21015,15.15,15.04,14.93,16.02,17.1,17.78,18.46
21017,30.28,32.62,34.96,32.62,30.28,29.13,27.98
21019,48.97,49.72,50.46,50.96,51.45,52.5,53.56
21021,31.77,30.7,29.64,30.33,31.01,29.8,28.58
21023,87.93,88.2,88.48,86.32,84.15,85.39,86.63
21025,98.95,99.0,99.04,98.85,98.66,98.47,98.28
21027,94.4,93.57,92.74,92.34,91.95,91.17,90.39
21029,39.92,40.8,41.67,40.91,40.15,39.79,39.43
21031,86.47,86.07,85.67,87.26,88.86,91.0,93.13
21033,62.02,66.97,71.92,68.36,64.79,62.76,60.73
21035,55.27,55.51,55.75,56.69,57.62,59.7,61.78
21037,10.98,10.62,10.25,9.07,7.9,7.64,7.38
21039,78.32,78.11,77.91,80.49,83.06,82.04,81.03
21041,83.7,79.37,75.04,77.78,80.52,84.18,87.84
21043,95.51,95.58,95.64,95.3,94.97,94.9,94.84
21045,91.31,91.48,91.66,92.17,92.68,91.54,90.39
21047,38.65,39.4,40.15,38.88,37.6,37.02,36.44
21049,42.73,42.2,41.67,42.08,42.5,40.12,37.75
21051,92.93,93.41,93.89,94.34,94.78,94.73,94.68
21053,93.12,94.34,95.57,96.13,96.69,95.48,94.27
21055,80.32,76.5,72.68,71.14,69.6,69.02,68.43
21057,86.85,81.22,75.58,72.02,68.45,74.23,80.01
21059,30.28,29.96,29.64,26.06,22.48,23.02,23.55
21061,93.66,93.14,92.61,90.83,89.05,92.82,96.59
21063,98.95,99.14,99.33,99.06,98.79,99.11,99.43
21065,82.81,83.58,84.34,84.46,84.59,82.42,80.24
21067,3.57,3.63,3.69,3.8,3.92,3.56,3.21
21069,95.32,94.51,93.7,93.12,92.55,94.04,95.54
21071,92.93,93.09,93.25,93.48,93.7,94.27,94.84
21073,27.63,25.32,23.02,23.24,23.46,25.38,27.31
21075,27.28,29.7,32.12,28.9,25.69,24.83,23.97
21077,97.45,96.48,95.51,95.05,94.59,93.86,93.13
21079,56.35,56.05,55.75,52.69,49.63,49.24,48.85
21081,77.75,80.85,83.95,86.58,89.21,90.52,91.82
21083,61.73,62.22,62.72,66.33,69.95,67.92,65.88
21085,83.06,82.8,82.55,81.94,81.34,80.01,78.68
21087,73.0,70.26,67.53,68.24,68.96,71.16,73.36
21089,66.13,64.28,62.43,63.61,64.79,63.41,62.03
21091,85.67,84.93,84.18,82.35,80.52,82.88,85.23
21093,48.97,48.94,48.9,47.15,45.4,46.44,47.49
21095,81.92,81.76,81.6,79.27,76.95,77.62,78.29
21097,71.28,69.16,67.05,68.32,69.6,67.74,65.88
21099,80.9,80.07,79.24,78.55,77.87,77.51,77.15
21101,45.5,44.14,42.79,39.91,37.03,41.6,46.18
21103,69.75,67.66,65.58,67.02,68.45,62.82,57.19
21105,67.56,68.6,69.63,67.98,66.32,63.16,59.99
21107,56.35,55.5,54.66,56.97,59.28,62.74,66.2
21109,88.95,87.31,85.67,85.86,86.06,85.88,85.71
21111,4.49,4.79,5.09,5.26,5.44,5.16,4.87
21113,19.48,21.25,23.02,21.39,19.77,17.62,15.47
21115,93.76,91.9,90.04,89.86,89.68,88.4,87.11
21117,9.93,9.8,9.68,9.47,9.26,9.06,8.85
21119,97.29,97.61,97.93,97.85,97.77,97.88,97.99
21121,96.28,95.32,94.36,94.48,94.59,94.99,95.39
21123,57.53,58.58,59.63,61.8,63.96,60.22,56.49
21125,92.23,91.28,90.32,90.0,89.68,89.0,88.32
21127,92.93,94.64,96.34,97.14,97.93,97.46,96.98
21129,90.0,89.0,88.0,88.28,88.57,88.57,88.57
21131,96.94,98.15,99.36,98.14,96.91,96.82,96.72
21133,90.86,91.2,91.53,91.12,90.7,92.69,94.68
21135,88.67,88.2,87.74,89.09,90.45,90.31,90.17
21137,85.51,85.08,84.65,83.36,82.08,82.58,83.07
21139,82.81,81.6,80.39,80.61,80.83,85.4,89.97
21141,59.76,58.56,57.37,54.41,51.45,49.47,47.49
21143,83.06,84.02,84.97,81.79,78.61,75.98,73.36
21145,40.75,43.92,47.09,45.67,44.25,44.7,45.16
21147,91.75,92.12,92.49,92.71,92.93,92.62,92.3
21149,85.9,81.3,76.7,77.02,77.33,74.52,71.71
21151,37.85,37.28,36.71,37.93,39.16,39.3,39.43
21153,99.65,99.66,99.68,99.68,99.68,99.66,99.65
21155,54.31,55.03,55.75,59.35,62.94,64.57,66.2
21157,78.57,76.4,74.24,72.02,69.79,67.42,65.05
21159,97.55,97.96,98.38,98.6,98.82,98.54,98.25
21161,53.9,52.18,50.46,48.74,47.02,45.0,42.97
21163,75.01,75.18,75.36,74.66,73.96,74.16,74.35
21165,85.2,79.72,74.24,78.82,83.41,83.59,83.77
21167,35.24,33.68,32.12,33.44,34.77,39.12,43.48
21169,80.04,78.97,77.91,77.89,77.87,81.51,85.14
21171,79.4,80.5,81.6,79.74,77.87,74.47,71.07
21173,68.42,70.55,72.68,78.04,83.41,81.51,79.6
21175,96.78,97.15,97.52,96.39,95.26,94.37,93.48
21177,78.32,80.38,82.43,81.48,80.52,78.55,76.58
21179,37.22,39.88,42.53,40.59,38.65,36.13,33.61
21181,76.6,79.57,82.55,83.84,85.13,83.59,82.05
21183,86.18,85.26,84.34,82.68,81.03,80.64,80.24
21185,8.76,10.52,12.29,11.0,9.71,8.15,6.59
21187,79.24,85.05,90.86,91.23,91.6,90.79,89.97
21189,92.42,91.23,90.04,89.22,88.41,88.8,89.18
21191,76.25,78.92,81.6,82.97,84.34,83.6,82.85
21193,95.96,95.62,95.29,94.51,93.73,94.16,94.59
21195,98.09,97.54,96.98,97.18,97.39,97.5,97.61
21197,84.88,85.9,86.91,87.54,88.16,85.18,82.21
21199,77.87,77.89,77.91,78.38,78.86,79.23,79.6
21201,86.5,87.31,88.12,84.98,81.85,81.04,80.24
21203,91.18,92.87,94.56,94.96,95.35,93.26,91.18
21205,90.64,90.96,91.28,90.12,88.95,90.0,91.06
21207,87.04,87.76,88.48,88.98,89.49,87.17,84.85
21209,32.41,34.35,36.29,34.86,33.43,31.85,30.27
21211,19.99,19.34,18.69,19.23,19.77,16.45,13.14
21213,33.21,31.79,30.37,34.3,38.24,39.97,41.69
21215,39.51,40.34,41.17,40.4,39.64,36.83,34.02
21217,52.21,53.44,54.66,53.47,52.28,50.57,48.85
21219,79.08,79.32,79.56,77.32,75.07,74.07,73.07
21221,67.94,69.93,71.92,71.89,71.86,69.57,67.28
21223,87.93,85.7,83.48,87.38,91.28,92.03,92.78
21225,61.73,61.76,61.8,63.3,64.79,60.1,55.41
21227,30.28,31.83,33.37,32.89,32.41,29.86,27.31
21229,68.83,69.31,69.79,66.67,63.55,57.38,51.21
21231,93.28,93.49,93.7,93.32,92.93,92.95,92.97
21233,69.12,70.71,72.3,75.58,78.86,80.17,81.48
21235,91.18,91.42,91.66,91.55,91.44,90.2,88.96
21237,99.3,98.94,98.57,97.06,95.54,93.2,90.87
21239,11.65,9.55,7.45,7.14,6.84,6.88,6.91
22001,73.58,73.46,73.35,73.72,74.08,71.26,68.43
22003,79.08,79.97,80.87,80.12,79.37,75.22,71.07
22005,79.72,79.18,78.64,77.98,77.33,75.84,74.35
22007,93.22,93.4,93.57,93.78,93.98,95.7,97.42
22009,74.37,73.68,73.0,75.81,78.61,79.31,80.01
22011,92.01,92.0,91.98,93.38,94.78,95.08,95.39
22013,92.39,93.66,94.94,95.4,95.86,95.94,96.02
22015,64.25,65.24,66.22,63.43,60.65,58.57,56.49
22017,41.77,41.47,41.17,41.96,42.76,42.86,42.97
22019,67.94,67.88,67.81,67.8,67.78,68.63,69.48
22021,95.61,95.62,95.64,96.42,97.2,97.52,97.84
22023,96.82,96.39,95.96,97.17,98.38,98.92,99.46
22025,95.16,94.1,93.03,92.39,91.75,93.57,95.39
22027,87.71,88.78,89.84,89.66,89.49,90.53,91.57
22029,84.88,85.62,86.37,87.09,87.81,87.73,87.65
22031,94.81,95.27,95.73,95.35,94.97,94.38,93.79
22033,11.65,11.97,12.29,12.43,12.58,12.22,11.87
22035,71.03,72.19,73.35,66.46,59.57,66.75,73.93
22037,93.12,92.69,92.26,93.52,94.78,95.28,95.77
22039,71.28,67.9,64.53,63.55,62.56,64.56,66.55
22041,81.41,83.89,86.37,88.73,91.09,91.58,92.08
22043,94.11,93.78,93.44,92.7,91.95,91.57,91.18
22045,81.41,82.25,83.09,81.43,79.78,78.57,77.37
22047,79.24,78.76,78.29,76.83,75.36,79.34,83.32
22049,83.7,79.53,75.36,76.16,76.95,76.2,75.46
22051,4.97,5.34,5.7,5.74,5.79,6.35,6.91
22053,73.93,73.19,72.46,71.46,70.46,72.19,73.93
22055,48.74,49.6,50.46,49.52,48.58,46.7,44.81
22057,75.9,74.63,73.35,71.28,69.21,71.42,73.62
22059,88.95,89.34,89.72,89.06,88.41,90.6,92.78
22061,75.01,73.11,71.22,73.54,75.87,76.23,76.58
22063,90.42,90.07,89.72,88.65,87.58,88.27,88.96
22065,56.99,54.08,51.16,52.28,53.39,54.16,54.93
22067,69.75,70.17,70.58,73.08,75.58,75.68,75.78
22069,81.92,81.33,80.74,80.89,81.03,83.56,86.09
22071,2.93,2.58,2.23,2.16,2.1,1.98,1.85
22073,60.68,60.16,59.63,59.22,58.8,58.44,58.08
22075,90.0,91.44,92.87,92.31,91.75,92.77,93.79
22077,82.39,82.16,81.92,83.94,85.96,85.32,84.69
22079,60.04,60.52,61.0,62.18,63.36,65.32,67.28
22081,91.05,91.77,92.49,93.32,94.14,94.03,93.92
22083,77.87,78.97,80.07,79.26,78.45,80.08,81.7
22085,99.2,99.12,99.04,99.12,99.2,99.38,99.55
22087,28.14,26.93,25.72,27.09,28.46,28.98,29.5
22089,45.11,45.89,46.67,47.28,47.88,46.22,44.56
22091,99.04,98.77,98.5,98.14,97.77,97.65,97.52
22093,69.6,67.91,66.22,70.09,73.96,70.26,66.55
22095,44.41,48.72,53.04,54.57,56.1,57.09,58.08
22097,83.38,82.65,81.92,80.64,79.37,75.92,72.47
22099,90.64,90.83,91.02,89.98,88.95,89.34,89.72
22101,75.01,75.74,76.47,76.3,76.12,77.02,77.91
22103,39.51,37.9,36.29,36.94,37.6,35.6,33.61
22105,84.08,83.58,83.09,81.43,79.78,79.69,79.6
22107,58.87,63.34,67.81,67.51,67.21,65.51,63.81
22109,70.61,69.76,68.9,67.76,66.63,68.05,69.48
22111,94.81,95.19,95.57,95.86,96.15,96.54,96.94
22113,78.86,80.97,83.09,81.66,80.23,78.23,76.23
22115,81.92,82.24,82.55,81.39,80.23,80.96,81.7
22117,88.76,87.42,86.09,86.95,87.81,87.22,86.63
22119,82.81,81.6,80.39,79.27,78.16,79.72,81.29
22121,72.75,76.0,79.24,78.7,78.16,81.88,85.61
22123,90.86,89.3,87.74,87.66,87.58,89.86,92.14
22125,84.08,82.48,80.87,80.12,79.37,83.84,88.32
22127,89.11,89.06,89.02,87.76,86.5,85.14,83.77
23001,45.5,44.36,43.23,42.4,41.58,42.78,43.98
23003,43.52,44.35,45.18,45.59,46.0,46.25,46.5
23005,18.15,18.15,18.15,17.62,17.1,17.78,18.46
23007,36.39,36.34,36.29,35.76,35.24,36.67,38.1
23009,42.73,41.64,40.56,37.67,34.77,33.83,32.88
23011,45.5,44.9,44.29,45.66,47.02,47.94,48.85
23013,35.24,36.21,37.19,34.8,32.41,32.12,31.83
23015,46.0,45.42,44.83,44.91,44.99,44.78,44.56
23017,48.97,48.94,48.9,47.8,46.7,49.8,52.9
23019,52.98,52.5,52.02,52.15,52.28,54.07,55.86
23021,33.43,34.54,35.66,38.38,41.1,41.73,42.36
23023,43.27,44.22,45.18,46.29,47.41,45.7,43.98
23025,60.04,59.18,58.33,58.8,59.28,61.99,64.7
23027,60.04,59.18,58.33,57.4,56.48,58.92,61.36
23029,53.9,54.44,54.98,55.03,55.08,53.54,52.01
23031,32.92,32.52,32.12,31.56,31.01,31.64,32.27
24001,13.44,13.42,13.4,14.92,16.43,15.18,13.94
24003,5.7,6.32,6.94,7.05,7.16,6.54,5.92
24005,2.74,2.93,3.12,2.92,2.71,2.72,2.74
24009,3.57,3.44,3.31,3.24,3.18,3.2,3.21
24011,36.39,32.76,29.13,27.16,25.18,25.75,26.32
24013,2.93,3.02,3.12,3.78,4.43,4.4,4.36
24015,31.77,28.74,25.72,27.09,28.46,28.98,29.5
24017,4.14,4.11,4.08,3.83,3.57,3.39,3.21
24019,37.85,33.49,29.13,27.41,25.69,27.6,29.5
24021,2.39,2.48,2.58,2.88,3.18,3.2,3.21
24023,39.22,38.73,38.24,38.44,38.65,38.76,38.86
24025,12.77,12.04,11.3,10.87,10.44,10.79,11.14
24027,4.49,4.09,3.69,3.63,3.57,3.16,2.74
24029,20.73,21.32,21.9,16.96,12.03,9.88,7.73
24031,0.22,0.43,0.64,0.43,0.22,0.2,0.19
24033,1.78,1.8,1.81,1.59,1.37,1.39,1.4
24035,8.44,9.35,10.25,11.74,13.24,12.87,12.51
24037,21.68,21.41,21.14,20.16,19.17,19.84,20.5
24039,53.61,52.04,50.46,47.57,44.67,44.92,45.16
24041,10.98,9.71,8.44,7.94,7.45,7.92,8.4
24043,15.7,14.81,13.91,14.16,14.42,14.18,13.94
24045,28.49,25.2,21.9,20.54,19.17,19.16,19.16
24047,34.73,34.05,33.37,32.76,32.16,31.39,30.62
24510,0.22,0.27,0.32,0.27,0.22,0.2,0.19
25001,2.39,2.1,1.81,1.85,1.88,1.86,1.85
25003,8.76,8.82,8.88,8.6,8.31,8.22,8.12
25005,4.49,4.56,4.62,4.73,4.84,5.08,5.32
25007,2.1,1.21,0.32,0.66,0.99,0.74,0.48
25009,2.1,2.16,2.23,2.31,2.39,2.3,2.2
25011,10.98,10.62,10.25,10.34,10.44,9.42,8.4
25013,4.14,4.11,4.08,4.46,4.84,5.38,5.92
25015,3.98,4.03,4.08,4.0,3.92,4.14,4.36
25017,1.4,1.43,1.46,1.42,1.37,1.16,0.95
25019,4.97,5.51,6.05,4.22,2.39,1.67,0.95
25021,1.4,1.24,1.08,1.04,0.99,1.2,1.4
25023,8.76,9.22,9.68,9.7,9.71,9.66,9.61
25025,0.22,0.43,0.64,0.66,0.67,0.57,0.48
25027,2.74,2.84,2.93,2.82,2.71,2.72,2.74
26001,54.54,53.56,52.59,52.72,52.85,52.88,52.9
26003,38.65,34.75,30.85,30.34,29.83,31.36,32.88
26005,53.33,52.68,52.02,51.96,51.89,52.9,53.91
26007,29.8,30.08,30.37,29.88,29.39,31.4,33.42
26009,42.73,41.44,40.15,38.27,36.39,37.07,37.75
26011,47.18,48.82,50.46,56.19,61.92,62.17,62.41
26013,41.77,38.48,35.18,35.78,36.39,38.74,41.09
26015,33.91,33.43,32.95,33.19,33.43,36.88,40.32
26017,23.3,23.38,23.46,23.27,23.08,24.14,25.21
26019,31.77,31.07,30.37,27.78,25.18,27.9,30.62
26021,21.68,21.22,20.76,22.48,24.2,22.86,21.51
26023,52.98,54.56,56.13,57.46,58.8,60.6,62.41
26025,23.3,24.14,24.99,26.98,28.97,30.62,32.27
26027,39.22,40.44,41.67,40.91,40.15,40.04,39.94
26029,34.73,34.26,33.78,32.39,31.01,33.01,35.01
26031,48.36,46.32,44.29,41.96,39.64,40.36,41.09
26033,46.42,44.04,41.67,42.78,43.9,44.84,45.77
26035,71.28,70.77,70.26,69.02,67.78,70.33,72.88
26037,26.71,27.48,28.24,30.33,32.41,33.58,34.75
26039,58.55,55.28,52.02,50.3,48.58,49.9,51.21
26041,36.39,35.4,34.42,35.06,35.69,37.82,39.94
26043,26.71,26.9,27.09,26.6,26.11,27.81,29.5
26045,22.09,23.54,24.99,24.22,23.46,23.5,23.55
26047,25.44,26.26,27.09,26.88,26.68,29.03,31.38
26049,24.9,24.72,24.55,23.82,23.08,25.53,27.98
26051,59.76,59.9,60.04,62.0,63.96,64.65,65.34
26053,13.44,13.68,13.91,14.96,16.01,13.94,11.87
26055,37.22,36.44,35.66,36.34,37.03,36.02,35.01
26057,48.36,47.07,45.78,44.66,43.55,42.62,41.69
26059,48.74,48.26,47.79,44.44,41.1,42.54,43.98
26061,27.63,27.63,27.63,24.54,21.46,21.49,21.51
26063,44.41,43.34,42.28,40.26,38.24,36.85,35.46
26065,8.76,8.6,8.44,8.85,9.26,10.2,11.14
26067,57.91,57.99,58.07,57.72,57.37,55.64,53.91
26069,29.8,27.4,24.99,26.1,27.22,30.62,34.02
26071,26.71,26.22,25.72,23.11,20.5,23.14,25.78
26073,45.11,45.44,45.78,46.24,46.7,47.49,48.28
26075,27.28,27.98,28.69,29.48,30.28,30.28,30.27
26077,13.69,13.8,13.91,13.91,13.91,14.38,14.86
26079,69.75,70.24,70.74,70.98,71.22,70.6,69.99
26081,16.14,16.1,16.05,16.24,16.43,17.11,17.79
26083,18.15,18.68,19.2,18.93,18.66,15.58,12.51
26085,93.12,91.72,90.32,90.24,90.16,90.86,91.57
26087,36.04,35.61,35.18,36.1,37.03,36.98,36.92
26089,13.69,13.8,13.91,13.57,13.24,12.87,12.51
26091,30.28,30.92,31.55,30.92,30.28,32.52,34.75
26093,23.3,23.38,23.46,24.0,24.55,27.02,29.5
26095,52.98,49.82,46.67,43.63,40.59,45.29,50.0
26097,26.71,26.62,26.52,26.87,27.22,31.12,35.01
26099,13.69,14.31,14.93,15.47,16.01,16.22,16.42
26101,45.11,44.4,43.68,42.63,41.58,38.76,35.93
26103,23.91,22.52,21.14,22.67,24.2,26.85,29.5
26105,48.74,49.44,50.14,49.22,48.3,51.86,55.41
26107,65.14,64.66,64.18,65.4,66.63,71.43,76.23
26109,41.77,40.2,38.62,39.61,40.59,43.54,46.5
26111,40.75,40.45,40.15,41.1,42.06,42.21,42.36
26113,65.14,64.83,64.53,67.49,70.46,73.22,75.97
26115,41.77,40.5,39.22,38.12,37.03,38.48,39.94
26117,61.45,62.82,64.18,64.61,65.04,64.87,64.7
26119,54.86,56.6,58.33,56.71,55.08,53.72,52.36
26121,29.8,29.02,28.24,29.04,29.83,33.6,37.36
26123,81.92,82.94,83.95,83.84,83.73,82.89,82.05
26125,10.98,10.62,10.25,10.65,11.05,11.78,12.51
26127,76.85,75.87,74.88,74.77,74.66,75.32,75.97
26129,48.36,49.64,50.91,51.4,51.89,53.65,55.41
26131,44.41,42.07,39.73,37.02,34.32,31.91,29.5
26133,77.62,76.81,75.99,74.63,73.26,75.11,76.96
26135,72.17,73.2,74.24,74.54,74.85,71.64,68.43
26137,42.34,43.32,44.29,43.18,42.06,44.6,47.14
26139,27.63,28.64,29.64,29.96,30.28,29.89,29.5
26141,33.91,32.73,31.55,30.26,28.97,28.14,27.31
26143,35.24,34.83,34.42,36.01,37.6,38.77,39.94
26145,15.15,15.04,14.93,15.47,16.01,15.99,15.98
26147,28.14,28.04,27.95,28.67,29.39,31.7,34.02
26149,39.92,39.83,39.73,38.06,36.39,37.24,38.1
26151,49.35,49.35,49.35,49.49,49.63,51.6,53.56
26153,36.9,35.66,34.42,36.01,37.6,35.24,32.88
26155,31.77,29.14,26.52,25.85,25.18,29.03,32.88
26157,48.36,46.32,44.29,44.48,44.67,47.58,50.48
26159,50.02,52.5,54.98,55.54,56.1,55.98,55.86
26161,14.23,14.58,14.93,15.22,15.5,15.96,16.42
26163,5.7,6.0,6.3,6.38,6.46,6.68,6.91
26165,63.42,64.12,64.82,63.55,62.27,62.95,63.62
27001,56.77,56.6,56.42,56.26,56.1,55.98,55.86
27003,12.26,12.28,12.29,12.43,12.58,13.72,14.86
27005,43.27,42.47,41.67,43.33,44.99,45.38,45.77
27007,56.06,56.36,56.67,52.9,49.12,50.42,51.72
27009,28.91,29.28,29.64,27.88,26.11,25.66,25.21
27011,15.15,17.18,19.2,17.82,16.43,21.1,25.78
27013,21.68,20.93,20.18,21.82,23.46,22.88,22.31
27015,14.61,14.0,13.4,11.03,8.66,6.99,5.32
27017,34.29,36.26,38.24,38.7,39.16,37.8,36.44
27019,11.65,10.66,9.68,8.57,7.45,7.18,6.91
27021,40.46,39.84,39.22,40.86,42.5,42.99,43.48
27023,11.65,9.85,8.05,8.36,8.66,8.53,8.4
27025,20.73,18.82,16.91,16.46,16.01,18.26,20.5
27027,12.77,12.53,12.29,12.76,13.24,12.19,11.14
27029,62.97,62.53,62.08,64.64,67.21,68.6,69.99
27031,8.44,10.92,13.4,12.72,12.03,10.71,9.39
27033,3.98,3.1,2.23,2.31,2.39,1.9,1.4
27035,28.49,27.79,27.09,27.15,27.22,27.1,26.99
27037,8.44,8.44,8.44,8.55,8.66,8.39,8.12
27039,28.14,23.89,19.64,19.71,19.77,20.64,21.51
27041,25.44,24.23,23.02,21.76,20.5,21.01,21.51
27043,3.57,3.83,4.08,4.46,4.84,5.72,6.59
27045,14.61,16.06,17.51,17.3,17.1,16.76,16.42
27047,10.98,11.14,11.3,11.18,11.05,11.46,11.87
27049,23.3,23.38,23.46,22.24,21.01,21.02,21.04
27051,25.44,26.84,28.24,29.62,31.01,30.26,29.5
